	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	perDiff	FC
MT-ND5	5.04796848789165e-24	0.483429548306145	0.997	0.993	1.48319410111232e-19	0.004	1.39806316949256
TOB1	8.98785330924257e-23	0.760572714821733	0.788	0.5	2.64081105932165e-18	0.288	1.69416303274618
RPL36A	2.06511102234664e-22	-0.536538550566647	0.907	0.951	6.0677092058589e-18	-0.0439999999999999	-1.45048819153869
RPL39	9.31848894921668e-22	-0.376967506561177	0.997	0.987	2.73795842305884e-17	0.01	-1.2986093541655
RPL17	2.00662585365314e-21	-0.892983691178741	0.751	0.837	5.89586808320366e-17	-0.086	-1.85701271205528
ZFP36	2.95883976096914e-21	0.841982118601918	0.89	0.678	8.69366298567952e-17	0.212	1.79251118182764
DUSP1	3.52148869196975e-21	0.762491442869711	0.912	0.705	1.03468380747455e-16	0.207	1.69641770237909
RPS27	7.43453702899368e-20	-0.362461144559453	1	0.997	2.18441566985892e-15	0.003	-1.28561720783613
RPS28	1.85808357950151e-19	-0.35164950504664	1	0.993	5.45942117329135e-15	0.00700000000000001	-1.27601872932387
NR4A1	3.78386375225123e-19	0.617330376375245	0.898	0.662	1.11177484768646e-14	0.236	1.53403391238007
KLF2	6.26122853323402e-19	0.758761525467732	0.941	0.771	1.83967416763482e-14	0.17	1.69203747975701
ANGPTL1	5.12054347647696e-18	0.61471686106247	0.453	0.189	1.50451808425846e-13	0.264	1.53125744767697
CRIP1	2.45681260392365e-17	-0.94638535075133	0.603	0.764	7.21860679284847e-13	-0.161	-1.92703844049599
BHLHE40	2.83192559839748e-17	0.649357812314203	0.612	0.331	8.32076379321147e-13	0.281	1.56846986647383
FOS	2.96220670473299e-17	0.738656252577049	0.969	0.85	8.70355573984648e-13	0.119	1.66862093670784
MT-ND4	1.85693781563733e-16	0.359295612614193	1	0.996	5.45605468990559e-12	0.004	1.28279942534963
MUSTN1	3.04321046926278e-16	-1.07687907290996	0.255	0.504	8.94156100078789e-12	-0.249	-2.10946781056089
MIF	3.79201590959332e-16	-0.821493440760221	0.351	0.527	1.11417011455671e-11	-0.176	-1.76723444162806
RPS17	1.09540003933823e-15	-0.68881242952265	0.606	0.738	3.21850439558359e-11	-0.132	-1.61195607258915
SEPT7	2.46709740124782e-15	0.57158631318427	0.703	0.438	7.24882558434634e-11	0.265	1.48615677403956
RPL37A	2.92524149365035e-15	-0.299980577643651	1	0.996	8.59494455664347e-11	0.004	-1.23112783911136
EEF1G	3.19356588564853e-15	-0.6157389545953	0.28	0.536	9.3833352852125e-11	-0.256	-1.53234266861636
