	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
PTGDS	5.23994502005735e-115	-1.29575835976484	0.634	0.889	1.53960064579325e-110
ZNF331	2.17449414101107e-79	1.35765916910829	0.657	0.361	6.38909868511873e-75
NR4A2	7.21580147562079e-77	1.19900779181353	0.58	0.259	2.1201467895669e-72
TSC22D1	2.18629201012663e-72	1.01309562590432	0.792	0.669	6.42376318415407e-68
ID1	9.025484285345e-70	1.33083545831084	0.548	0.275	2.65186779272007e-65
IGKC	3.35244869832717e-69	0.601003904593834	0.213	0.023	9.85016476542489e-65
MT-RNR2	1.28935060730816e-66	3.95707949787112	0.173	0.012	3.78836995439283e-62
RPL26	9.6469661589317e-64	-0.404059774812862	0.819	0.978	2.83447159681731e-59
PTMA	1.31460611960199e-61	0.464800798087586	0.976	0.983	3.86257570061456e-57
ID3	7.59376128506538e-57	1.15858561566699	0.653	0.435	2.23119894077791e-52
NR4A1	2.57346512002717e-56	0.823312961864746	0.83	0.666	7.56135521566384e-52
JUNB	7.04418631294882e-56	0.581321939265823	0.901	0.885	2.06972282247062e-51
RPL41	2.30840791409851e-54	-0.347384951838402	0.92	0.995	6.78256413320425e-50
MT-RNR1	1.925720791451e-53	2.53463578155698	0.142	0.01	5.65815282944134e-49
NR2F1	5.55245933058265e-52	-0.703882174872522	0.615	0.804	1.63142360051179e-47
RASD1	2.63969517681025e-51	0.999225072721493	0.608	0.371	7.75595236850387e-47
MT-ND1	4.61582761620805e-51	0.297701717662684	0.93	0.991	1.35622247019425e-46
SLC26A3	2.38196271882452e-49	1.84167263247899	0.13	0.01	6.99868286045022e-45
RPL36A	1.25597285297639e-47	-0.360518751491068	0.735	0.927	3.69029943661522e-43
RPL39	1.88230456325749e-47	-0.387455359894986	0.885	0.979	5.53058726776315e-43
IGHA1	3.56535621471933e-47	0.411855851958125	0.13	0.01	1.04757296300883e-42
IGLC2	5.21331073207167e-46	0.389829574507369	0.118	0.008	1.5317749592973e-41
ATP1B3	5.24399773873502e-44	1.25017724415302	0.43	0.214	1.54079141559512e-39
CCN1	2.97642951806045e-43	-0.968057554527544	0.381	0.551	8.74534520996522e-39
SFRP4	8.73751870800547e-42	0.514369742994079	0.922	0.96	2.56725774678617e-37
RPL28	2.67476912325059e-41	-0.391963691674124	0.863	0.971	7.85900663793488e-37
SPRY1	4.02256239794577e-41	-0.77147769983847	0.433	0.597	1.18190928376443e-36
LINC00486	1.38925829342219e-38	1.58132914141219	0.109	0.01	4.08191871773308e-34
RPL17	1.17958418716482e-37	-0.396901808100059	0.718	0.895	3.46585425872767e-33
CCN2	1.4520436790402e-37	-0.974136564406571	0.147	0.311	4.26639473775591e-33
RPS6	2.34417019767446e-37	0.351012606522037	0.974	0.983	6.8876408748071e-33
RASGEF1B	9.30896078942188e-37	1.57856450633754	0.142	0.027	2.73515885914794e-32
TXNIP	3.96451405513219e-36	-0.564780358547918	0.78	0.892	1.16485351967894e-31
RPL29	6.14858785910738e-36	-0.26081420735835	0.857	0.975	1.80657808476293e-31
RPS26	3.19492230280989e-35	-0.519208292298395	0.784	0.855	9.38732071011603e-31
SP9	4.44268677886375e-35	0.439140984277631	0.142	0.024	1.30535022936575e-30
NEAT1	1.12919827474611e-34	-0.547182616899264	0.763	0.901	3.31781037085901e-30
SEPTIN7	4.09738247643267e-33	-0.603079930304754	0.458	0.584	1.20389291922545e-28
HOXC8	1.40027974292645e-32	0.333249473745402	0.182	0.052	4.11430194066649e-28
RPS28	2.36531356991407e-32	-0.305791329759123	0.94	0.986	6.94976433112154e-28
RESF1	3.00659042907725e-32	-0.619612138792675	0.188	0.307	8.83396399871479e-28
MYH11	6.49630268334755e-32	0.788228710865977	0.429	0.226	1.90874365442118e-27
RPL37	8.47145871522842e-32	-0.262276431431828	0.942	0.992	2.48908399970842e-27
RPL18	4.35414464840739e-31	-0.345610758146362	0.906	0.975	1.27933478059506e-26
RPS15A	6.39557930745646e-31	-0.295546998003314	0.922	0.98	1.87914911211686e-26
FTL	1.0729643868491e-30	-0.40640051687476	0.914	0.971	3.15258396144003e-26
ADRA2C	1.37825233181326e-30	0.507316908089832	0.218	0.071	4.04958100133372e-26
HELLPAR	2.99258364416213e-30	-0.396103244623466	0.182	0.222	8.79280926327717e-26
CDKN1C	3.95377596074692e-29	0.783288534793278	0.66	0.532	1.16169845278666e-24
RNASEK	5.90081527279864e-29	-0.559018789585906	0.409	0.532	1.7337775434537e-24
OGN	3.02198923238643e-28	-0.55120812129862	0.773	0.881	8.87920876259782e-24
AC006115.2	3.9192237595411e-28	-0.450566188623752	0.201	0.264	1.15154632502836e-23
IGFBP5	9.69257323549342e-27	-0.690746130458314	0.773	0.883	2.84787186805268e-22
RPS18	1.41637000623395e-26	-0.267978971986925	0.96	0.993	4.16157835231658e-22
KLF2	2.02102327164788e-26	0.762713595130404	0.671	0.538	5.93817057675581e-22
JUN	4.63289129288627e-26	-0.3439978173789	0.862	0.937	1.36123611967585e-21
MMP23B	5.74723157510115e-25	-0.442936388186132	0.067	0.177	1.68865158139622e-20
MICOS10	9.54406773573866e-25	-0.442288179457208	0.4	0.447	2.80423798211473e-20
NPPC	1.12546362964904e-24	0.689991242702452	0.178	0.058	3.3068372366348e-20
MIF	6.17347974935491e-24	-0.547087079298467	0.527	0.671	1.81389181995546e-19
TOMM6	8.57800226637353e-24	-0.310512719302704	0.293	0.322	2.52038862590587e-19
TOB1	1.03303169020912e-23	0.677519195526946	0.472	0.298	3.03525371217245e-19
C11orf96	7.5464668553457e-23	0.798030603975991	0.598	0.506	2.21730289143768e-18
LRRC17	8.91391273176791e-23	-0.39284446606096	0.321	0.477	2.61908583884805e-18
PLAAT4	1.27572878691842e-22	-0.268157172411544	0.227	0.234	3.74834632172371e-18
PTPRA	1.79915070475351e-22	-0.305151271787209	0.34	0.363	5.28626460070677e-18
KLF6	2.20378642185879e-22	-0.474856359197545	0.227	0.387	6.4751652647055e-18
PDLIM2	3.12251874098509e-22	-0.284201158909862	0.312	0.329	9.1745845647624e-18
TWIST2	9.76545385519517e-22	0.541965322775999	0.39	0.222	2.86928565173345e-17
MGST1	1.0949604348525e-21	-0.429030036434721	0.04	0.123	3.21721274968362e-17
CYBA	1.15740993112486e-21	-0.323238937393019	0.311	0.355	3.40070185963106e-17
LGALS1	1.1647374661074e-21	-0.280589524973502	0.905	0.97	3.42223162291677e-17
CRISPLD2	1.73315252961467e-21	0.642970433708394	0.646	0.489	5.09234876251382e-17
GSTM5	2.45344551369857e-21	-0.346586809305742	0.319	0.377	7.20871360834913e-17
EGR1	3.15185211715455e-21	0.419828507423345	0.89	0.875	9.2607718906235e-17
SLC2A3	4.17217708832665e-21	0.448541576339233	0.452	0.279	1.22586907209214e-16
ALCAM	4.92940647153317e-21	0.509583284395958	0.353	0.194	1.44835820946587e-16
GAS1	6.90583069597863e-21	-0.59307154930112	0.192	0.3	2.02907117509244e-16
GNG11	7.01450592164075e-21	-0.376542358139549	0.524	0.617	2.06100212989648e-16
ERN1	1.06869586848866e-20	0.491201622659586	0.34	0.186	3.14004220079339e-16
BTG2	1.17138652471032e-20	0.490434931424244	0.779	0.681	3.44176788690385e-16
