	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	perDiff	FC
CYR61	2.93373062731986e-20	2.35450867782971	0.507	0.118	8.61988732919122e-16	0.389	5.11420034371122
CTGF	4.16615582392997e-15	2.16245861901786	0.38	0.075	1.2240999041871e-10	0.305	4.47677130094223
ID1	1.27227222668237e-12	1.18616601820292	0.796	0.567	3.73819025643814e-08	0.229	2.27547229076537
SEPT7	3.31746066948895e-12	1.08663526700253	0.373	0.094	9.74736293909243e-08	0.279	2.12378138419346
SSFA2	3.12355923888151e-16	1.04369807711776	0.451	0.102	9.17764175568167e-12	0.349	2.06150516683709
DUSP1	9.02223300532223e-12	0.993505222624731	0.923	0.769	2.65091250162378e-07	0.154	1.99101656290293
ID3	1.32239789781409e-08	0.98051417971606	0.683	0.505	0.000388546950335735	0.178	1.97316852532699
JUNB	1.92756254760093e-15	0.94988621888796	0.937	0.847	5.66356427736104e-11	0.0900000000000001	1.93172030274662
AES	7.57870214188061e-14	0.854263546855568	0.394	0.089	2.22677426332736e-09	0.305	1.80783567290267
SOX18	2.77835879375346e-07	0.835438733231755	0.62	0.358	0.00816337380780641	0.262	1.7843996042169
EGR2	2.71526043133605e-08	0.827818099163277	0.528	0.25	0.000797797819935159	0.278	1.77499886138071
KLF2	2.56770287045114e-09	0.790166690592551	0.944	0.82	7.54442457395953e-05	0.124	1.72927425334757
FILIP1	3.22522302746013e-09	0.784619505151417	0.282	0.067	9.47635029928337e-05	0.215	1.72263793281916
TPM4	9.22674581124291e-10	0.780878516857247	0.824	0.68	2.71100245425939e-05	0.144	1.71817682352423
BTG2	5.87658635567615e-09	0.758861973800335	0.887	0.694	0.000172665860302477	0.193	1.69215529277758
ZFP36	7.13121228276348e-08	0.703041857588001	0.901	0.75	0.00209529279292157	0.151	1.62793360145695
AAED1	6.90518807087456e-11	0.68457428196297	0.296	0.059	2.02888235898436e-06	0.237	1.60722764232248
MINOS1	3.43981691830572e-12	0.67593376960578	0.338	0.073	1.01068700693659e-07	0.265	1.5976304881353
NFKBIA	2.78791980251948e-07	0.672388750480453	0.789	0.551	0.00819146596376273	0.238	1.59370957777102
CXorf36	7.85817047574783e-07	0.656048854220588	0.225	0.056	0.0230888764918423	0.169	1.57576113145483
RHOB	1.37202526773996e-07	0.641134670098864	0.803	0.567	0.00403128464167355	0.236	1.55955525698415
C9orf3	8.22107108242528e-10	0.57768058004122	0.246	0.043	2.4155151054382e-05	0.203	1.49244791121899
HMGB2	4.61353628654822e-08	0.573852359045301	0.479	0.218	0.0013555492317136	0.261	1.48849291960374
FAM96B	5.00741538399693e-08	0.566395611367765	0.289	0.081	0.00147127878812598	0.208	1.48081930801637
FKBP2	2.79766638994962e-07	0.561686817414442	0.331	0.116	0.00822010338694997	0.215	1.47599395973362
C8orf59	5.68637317761906e-09	0.558709332243302	0.296	0.075	0.000167077016704803	0.221	1.47295089234858
TSC22D2	1.17163488868057e-06	0.55172945802911	0.57	0.317	0.0344249762992126	0.253	1.46584184882846
TROVE2	7.44854062637462e-09	0.533521176056192	0.289	0.075	0.000218853020684139	0.214	1.44745768800388
SEPT2	5.17067867249756e-11	0.504591427160452	0.352	0.105	1.51924880755323e-06	0.247	1.41872151579166
ACTB	8.39841380872068e-07	0.49393680129194	0.915	0.863	0.0246762194527831	0.052	1.40828253432726
CAST	1.40698045078725e-06	0.482245136365126	0.796	0.556	0.0413398996050309	0.24	1.3969158700739
KIAA1551	4.58656013459926e-08	0.481886643066303	0.261	0.065	0.00134762309874795	0.196	1.39656879550185
UBC	8.47895017029121e-09	0.468613082805351	0.937	0.968	0.000249128513903496	-0.0309999999999999	1.38377854993428
CALM1	8.6803441401225e-07	0.454515904308839	0.972	0.944	0.0255045871525079	0.028	1.3703229165699
C6orf48	4.05872795332332e-07	0.444291323042804	0.225	0.054	0.0119253544724546	0.171	1.36064557948316
PLA2G16	8.92725281030731e-09	0.439276460335203	0.218	0.038	0.000262300542072449	0.18	1.35592413453185
GALNT15	1.22389308579064e-07	0.418380699985203	0.183	0.03	0.00359604266467007	0.153	1.33642668963784
CAV1	1.68687858624716e-06	0.41445657952926	0.979	0.962	0.0495638666211139	0.017	1.33279655756169
HLA-DRB5	2.67893111675695e-09	0.381594056392446	0.528	0.253	7.87123540725528e-05	0.275	1.30278052313826
MKL2	1.48840124055935e-07	0.362963287017024	0.268	0.078	0.00437322052501149	0.19	1.28606475588049
FAM208A	6.37000101762255e-07	0.35855541727048	0.19	0.038	0.0187163369899786	0.152	1.28214143555044
HLA-B	5.69004643681202e-09	0.351908654362544	0.979	0.989	0.000167184944406411	-0.01	1.27624795939186
C1orf123	3.82779182209028e-07	0.351263677098467	0.211	0.048	0.0112468179316657	0.163	1.27567752217499
HLA-F	1.49343604454352e-06	0.345252503747191	0.683	0.441	0.0438801378607778	0.242	1.27037330669013
DHRS7	3.52106976059085e-07	0.344452371152841	0.5	0.263	0.010345607170568	0.237	1.26966894073492
PTP4A1	1.02681697447752e-08	0.314518969776776	0.155	0.013	0.000301699363440986	0.142	1.24359693817467
