	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	perDiff	FC
MUSTN1	3.2458894746902e-111	-1.23479670444986	0.371	0.735	9.53707245453475e-107	-0.364	-2.35348181315208
CRIP1	6.36157310050887e-93	-0.945188100426902	0.641	0.85	1.86915740839152e-88	-0.209	-1.92543991115995
RPL17	4.82130587321765e-91	-0.83101927346389	0.776	0.913	1.41659609166881e-86	-0.137	-1.77894175241749
HSPA6	9.47614128142611e-16	-0.794497000032756	0.095	0.175	2.78427983130862e-11	-0.08	-1.73447253980135
MIF	6.16099228509825e-64	-0.784583794646531	0.475	0.67	1.81022275320757e-59	-0.195	-1.72259529351755
SEPTIN7	3.06587383271984e-67	-0.776227566675859	0.374	0.683	9.00815049529745e-63	-0.309	-1.71264669588182
NIBAN1	5.05029029036629e-54	-0.733719326150119	0.311	0.501	1.48387629311542e-49	-0.19	-1.66292064691336
CCN1	3.76614574520385e-31	-0.717454705803754	0.246	0.397	1.10656894285579e-26	-0.151	-1.64427853342428
NME2	1.66860440383842e-53	-0.701907967443886	0.375	0.649	4.90269345935804e-49	-0.274	-1.62665462522884
SRGN	1.98561282236423e-30	-0.675526065389391	0.37	0.504	5.83412759467058e-26	-0.134	-1.59717906310124
RNASEK	1.25905920951007e-55	-0.670408037326086	0.358	0.512	3.6993677693825e-51	-0.154	-1.59152303419652
MICOS10	3.23874263246314e-68	-0.645774543853053	0.31	0.444	9.51607360270319e-64	-0.134	-1.5645790408844
SNHG29	2.34407551651052e-41	-0.557415755341708	0.37	0.615	6.8873626826112e-37	-0.245	-1.4716307787863
SEPTIN2	1.61294961881831e-52	-0.55426519567908	0.289	0.399	4.73916857001196e-48	-0.11	-1.46842053575712
RPS17	7.2459538731878e-43	-0.546137488055308	0.71	0.837	2.12900616702004e-38	-0.127	-1.46017115754386
MAP3K7CL	1.3361928010652e-31	-0.535725692577758	0.274	0.368	3.92600168808977e-27	-0.094	-1.44967117284132
EEF1G	2.54818811827457e-76	-0.517814902005354	0.409	0.725	7.48708632911433e-72	-0.316	-1.43178503117765
MT2A	3.32734943085748e-48	-0.510775065304249	0.971	0.991	9.77641809774545e-44	-0.02	-1.42481544979235
DBNDD2	7.16588025832599e-29	-0.495156351688496	0.334	0.478	2.10547893750134e-24	-0.144	-1.40947349817783
MICOS13	4.52424583009856e-65	-0.469896964561025	0.256	0.318	1.32931390979956e-60	-0.062	-1.38501054889246
EIF4A1	3.06928881780995e-28	-0.460691963380551	0.685	0.817	9.01818440448919e-24	-0.132	-1.37620173089959
SNHG6	1.18431976675441e-24	-0.456954471683809	0.334	0.469	3.4797683386778e-20	-0.135	-1.37264111300473
RPL36A	4.90406417843425e-47	-0.452288517371022	0.894	0.959	1.44091213690755e-42	-0.0649999999999999	-1.36820889780377
PTGDS	5.50691724287407e-23	-0.443532497921447	0.031	0.129	1.61804242430126e-18	-0.098	-1.35993009871173
LINC01578	1.04998834378938e-41	-0.437811471468411	0.275	0.348	3.08507575172196e-37	-0.073	-1.35454795627414
TOMM6	7.12424555341046e-64	-0.436560678787565	0.24	0.299	2.09324582850306e-59	-0.059	-1.35337409458703
RBIS	8.11485173431055e-56	-0.43224195750104	0.274	0.328	2.38430573657513e-51	-0.054	-1.34932881421375
NEAT1	4.1476867619531e-26	-0.422565573050934	0.906	0.94	1.21867332439706e-21	-0.0339999999999999	-1.34030893454951
SNHG32	9.80310850521185e-62	-0.422350477453014	0.266	0.316	2.88034934100135e-57	-0.05	-1.34010911888977
GAS5	1.75284310339342e-26	-0.420951665659851	0.361	0.555	5.15020360639054e-22	-0.194	-1.33881040231439
BAG3	4.62921459513201e-48	-0.420471005140056	0.369	0.408	1.36015583234169e-43	-0.039	-1.33836442717871
S1PR3	5.53832446929405e-28	-0.419109624897557	0.307	0.398	1.62727049556798e-23	-0.091	-1.33710209283697
ECRG4	5.54172166903498e-25	-0.414690202304413	0.343	0.531	1.62826866079586e-20	-0.188	-1.33301240140533
GABARAP	9.86254732710302e-21	-0.413016509769052	0.479	0.611	2.89781365564941e-16	-0.132	-1.33146685005621
KLF6	1.03017428458897e-20	-0.408850126978419	0.642	0.724	3.02685808297932e-16	-0.082	-1.32762723190824
COL4A2	2.30478950407947e-35	-0.408204082966931	0.481	0.538	6.77193252088631e-31	-0.0570000000000001	-1.32703284876753
AOPEP	6.22277791323931e-39	-0.40274119645141	0.251	0.314	1.82837660646797e-34	-0.063	-1.32201742855136
LDLR	1.80091172155045e-23	-0.391974276773683	0.387	0.454	5.29143882025952e-19	-0.067	-1.31218785809776
AC020916.1	9.33658642901863e-25	-0.377965381052269	0.233	0.279	2.74327582457425e-20	-0.046	-1.29950787905643
HSPA1A	1.94916547726521e-18	-0.36342069044703	0.816	0.782	5.72703800530065e-14	0.0339999999999999	-1.28647256465193
PALM2-AKAP2	1.72405559296146e-37	-0.361075782603652	0.234	0.274	5.06562014323936e-33	-0.04	-1.2843832739418
SNHG14	2.19124504327236e-31	-0.355046766633196	0.141	0.207	6.43831618614286e-27	-0.066	-1.27902704175059
MRPS24	2.0136432637612e-53	-0.354182763229027	0.264	0.294	5.91648663758316e-49	-0.03	-1.27826128540866
NDUFA13	1.6244865502069e-34	-0.351496743755029	0.742	0.76	4.77306638181792e-30	-0.018	-1.27588362388297
MTHFD2	3.06734635098001e-29	-0.351116012763875	0.565	0.61	9.01247704844946e-25	-0.045	-1.27554695928594
CIAO2B	1.59524308960489e-57	-0.349291608908519	0.22	0.243	4.68714324587708e-53	-0.023	-1.27393494709089
ATP6V0C	1.81263719496046e-31	-0.33808678995353	0.272	0.319	5.32589060623283e-27	-0.047	-1.26407914090592
CCN2	1.51695311431482e-15	-0.335937048519385	0.154	0.196	4.4571116404798e-11	-0.042	-1.2621969553991
DNAJB1	3.0752468775343e-25	-0.334685920771735	0.655	0.613	9.03569037557128e-21	0.042	-1.26110283290839
PRXL2C	9.24955111199423e-49	-0.330496663308077	0.172	0.205	2.71770310772615e-44	-0.033	-1.25744618941247
NGRN	1.01601859198953e-43	-0.32915396996234	0.316	0.338	2.98526582698364e-39	-0.022	-1.25627644864264
AASS	1.37809398642199e-27	-0.32839191470113	0.274	0.309	4.04911575090509e-23	-0.035	-1.25561303797715
RND3	1.19746928402259e-13	-0.323474504537969	0.439	0.493	3.51840425031519e-09	-0.054	-1.2513405802102
LINC00632	1.65591469298733e-10	-0.320884185661061	0.129	0.175	4.86540855093536e-06	-0.046	-1.24909584873236
GLUL	3.07532173328864e-28	-0.310484618370297	0.503	0.496	9.03591031674868e-24	0.00700000000000001	-1.24012420240478
KRTCAP2	1.23875152875347e-46	-0.307849944868361	0.421	0.421	3.63969974178344e-42	0	-1.23786153380266
LINC-PINT	1.52758209813874e-39	-0.305908429638484	0.2	0.224	4.48834172075125e-35	-0.024	-1.23619679487182
BCAS3	1.03992086463495e-22	-0.305208531093882	0.176	0.19	3.0554954844704e-18	-0.014	-1.2355972208277
TOMM5	1.36857440977412e-50	-0.302506345285428	0.241	0.251	4.02114533079832e-46	-0.01	-1.23328509781322
GNG10	3.3842094417235e-56	-0.302390254292848	0.244	0.256	9.94348418167198e-52	-0.012	-1.23318586164287
RBM4	2.49694882872482e-37	-0.298319838453977	0.336	0.347	7.33653504855926e-33	-0.011	-1.22971145806991
MT1X	4.44848873779588e-17	-0.293922462366558	0.873	0.935	1.30705496093919e-12	-0.0620000000000001	-1.22596896859009
GADD45G	5.01053337718849e-10	-0.287330682947835	0.284	0.3	1.47219491688552e-05	-0.016	-1.22038020394632
UBE2V1	1.22734718697337e-47	-0.281170321249752	0.278	0.288	3.60619150476515e-43	-0.00999999999999995	-1.21518024481455
MAGI2-AS3	5.16767709842697e-30	-0.275981108765949	0.161	0.2	1.51836688505981e-25	-0.039	-1.21081722891482
PLAAT3	3.51427958862595e-55	-0.275403725448599	0.18	0.189	1.03256562873008e-50	-0.00900000000000001	-1.21033274274686
PSMA6	4.65200983656574e-49	-0.274490099357738	0.236	0.246	1.36685353017975e-44	-0.01	-1.20956650908099
NDUFA7	5.50034740467605e-52	-0.273805797110339	0.299	0.288	1.61611207444192e-47	0.011	-1.20899292090904
CZIB	2.90907022879506e-48	-0.273769391286312	0.19	0.202	8.54743014624564e-44	-0.012	-1.20896241284812
HSPA1B	8.44536028071477e-30	-0.272986555171803	0.581	0.512	2.48141575767961e-25	0.069	-1.20830658283268
COL4A1	3.44648688682325e-27	-0.269341734048844	0.45	0.448	1.01264677708641e-22	0.002	-1.20525777299506
ATP5ME	2.11500720773545e-42	-0.267877586526701	0.74	0.685	6.21431417776831e-38	0.0549999999999999	-1.20403521384221
SEPTIN10	1.73612344099036e-60	-0.263550713403476	0.167	0.177	5.10107789431789e-56	-0.00999999999999998	-1.20042952941827
HIF1A	9.58517896934628e-34	-0.261192726274501	0.332	0.338	2.81631728477332e-29	-0.00600000000000001	-1.19846911134685
C18orf32	3.03185295222533e-45	-0.256421824149171	0.249	0.252	8.90819034422847e-41	-0.003	-1.19451239498385
SARNP	1.87357050827452e-43	-0.256006190820265	0.221	0.218	5.5049248674122e-39	0.003	-1.19416831141848
SNHG5	6.9854756690761e-11	-0.254587304928772	0.326	0.406	2.05247246108794e-06	-0.08	-1.19299442810884
TUG1	2.77037606220067e-45	-0.252188954567973	0.145	0.162	8.13991894595801e-41	-0.017	-1.1910128300618
FILIP1	2.42790085664735e-18	-0.25066355469927	0.482	0.485	7.13365829700124e-14	-0.003	-1.18975420599956
ARID5B	8.72477616103924e-14	-0.250223791247962	0.733	0.762	2.56351373163655e-09	-0.029	-1.1893915994428
