	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	perDiff	FC
MUSTN1	3.04321046926278e-16	-1.07687907290996	0.255	0.504	8.94156100078789e-12	-0.249	-2.10946781056089
CRIP1	2.45681260392365e-17	-0.94638535075133	0.603	0.764	7.21860679284847e-13	-0.161	-1.92703844049599
RPL17	2.00662585365314e-21	-0.892983691178741	0.751	0.837	5.89586808320366e-17	-0.086	-1.85701271205528
MIF	3.79201590959332e-16	-0.821493440760221	0.351	0.527	1.11417011455671e-11	-0.176	-1.76723444162806
SEPTIN7	2.32213859343988e-13	-0.798291315423007	0.249	0.481	6.82290761524504e-09	-0.232	-1.73904023949749
NME2	5.17714536218773e-13	-0.783971327598944	0.252	0.463	1.521148850318e-08	-0.211	-1.72186415567556
HSPE1	6.49569624540949e-14	-0.717041385520102	0.569	0.617	1.90856547082622e-09	-0.048	-1.64380752859789
RPS17	1.09540003933823e-15	-0.68881242952265	0.606	0.738	3.21850439558359e-11	-0.132	-1.61195607258915
RNASEK	1.68176910886811e-12	-0.619986650030961	0.266	0.375	4.94137399567629e-08	-0.109	-1.53686095988946
EEF1G	3.19356588564853e-15	-0.6157389545953	0.28	0.536	9.3833352852125e-11	-0.256	-1.53234266861636
GAS5	9.43905124658643e-07	-0.606416756206904	0.235	0.39	0.0277338203727202	-0.155	-1.52247311929277
MAP3K7CL	5.2249266154642e-09	-0.590309457983568	0.252	0.332	0.000153518793815569	-0.08	-1.50556965736207
PTGDS	1.02882476754323e-06	-0.581960234823108	0.031	0.1	0.0302289293199552	-0.069	-1.49688172749303
SNHG29	2.95120188237008e-09	-0.559050162216813	0.246	0.441	8.67122137077976e-05	-0.195	-1.47329891123316
EIF4A1	1.78772037423651e-10	-0.549070579309754	0.518	0.566	5.25268000358171e-06	-0.0479999999999999	-1.46314279860533
RPL36A	2.06511102234664e-22	-0.536538550566647	0.907	0.951	6.0677092058589e-18	-0.0439999999999999	-1.45048819153869
HSP90AA1	4.42230829185852e-07	-0.526083240535685	0.977	0.957	0.0129936262231387	0.02	-1.44001440198612
CCN1	9.84696935483844e-08	-0.520869172066709	0.195	0.362	0.00289323653583863	-0.167	-1.43481941495917
CARMN	1.43993260707033e-09	-0.513643924987559	0.499	0.524	4.23080998609406e-05	-0.025	-1.42765157409939
MICOS10	2.89847531785559e-10	-0.507661124337467	0.212	0.319	8.51630017892328e-06	-0.107	-1.42174341704209
NIBAN1	6.64756756594337e-07	-0.482022407081081	0.207	0.344	0.0195318830222548	-0.137	-1.3967002250159
HSPD1	3.38776656842342e-11	-0.478315933594173	0.694	0.626	9.95393573134168e-07	0.0679999999999999	-1.39311652373742
ATP1B3	4.94569434538374e-08	-0.478283057124372	0.334	0.371	0.00145314391256065	-0.037	-1.39308477743611
SRGN	5.56515461401581e-08	-0.45903043561859	0.221	0.264	0.00163515372869013	-0.043	-1.37461769470031
MT1M	6.38397923307899e-08	-0.458872560988012	0.72	0.646	0.00187574077826327	0.074	-1.37446727802812
NDUFA13	1.41221394838938e-13	-0.451460042928845	0.68	0.735	4.14936702315767e-09	-0.0549999999999999	-1.36742342293403
BAG3	9.55236107679892e-07	-0.433918607936019	0.28	0.321	0.0280667473158506	-0.041	-1.3508978692134
NDUFA7	1.88993848601999e-11	-0.418439580974378	0.201	0.281	5.55301725962392e-07	-0.08	-1.33648123458949
TIPARP	1.88338881129936e-08	-0.381064759265101	0.416	0.424	0.000553377300535978	-0.00800000000000001	-1.30230264563014
COX7B	2.01071419990294e-13	-0.378021860331978	0.609	0.642	5.9078804621548e-09	-0.033	-1.29955875377602
RPL39	9.31848894921668e-22	-0.376967506561177	0.997	0.987	2.73795842305884e-17	0.01	-1.2986093541655
RPS29	3.48099583750304e-12	-0.372943770377707	0.992	0.99	1.02278619697514e-07	0.002	-1.29499252501377
TOMM6	1.72441726665774e-10	-0.369468929717322	0.167	0.225	5.06668281289376e-06	-0.058	-1.29187719035546
RPS27	7.43453702899368e-20	-0.362461144559453	1	0.997	2.18441566985892e-15	0.003	-1.28561720783613
ATP5ME	4.64607099354387e-11	-0.358802654511796	0.694	0.693	1.36510857932306e-06	0.001	-1.28236117726016
RPS28	1.85808357950151e-19	-0.35164950504664	1	0.993	5.45942117329135e-15	0.00700000000000001	-1.27601872932387
