	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	perDiff	FC
MFAP5	2.55542505933385e-82	2.33743634242965	0.934	0.33	7.50834990933471e-78	0.604	5.05403740745823
MT2A	8.92122097749723e-32	2.01810621439547	0.761	0.38	2.62123314760823e-27	0.381	4.0505174264644
SLPI	4.02812708905067e-52	1.80681141497713	0.894	0.421	1.18354430130487e-47	0.473	3.4986816919374
MARCKS	2.77367997935568e-69	1.72099009289614	0.928	0.38	8.14962651534285e-65	0.548	3.29662570153916
PCOLCE2	9.16350174777955e-57	1.62033047152699	0.771	0.202	2.69242008353259e-52	0.569	3.07445453310191
GPX3	1.83033545470565e-66	1.54555253680026	0.851	0.234	5.37789163301613e-62	0.617	2.91915848095233
C17orf58	2.21192644324549e-45	1.48804981031525	0.761	0.249	6.4990822755439e-41	0.512	2.80509534799713
SCARA5	2.90012753213159e-61	1.42105619650386	0.886	0.324	8.52115471490905e-57	0.562	2.67781481936845
MFAP4	5.51309822536687e-52	1.4044410468998	0.926	0.648	1.61985852057729e-47	0.278	2.6471520180712
FBN1	1.46489225251768e-52	1.37391321127623	0.947	0.891	4.30414641634745e-48	0.0559999999999999	2.59172601478418
SFRP2	1.61367181029761e-56	1.33527780298147	0.856	0.277	4.74129051301645e-52	0.579	2.52324064194938
S100A10	6.94354892261543e-79	1.32303083032707	0.963	0.935	2.04015354444287e-74	0.0279999999999999	2.50191162539231
CFD	2.41067407639297e-59	1.27767841099792	0.96	0.66	7.08304257125782e-55	0.3	2.42448513951466
MT1X	5.31005162815079e-26	1.25121237517283	0.375	0.053	1.56019936938326e-21	0.322	2.38041378099482
MT1A	3.88844161001743e-13	1.21832819432566	0.245	0.053	1.14250191385532e-08	0.192	2.3267693326036
SEMA3C	4.18464399029993e-37	1.17101140090903	0.949	0.819	1.22953209722993e-32	0.13	2.25169496624059
SH3BGRL3	1.07723651632931e-31	1.12859466826362	0.878	0.601	3.16513633227879e-27	0.277	2.1864565337546
PLAC9	1.24731677569091e-51	1.12449147518557	0.957	0.879	3.66486615033505e-47	0.078	2.1802468309296
PRSS23	1.29033021517228e-30	1.11995672344994	0.819	0.455	3.79124823821919e-26	0.364	2.17340452841807
VEGFD	5.37494975986515e-33	1.09769250076754	0.431	0.053	1.57926773844358e-28	0.378	2.14012119804129
PI16	2.13718211544615e-25	1.07066486275875	0.904	0.695	6.27946849160389e-21	0.209	2.10040110935651
HLA-DRB1	2.91482310169566e-41	1.06158047460688	0.707	0.202	8.56433323740219e-37	0.505	2.08721681887328
PROCR	1.57900913569593e-42	1.06055293222924	0.731	0.218	4.63944464250177e-38	0.513	2.08573075280706
ADAMTS5	5.8403781151966e-18	1.04651500086505	0.761	0.508	1.71601989780707e-13	0.253	2.06553427603539
CLEC3B	4.27251247413193e-34	1.02071675244405	0.729	0.271	1.25534961514944e-29	0.458	2.02892671031975
ITM2A	4.14632085610328e-23	1.01732092542427	0.854	0.601	1.21827199394027e-18	0.253	2.02415662268831
C12orf75	3.40824981150491e-37	1.01358054090542	0.59	0.134	1.00141195961637e-32	0.456	2.01891551644676
NTM	2.08151103872243e-37	0.976617027563494	0.566	0.112	6.11589573397426e-33	0.454	1.96784559778566
MT1M	1.27604508953396e-18	0.975406932100732	0.271	0.034	3.74927568206867e-14	0.237	1.96619571159185
CREB5	4.73149259958322e-27	0.965611255548425	0.681	0.274	1.39020715560954e-22	0.407	1.9528907666984
RAMP2	9.03341166628692e-28	0.964093213523867	0.737	0.349	2.65419701578842e-23	0.388	1.95083696390822
FN1	1.30868027346341e-36	0.930096779969084	0.771	0.296	3.84516437949018e-32	0.475	1.90540381155247
FBLN2	6.53094308041181e-38	0.89974121046864	0.824	0.364	1.9189216958866e-33	0.46	1.86573127960726
EBF2	3.15335624323976e-34	0.890106985954535	0.455	0.059	9.26519131388706e-30	0.396	1.85331355488185
CHRDL1	4.67159322552162e-34	0.889856062961915	0.904	0.57	1.37260752152276e-29	0.334	1.85299124245178
HTRA3	4.49745704064483e-20	0.884565736725914	0.697	0.361	1.32144282768226e-15	0.336	1.84620881351691
TNXB	1.24966510258546e-35	0.883625628385627	0.918	0.76	3.6717660044166e-31	0.158	1.8450061539958
APOD	4.01796183190531e-30	0.881299929952335	0.88	0.526	1.18055754545042e-25	0.354	1.84203430543461
NEGR1	6.96988845263482e-43	0.880030436468976	0.777	0.262	2.04789262515316e-38	0.515	1.84041412796991
CD248	4.49105515012544e-28	0.87010104522348	0.878	0.748	1.31956182420986e-23	0.13	1.82779091301062
