	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	perDiff	FC
IGKC	5.06015057435073e-49	1.41263919003506	0.274	0.028	1.48677344175573e-44	0.246	2.66223733253329
IGHA1	4.07047070290928e-31	1.0796878301107	0.148	0.007	1.1959857019288e-26	0.141	2.11357869616111
MT-RNR2	1.6618416092175e-30	4.80866616773604	0.138	0.005	4.88282301620285e-26	0.133	28.0254603834044
NEAT1	2.72443516323029e-27	-0.820568311479999	0.792	0.917	8.00493539660323e-23	-0.125	-1.76610156448096
IGLC2	6.07578309166445e-27	0.746353611542124	0.13	0.008	1.78518658799285e-22	0.122	1.67754749351124
CRISP3	5.35040220505266e-20	-1.41880650205651	0.018	0.14	1.57205517588857e-15	-0.122	-2.67364237101809
RASGEF1B	4.87912134221086e-18	1.9501898770396	0.115	0.021	1.43358343276839e-13	0.094	3.86425386725157
MYH11	1.32369157222069e-15	0.865612316770521	0.409	0.218	3.88927057749882e-11	0.191	1.82211285451216
LINC01578	2.26473157011486e-14	-0.715352990567181	0.229	0.265	6.65423429931149e-10	-0.036	-1.64188489570748
ID1	4.08493413291103e-14	0.727980913332652	0.269	0.115	1.20023534693192e-09	0.154	1.65631940963424
OVGP1	4.81318364394585e-14	-1.10160668140534	0.024	0.126	1.41420961826417e-09	-0.102	-2.14593545163765
MEG3	1.1167891483353e-13	-0.910698660228647	0.482	0.633	3.28134987563877e-09	-0.151	-1.87995569237258
SFRP4	1.9214091507957e-13	0.936626576944998	0.57	0.551	5.64548436686792e-09	0.0189999999999999	1.91404742571051
TSC22D1	2.73383756293947e-13	0.711026295659721	0.443	0.261	8.03256152742875e-09	0.182	1.63696819954012
LUM	6.32676330685851e-13	0.785712479086029	0.456	0.274	1.85892959482117e-08	0.182	1.72394348366837
CCN4	1.86192371502393e-12	0.678095162482376	0.203	0.078	5.47070425948331e-08	0.125	1.60002579345632
SEMA5A	3.84475204083009e-12	0.639196001789065	0.169	0.057	1.1296650446367e-07	0.112	1.55746096141815
GFRA1	5.27361047768254e-12	0.354309295624442	0.135	0.044	1.54949223055268e-07	0.091	1.27837340096381
CCN1	9.35453688569382e-12	-0.803625862056063	0.281	0.356	2.74855002775456e-07	-0.075	-1.7454824629558
