	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	perDiff	FC
SEPT7	6.36941045111334e-90	1.10202285062557	0.579	0.234	1.87146017874612e-85	0.345	2.14655457146642
C2orf40	7.09554353049207e-77	0.983120454009268	0.509	0.197	2.08481260012918e-72	0.312	1.97673633848766
ID1	1.53176819349331e-32	0.869520755481389	0.529	0.338	4.50064130612205e-28	0.191	1.82705587545536
IER3	2.87733906918316e-23	0.793522162090636	0.558	0.401	8.45419765307396e-19	0.157	1.73330094187518
ID3	6.6451836903587e-50	0.77336809075569	0.65	0.386	1.95248787190119e-45	0.264	1.70925552743384
NOV	4.45321094016892e-39	0.683555061872956	0.215	0.062	1.30844243844043e-34	0.153	1.60609258595115
FAM129A	1.18770429613869e-54	0.676791258045092	0.43	0.177	3.48971276291469e-50	0.253	1.59858034714309
MGP	4.84115039464542e-33	0.666391828069051	0.897	0.784	1.42242680895472e-28	0.113	1.58709867515752
RRAD	1.44328740447588e-11	0.646621190777028	0.611	0.492	4.24066705183104e-07	0.119	1.56549748501545
UAP1	7.01754460937776e-32	0.617324181424653	0.454	0.252	2.06189495712737e-27	0.202	1.53402732523337
JUNB	3.49396702216622e-128	0.614603595086193	0.984	0.989	1.02659739045288e-123	-0.005	1.5311372333859
MINOS1	1.01669538553255e-52	0.610634501742788	0.366	0.134	2.98725438177174e-48	0.232	1.52693061011435
ZFP36	5.48055939208195e-42	0.608158229703968	0.956	0.862	1.61029796058152e-37	0.094	1.52431200233664
SEPT2	6.86282328037285e-44	0.607872388217509	0.346	0.138	2.01643473623915e-39	0.208	1.52401001998052
CYR61	3.05828842927175e-31	0.585310937057866	0.278	0.114	8.98586306288625e-27	0.164	1.5003623202482
RASD1	1.99872147203167e-22	0.528355128758098	0.295	0.149	5.87264342912345e-18	0.146	1.44228385530974
C9orf3	2.68937295760336e-39	0.524876248661396	0.316	0.124	7.90191562403021e-35	0.192	1.43881015661597
RGS16	4.54739326330199e-19	0.521921868428165	0.436	0.279	1.33611508862339e-14	0.157	1.43586674674363
HES1	7.17711769692064e-36	0.50200403461576	0.617	0.39	2.10878072170922e-31	0.227	1.41617939867158
NFKBIA	1.52894719750237e-31	0.500645989527616	0.62	0.407	4.49235265570145e-27	0.213	1.41484694066013
NR4A2	1.17475194942616e-38	0.497018456479688	0.923	0.817	3.45165617780394e-34	0.106	1.41129389805629
TOB1	2.97500944732297e-35	0.489033869649772	0.806	0.611	8.74117275812436e-31	0.195	1.40350467524349
C19orf70	1.24124295045308e-37	0.484546732805573	0.28	0.104	3.64702003702124e-33	0.176	1.39914621154837
DCN	1.6616950426108e-09	0.484064420395578	0.414	0.305	4.88239237419907e-05	0.109	1.3986785362788
KLF4	5.45572693278826e-22	0.463188507108792	0.659	0.484	1.60300168739185e-17	0.175	1.37858527153098
TROVE2	6.77550845767949e-32	0.460796313835773	0.221	0.076	1.99077989503539e-27	0.145	1.37630127547882
FKBP2	2.17408557630923e-33	0.456526038695866	0.316	0.136	6.38789824031177e-29	0.18	1.37223354425009
CLU	1.14266571629818e-15	0.456249408603287	0.807	0.721	3.3573804076273e-11	0.0860000000000001	1.37197045004752
PPDPF	9.27385619785815e-38	0.444396078504013	0.784	0.571	2.72484442805468e-33	0.213	1.3607443808418
S100A10	1.21993331542038e-22	0.440437503980494	0.198	0.078	3.58440806736815e-18	0.12	1.35701578640421
FAM96B	9.72885396575413e-35	0.438870390413154	0.272	0.103	2.85853187221788e-30	0.169	1.35554254139427
RPS10	2.61141052647393e-61	0.433705831053908	0.963	0.945	7.67284640888569e-57	0.018	1.3506986457927
CD151	6.17008110874588e-39	0.427677044939486	0.824	0.611	1.81289323137171e-34	0.213	1.34506607452764
