	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
MFAP5	2.55542505933385e-82	2.33743634242965	0.934	0.33	7.50834990933471e-78
S100A10	6.94354892261543e-79	1.32303083032707	0.963	0.935	2.04015354444287e-74
MARCKS	2.77367997935568e-69	1.72099009289614	0.928	0.38	8.14962651534285e-65
GPX3	1.83033545470565e-66	1.54555253680026	0.851	0.234	5.37789163301613e-62
SCARA5	2.90012753213159e-61	1.42105619650386	0.886	0.324	8.52115471490905e-57
CFD	2.41067407639297e-59	1.27767841099792	0.96	0.66	7.08304257125782e-55
PCOLCE2	9.16350174777955e-57	1.62033047152699	0.771	0.202	2.69242008353259e-52
SFRP2	1.61367181029761e-56	1.33527780298147	0.856	0.277	4.74129051301645e-52
THSD4	5.70879852435806e-54	-1.72866517159113	0.109	0.617	1.67735918242689e-49
FBN1	1.46489225251768e-52	1.37391321127623	0.947	0.891	4.30414641634745e-48
SLPI	4.02812708905067e-52	1.80681141497713	0.894	0.421	1.18354430130487e-47
MFAP4	5.51309822536687e-52	1.4044410468998	0.926	0.648	1.61985852057729e-47
PLAC9	1.24731677569091e-51	1.12449147518557	0.957	0.879	3.66486615033505e-47
CST3	2.55770658465486e-50	0.804445851872858	0.963	0.947	7.5150534870329e-46
SFRP4	7.22881290480799e-50	-1.82981213188641	0.854	0.928	2.12396980769068e-45
POSTN	1.79965544743653e-49	-2.17869174311729	0.152	0.657	5.28774763565802e-45
RAMP1	4.10822940923617e-48	-1.58349802538069	0.141	0.62	1.20707996502177e-43
C17orf58	2.21192644324549e-45	1.48804981031525	0.761	0.249	6.4990822755439e-41
NEGR1	6.96988845263482e-43	0.880030436468976	0.777	0.262	2.04789262515316e-38
PROCR	1.57900913569593e-42	1.06055293222924	0.731	0.218	4.63944464250177e-38
RBP1	2.86187572952791e-41	-1.08403856275361	0.694	0.838	8.4087632684989e-37
HLA-DRB1	2.91482310169566e-41	1.06158047460688	0.707	0.202	8.56433323740219e-37
GSN	4.01557288361172e-39	0.769268436212771	0.976	0.975	1.17985562466279e-34
RPS26	1.73705800420376e-38	-0.994475613192449	0.891	0.907	5.1038238279515e-34
TPM2	2.23501078419758e-38	-1.19967010755029	0.372	0.717	6.56690868612932e-34
SERPING1	2.83905078237155e-38	0.70275268366659	0.96	0.891	8.3416990087641e-34
CFH	3.21831962918011e-38	0.859774255469582	0.723	0.237	9.45606673445701e-34
TGM2	4.95088861244417e-38	-1.42146067268529	0.106	0.526	1.45467009210835e-33
FBLN2	6.53094308041181e-38	0.89974121046864	0.824	0.364	1.9189216958866e-33
APOE	1.32322529936868e-37	-1.8511730957158	0.024	0.383	3.88790057460506e-33
NTM	2.08151103872243e-37	0.976617027563494	0.566	0.112	6.11589573397426e-33
C12orf75	3.40824981150491e-37	1.01358054090542	0.59	0.134	1.00141195961637e-32
SEMA3C	4.18464399029993e-37	1.17101140090903	0.949	0.819	1.22953209722993e-32
FN1	1.30868027346341e-36	0.930096779969084	0.771	0.296	3.84516437949018e-32
TNXB	1.24966510258546e-35	0.883625628385627	0.918	0.76	3.6717660044166e-31
NR2F2	6.5178873654263e-35	-0.890028730661622	0.63	0.804	1.91508566570956e-30
EBF2	3.15335624323976e-34	0.890106985954535	0.455	0.059	9.26519131388706e-30
