	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	perDiff	FC
MT1E	2.72884378100192e-127	-1.9851128692596	0.094	0.405	8.01788879733984e-123	-0.311	-3.95893634096591
MT1M	2.85121180131575e-106	-1.83018355664238	0.124	0.415	8.37743051462594e-102	-0.291	-3.55582310955179
MT2A	8.45628347438528e-118	-1.77385233555158	0.485	0.743	2.48462521044388e-113	-0.258	-3.41965868065929
SLCO2A1	2.74440274042088e-113	-1.25177606249629	0.221	0.525	8.06360413190462e-109	-0.304	-2.38134403389215
PTGDS	9.57873115994323e-34	-1.10851468065763	0.067	0.196	2.81442278941452e-29	-0.129	-2.15623538867336
MRTFB	2.75124408458368e-88	-1.06263255446927	0.134	0.378	8.08370536932376e-84	-0.244	-2.08873946891274
STC1	1.47271097929351e-23	-1.05217625492822	0.106	0.209	4.3271193993602e-19	-0.103	-2.07365552631817
PALM2-AKAP2	8.01764140077796e-71	-1.03382431886252	0.228	0.488	2.35574339637658e-66	-0.26	-2.04744446245654
EEF1G	2.26581517668151e-90	-1.00860356913767	0.326	0.657	6.65741815212563e-86	-0.331	-2.01196271398761
RGCC	4.01418013512966e-45	-1.00704136485305	0.125	0.309	1.1794464073038e-40	-0.184	-2.00978526444644
NME2	1.13188204232224e-76	-0.970619202034916	0.285	0.573	3.3256958167512e-72	-0.288	-1.95968150636892
GASK1B	2.77102758432056e-65	-0.956173643564033	0.119	0.316	8.14183324825068e-61	-0.197	-1.94015732502741
RPL17	7.70026663445999e-104	-0.900180482270322	0.733	0.876	2.26249234253703e-99	-0.143	-1.86629944398045
SNHG29	5.55471923378766e-66	-0.878415508139369	0.278	0.561	1.63208760527149e-61	-0.283	-1.83835515225433
MIF	8.43884836278743e-68	-0.858798241267796	0.319	0.538	2.4795024259542e-63	-0.219	-1.81352702110429
MGP	3.26238292382602e-48	-0.826421343481117	0.406	0.586	9.58553350678561e-44	-0.18	-1.77328121495131
IGFBP5	3.33820987715881e-19	-0.809530659742824	0.064	0.157	9.80832826106801e-15	-0.093	-1.75264117736147
