	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	perDiff	FC
MT-RNR2	1.6618416092175e-30	4.80866616773604	0.138	0.005	4.88282301620285e-26	0.133	28.0254603834044
RASGEF1B	4.87912134221086e-18	1.9501898770396	0.115	0.021	1.43358343276839e-13	0.094	3.86425386725157
CFD	1.95856812438875e-07	1.62254579895366	0.177	0.093	0.00575466486307903	0.084	3.07917913198348
IGKC	5.06015057435073e-49	1.41263919003506	0.274	0.028	1.48677344175573e-44	0.246	2.66223733253329
CYR61	1.63203365641127e-09	1.28908375124388	0.11	0.032	4.79524128926759e-05	0.078	2.44372806238072
IGHA1	4.07047070290928e-31	1.0796878301107	0.148	0.007	1.1959857019288e-26	0.141	2.11357869616111
SFRP4	1.9214091507957e-13	0.936626576944998	0.57	0.551	5.64548436686792e-09	0.0189999999999999	1.91404742571051
MYH11	1.32369157222069e-15	0.865612316770521	0.409	0.218	3.88927057749882e-11	0.191	1.82211285451216
LUM	6.32676330685851e-13	0.785712479086029	0.456	0.274	1.85892959482117e-08	0.182	1.72394348366837
IGLC2	6.07578309166445e-27	0.746353611542124	0.13	0.008	1.78518658799285e-22	0.122	1.67754749351124
FN1	7.49738462400089e-08	0.73667611011059	0.135	0.052	0.00220288155022394	0.083	1.66633227512152
ID1	4.08493413291103e-14	0.727980913332652	0.269	0.115	1.20023534693192e-09	0.154	1.65631940963424
MGP	8.28216747486419e-08	0.716794045650091	0.45	0.311	0.0024334664474646	0.139	1.64352573356958
TSC22D1	2.73383756293947e-13	0.711026295659721	0.443	0.261	8.03256152742875e-09	0.182	1.63696819954012
CCN4	1.86192371502393e-12	0.678095162482376	0.203	0.078	5.47070425948331e-08	0.125	1.60002579345632
MTRNR2L12	1.20830036909965e-06	0.654756967601881	0.104	0.038	0.0355022814448859	0.066	1.57435072005079
TOB1	4.82249361882547e-11	0.640082007079742	0.383	0.223	1.4169450750833e-06	0.16	1.5584177419058
CDKN1C	1.47471555764375e-11	0.639203113176987	0.354	0.195	4.33300925146886e-07	0.159	1.55746863853359
SEMA5A	3.84475204083009e-12	0.639196001789065	0.169	0.057	1.1296650446367e-07	0.112	1.55746096141815
TGM2	4.0334545107116e-08	0.607702672365226	0.378	0.308	0.00118510960433728	0.07	1.52383074893624
KLF2	1.07710823186748e-08	0.560317279715677	0.451	0.302	0.000316475940687303	0.149	1.47459347650277
THSD7A	2.73471002420408e-09	0.541289852582374	0.157	0.062	8.03512499311644e-05	0.095	1.4552730338989
TWIST2	1.9695940118311e-07	0.519209165203227	0.138	0.056	0.00578706112556215	0.082	1.43316941946832
CFH	6.14718323514621e-09	0.506763829173041	0.112	0.034	0.000180616537815066	0.078	1.42085942783003
FOS	4.36440110369599e-09	0.474587641533096	0.826	0.74	0.000128234833228796	0.086	1.38952100308601
CXCL12	2.22789474470466e-07	0.472714890176945	0.179	0.085	0.00654600033889125	0.094	1.38771844673548
ATP1B2	3.04021242204675e-10	0.465377475870873	0.119	0.033	8.93275213845776e-06	0.086	1.3806785556257
JUNB	1.81550304231095e-10	0.464259038041999	0.805	0.673	5.33431103891804e-06	0.132	1.37960861036947
SLC22A3	1.99301509081698e-10	0.452712218830205	0.141	0.048	5.85587693983844e-06	0.093	1.36861078262728
KANK2	1.45098809573329e-09	0.448756575261787	0.307	0.173	4.26329322288355e-05	0.134	1.36486340618455
RASD1	8.0523951272238e-09	0.447986865701368	0.242	0.129	0.00023659547362809	0.113	1.36413541573118
SVEP1	1.41203296731847e-07	0.447349734285875	0.154	0.07	0.00414883526457512	0.084	1.36353311128287
CCNI	3.59367715764918e-08	0.447222873534693	0.385	0.249	0.00105589422246048	0.136	1.36341321676269
A2M	8.50462199872032e-08	0.442792623345704	0.196	0.1	0.002498828035664	0.096	1.35923284827742
RPL4	2.02334538741658e-07	0.437744185828796	0.461	0.324	0.00594499341730739	0.137	1.35448478318647
SMC3	3.21366423312301e-08	0.434004951517476	0.169	0.075	0.000944238824976203	0.094	1.35097872126279
ZC3H13	1.83712236942039e-08	0.426063277296006	0.198	0.095	0.000539783294583098	0.103	1.34356235371781
RHOBTB3	2.61336185151805e-08	0.410966058767972	0.232	0.125	0.000767857979213032	0.107	1.3295758278548
ANTXR1	2.75951168924167e-10	0.402695905559363	0.214	0.101	8.10799724532986e-06	0.113	1.32197592677371
NOVA1	1.32463479067572e-09	0.395996919281648	0.182	0.084	3.8920419419634e-05	0.098	1.31585171516778
SH3BP5	2.44221569990925e-07	0.394059455057206	0.304	0.191	0.00717571816947336	0.113	1.31408578096095
NUCKS1	1.07935038324667e-06	0.391995624861912	0.453	0.324	0.0317134729605536	0.129	1.31220727516695
CDC42EP4	3.6679382996821e-08	0.390325516281503	0.205	0.1	0.00107771363121259	0.105	1.31068910218791
EGR1	1.20119716862608e-08	0.385568135410917	0.782	0.655	0.000352935752085716	0.127	1.30637413784674
