	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	perDiff	FC
POSTN	1.79965544743653e-49	-2.17869174311729	0.152	0.657	5.28774763565802e-45	-0.505	-4.52742814133783
PTGDS	4.6094678059236e-24	-1.99488141387045	0.295	0.561	1.35435383073647e-19	-0.266	-3.98583341174079
APOE	1.32322529936868e-37	-1.8511730957158	0.024	0.383	3.88790057460506e-33	-0.359	-3.60793437043994
SFRP4	7.22881290480799e-50	-1.82981213188641	0.854	0.928	2.12396980769068e-45	-0.0740000000000001	-3.55490777353358
THSD4	5.70879852435806e-54	-1.72866517159113	0.109	0.617	1.67735918242689e-49	-0.508	-3.31421034896031
RAMP1	4.10822940923617e-48	-1.58349802538069	0.141	0.62	1.20707996502177e-43	-0.479	-2.99695625425016
ACTA2	1.27913272562633e-25	-1.56565821852971	0.391	0.614	3.75834777443529e-21	-0.223	-2.96012524486251
TGM2	4.95088861244417e-38	-1.42146067268529	0.106	0.526	1.45467009210835e-33	-0.42	-2.67856568086567
SFRP1	7.05282921583029e-32	-1.40386539463795	0.468	0.748	2.07226228019526e-27	-0.28	-2.64609598403139
CCL2	3.04250813802221e-13	-1.28868645876926	0.128	0.346	8.93949741113685e-09	-0.218	-2.44305519592372
TPM2	2.23501078419758e-38	-1.19967010755029	0.372	0.717	6.56690868612932e-34	-0.345	-2.29687143808129
TNFAIP3	2.2369420316997e-16	-1.13921860454622	0.221	0.386	6.57258307754005e-12	-0.165	-2.20261692271556
NR4A2	7.32563243269981e-16	-1.09611287814057	0.378	0.579	2.15241732137586e-11	-0.201	-2.13777923821665
RBP1	2.86187572952791e-41	-1.08403856275361	0.694	0.838	8.4087632684989e-37	-0.144	-2.11996223191526
CRABP2	3.19222107266963e-27	-1.08004393195954	0.176	0.505	9.37938395571789e-23	-0.329	-2.11410045727921
ZNF331	2.56056062941956e-12	-1.07134662461278	0.471	0.567	7.52343924136056e-08	-0.096	-2.10139391221146
ADAMTS4	3.15279136110028e-14	-1.03623527931245	0.146	0.352	9.26353157718485e-10	-0.206	-2.05086891075456
CRISPLD2	2.77728323841848e-20	-1.03470639774814	0.314	0.604	8.16021361112117e-16	-0.29	-2.04869667425261
RPS26	1.73705800420376e-38	-0.994475613192449	0.891	0.907	5.1038238279515e-34	-0.016	-1.99235621789547
LEPR	1.18663256005369e-18	-0.990989367231691	0.407	0.564	3.48656378794977e-14	-0.157	-1.98754753821994
MEG8	3.71443636112322e-09	-0.962766331882239	0.322	0.399	0.000109137569162523	-0.077	-1.94904355665448
C11orf96	2.01339974006505e-07	-0.960491106122666	0.473	0.561	0.00591577111625912	-0.0880000000000001	-1.94597220820099
MYLK	1.20450118094922e-25	-0.95857360142514	0.162	0.502	3.53906536986501e-21	-0.34	-1.94338750934936
IRF1	1.8586187872732e-18	-0.957229703670341	0.582	0.701	5.46099372076611e-14	-0.119	-1.94157804998091
PEG3	8.21799799219e-21	-0.938047514015083	0.234	0.495	2.41461217006527e-16	-0.261	-1.91593353515528
IGFBP2	1.573237965215e-12	-0.926149208323577	0.287	0.48	4.62248778939471e-08	-0.193	-1.90019728031561
CACNA1D	2.04696214056633e-29	-0.914677261799153	0.069	0.414	6.014384161412e-25	-0.345	-1.88514730764493
TAGLN	2.83973353570911e-18	-0.909464754662738	0.654	0.692	8.3437050746205e-14	-0.0379999999999999	-1.87834849471795
IGFBP3	7.64729915081218e-15	-0.897809160170022	0.699	0.757	2.24692943649163e-10	-0.0580000000000001	-1.86323437349659
NR2F2	6.5178873654263e-35	-0.890028730661622	0.63	0.804	1.91508566570956e-30	-0.174	-1.85321302936701
NR4A1	2.2867189324012e-22	-0.883979713877641	0.766	0.835	6.71883756718122e-18	-0.069	-1.84545903563012
CTSC	4.5783945159533e-23	-0.855045744405212	0.146	0.377	1.3452238766774e-18	-0.231	-1.80881610744047
MDK	3.39095552493311e-18	-0.851072401118972	0.383	0.592	9.96330552335847e-14	-0.209	-1.80384127960293
ALDH1A2	1.60562170005237e-24	-0.851055494861084	0.104	0.433	4.71763767909388e-20	-0.329	-1.80382014136767
CXCL2	1.53523625108449e-06	-0.849247366120673	0.207	0.34	0.0451083115293644	-0.133	-1.80156083086962
NR2F1	2.3781041901078e-21	-0.833827696604851	0.657	0.829	6.98734573137475e-17	-0.172	-1.7824081032074
MEG3	2.40856227555608e-11	-0.804647434146103	0.851	0.879	7.07683767803887e-07	-0.028	-1.7467188764635
TJP1	1.02776605808967e-22	-0.784522471998889	0.487	0.66	3.01978223187908e-18	-0.173	-1.72252207509216
KLF10	2.82700014219294e-16	-0.783537120639671	0.316	0.539	8.3062918177913e-12	-0.223	-1.72134600535256
CSRNP1	5.35156316733311e-19	-0.782119289194986	0.535	0.642	1.57239628982581e-14	-0.107	-1.71965515624129
SELENOK	2.23027643232085e-21	-0.781221762012247	0.734	0.682	6.55299821344511e-17	0.0519999999999999	-1.71858565977593
NFKBIZ	4.68633373129232e-13	-0.772239082379039	0.697	0.766	1.37693857692831e-08	-0.0690000000000001	-1.70791844034063
MIDN	1.30443838893804e-16	-0.766923921054064	0.479	0.62	3.83270087437776e-12	-0.141	-1.70163772264183
THBS1	1.91810668244081e-09	-0.76516871348951	0.29	0.417	5.63578105434759e-05	-0.127	-1.69956873979863
ESR1	1.82671061810838e-21	-0.752304151837599	0.247	0.567	5.36724113812603e-17	-0.32	-1.68448099541869
LMNA	9.20231133545116e-29	-0.749702829521375	0.843	0.907	2.70382311658226e-24	-0.0640000000000001	-1.68144644565354
CAV1	9.8934511597251e-18	-0.749118121071285	0.439	0.648	2.90689381975043e-13	-0.209	-1.68076511195997
SPARCL1	5.1174294841883e-21	-0.748666785985296	0.931	0.972	1.50360313104421e-16	-0.0409999999999999	-1.68023938088152
PAPPA	8.0945003472721e-14	-0.744602093792502	0.152	0.361	2.37832609203549e-09	-0.209	-1.6755120866919
CEBPB	6.74459430998298e-17	-0.73306830541527	0.766	0.794	1.9816967001592e-12	-0.028	-1.6621704179563
PDE5A	1.32081607682863e-26	-0.732950033104905	0.051	0.364	3.88082179693787e-22	-0.313	-1.66203415861388
TPM4	1.12951341173105e-21	-0.728081013021294	0.646	0.776	3.31873630634819e-17	-0.13	-1.65643433538392
ALDH1A1	1.32463089967036e-22	-0.72023075770037	0.763	0.844	3.89203050941145e-18	-0.081	-1.64744552080739
KDM6B	3.88576327845733e-12	-0.714345943188791	0.261	0.458	1.14171496647633e-07	-0.197	-1.64073920733631
IER2	1.37587506114308e-13	-0.712733459830631	0.872	0.9	4.0425961046506e-09	-0.028	-1.63890639677799
ADAMTS1	1.97273445969896e-09	-0.711718892974234	0.806	0.888	5.79628838948748e-05	-0.082	-1.63775425059974
GAS6	1.33356311466926e-15	-0.703220558393698	0.378	0.579	3.91827514352123e-11	-0.201	-1.62813525950374
TSPAN8	5.11221986728851e-07	-0.701885525456511	0.202	0.315	0.0150207244140671	-0.113	-1.62662932183651
PPP1R15B	3.21742559421678e-16	-0.70185356282128	0.396	0.542	9.45343988092775e-12	-0.146	-1.62659328457134
HES4	1.11268046948495e-18	-0.698347146338987	0.056	0.305	3.26927775544069e-14	-0.249	-1.622644710642
CYP1B1	3.76772001490002e-13	-0.694274064010166	0.58	0.723	1.10703149477792e-08	-0.143	-1.61807004695002
IGSF10	1.69889877653201e-22	-0.689775278776195	0.043	0.305	4.99170438520636e-18	-0.262	-1.61303224509654
MARCKSL1	9.27104289089897e-13	-0.678368935354732	0.207	0.439	2.72401782220394e-08	-0.232	-1.60032945099321
PAWR	1.50134183057352e-15	-0.678338602884148	0.271	0.498	4.4112425665911e-11	-0.227	-1.60029580463391
EIF4A3	4.96828115062367e-13	-0.677074253505917	0.596	0.726	1.45978036767625e-08	-0.13	-1.59889395143369
COL14A1	4.90273221275767e-12	-0.675064207933608	0.295	0.517	1.44052077875246e-07	-0.222	-1.59666783170909
IER3	7.55325090326984e-07	-0.667553006329392	0.269	0.433	0.0221929618039874	-0.164	-1.58837659340932
SPON1	5.22764294714378e-19	-0.664861767777989	0.098	0.358	1.53598605072978e-14	-0.26	-1.58541635883849
NEAT1	4.57319529080348e-13	-0.659572765444433	0.947	0.947	1.34369624034388e-08	0	-1.57961477298045
CAVIN2	4.7137265441321e-12	-0.654947874353442	0.346	0.545	1.38498713319689e-07	-0.199	-1.57455906211878
TLE1	5.88642957831963e-15	-0.654853155752805	0.229	0.467	1.72955073870187e-10	-0.238	-1.57445568952024
FOSB	1.02936880672834e-15	-0.650619924416899	0.872	0.931	3.02449142792921e-11	-0.0590000000000001	-1.56984261046834
FOXL2	5.78009058919982e-22	-0.647735981019392	0.069	0.343	1.69830621691869e-17	-0.274	-1.56670763387953
NBL1	6.07796404928064e-22	-0.639884703919729	0.832	0.863	1.78582739695964e-17	-0.031	-1.5582046270674
EGR3	8.69468543559371e-11	-0.637196623479714	0.239	0.455	2.55467247468614e-06	-0.216	-1.5553040281683
NR4A3	5.80693484663783e-09	-0.63194709001836	0.258	0.452	0.000170619359663913	-0.194	-1.54965502820069
REL	1.44624699633465e-11	-0.625544450865316	0.218	0.455	4.24936292463048e-07	-0.237	-1.54279294183
TM4SF1	7.11233516740437e-09	-0.624312953936878	0.293	0.464	0.000208974631888675	-0.171	-1.54147656238644
NRP1	1.4851918691894e-14	-0.621894299648353	0.285	0.52	4.36379075005229e-10	-0.235	-1.53889446754116
FMO3	1.67909250772773e-15	-0.611679896168642	0.027	0.202	4.9335096062056e-11	-0.175	-1.52803744362534
MYH9	7.6579081303614e-16	-0.609161629936717	0.295	0.47	2.25004656686279e-11	-0.175	-1.52537253625606
CNN1	7.31852903405679e-18	-0.606916463922401	0.09	0.352	2.15033020078657e-13	-0.262	-1.52300055115887
BTG2	3.5826111660577e-07	-0.596142038587093	0.803	0.841	0.0105264281281107	-0.0379999999999999	-1.51166875029035
FLNA	5.33430830306482e-14	-0.595290695618479	0.471	0.586	1.5673264656065e-09	-0.115	-1.51077696867217
CSRP1	1.33666291162858e-15	-0.594216903739799	0.62	0.732	3.92738296694709e-11	-0.112	-1.50965292206317
ICAM1	9.88993794335535e-10	-0.591047504434195	0.112	0.305	2.90586156651667e-05	-0.193	-1.50634006592709
SLC39A6	1.39509313432811e-10	-0.590082166769942	0.263	0.349	4.09906264728286e-06	-0.086	-1.50533247917129
MIR22HG	1.5022135335119e-13	-0.588957273309871	0.545	0.639	4.41380380416467e-09	-0.094	-1.50415920372334
FGF7	3.31745267239441e-09	-0.584552094327946	0.598	0.657	9.74733944202925e-05	-0.0590000000000001	-1.49957335263599
FILIP1L	7.50283778141159e-08	-0.582852701503389	0.737	0.738	0.00220448379693435	-0.001	-1.49780800111274
