	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	perDiff	FC
POSTN	1.62129276646314e-124	-1.48317666039051	0.08	0.377	4.76368240642199e-120	-0.297	-2.79563625301999
SFRP4	1.16722290089181e-121	-1.36884347114739	0.558	0.757	3.42953432740033e-117	-0.199	-2.58263447593418
ACTA2	4.69238865508885e-109	-1.28682939718878	0.293	0.467	1.3787176346382e-104	-0.174	-2.43991247686156
TGM2	3.26598698589954e-105	-1.0435316619877	0.214	0.45	9.59612296197004e-101	-0.236	-2.06126738556305
TAGLN	3.54378552726245e-79	-1.00436505007146	0.317	0.458	1.04123506362025e-74	-0.141	-2.00606040792903
C11orf96	5.38358345574569e-38	-0.937948424144632	0.264	0.378	1.5818044909672e-33	-0.114	-1.91580194595538
THSD4	1.4056723878318e-81	-0.91719749967179	0.092	0.309	4.13014660992738e-77	-0.217	-1.88844334158903
ADAMTS4	8.91197287750536e-37	-0.864969596262974	0.175	0.28	2.61851587086862e-32	-0.105	-1.82130128419434
TNFAIP3	1.76756375563647e-36	-0.844705316870412	0.15	0.226	5.19345582681107e-32	-0.076	-1.79589788039058
TPM1	3.30628673646798e-98	-0.839884617410815	0.498	0.628	9.71453168909023e-94	-0.13	-1.78990698453216
LEPR	9.14281127961342e-30	-0.758935643316285	0.183	0.273	2.68634081017601e-25	-0.09	-1.69224170289245
APOE	2.28219400677597e-31	-0.717472629790619	0.029	0.118	6.70554243070917e-27	-0.089	-1.64429896200348
PDE5A	2.05507586600629e-57	-0.692527619861971	0.067	0.236	6.03822390949967e-53	-0.169	-1.61611248893736
PEG3	7.59789211960279e-46	-0.652692825886398	0.245	0.375	2.23241266258169e-41	-0.13	-1.57209982206899
CACNA1D	2.42743717312971e-56	-0.647473865613176	0.048	0.201	7.13229590208971e-52	-0.153	-1.56642301315694
RPS26	2.48787599673493e-105	-0.643328060391381	0.788	0.773	7.30987725360656e-101	0.015	-1.56192811812957
PGR	1.83280424151682e-37	-0.589327523968091	0.211	0.326	5.38514542242473e-33	-0.115	-1.50454527797224
NEAT1	2.06695100563549e-35	-0.588841450762972	0.849	0.888	6.07311544475819e-31	-0.039	-1.50403845155328
GASK1B	2.1124605898215e-45	-0.579452401364143	0.166	0.225	6.20683170501352e-41	-0.059	-1.49428196167993
BCL2	9.25736437352214e-45	-0.574120466078806	0.229	0.333	2.71999880022828e-40	-0.104	-1.48876956331129
CCN2	2.19007580525049e-16	-0.556264101846867	0.219	0.269	6.434880730987e-12	-0.05	-1.47045649565099
PTGDS	9.82368927405675e-37	-0.5517414470888	0.498	0.666	2.88639638250336e-32	-0.168	-1.46585403029297
MYL9	1.05851546587625e-66	-0.539245315072638	0.437	0.473	3.11013014183759e-62	-0.036	-1.45321213195693
RAMP1	1.45857360749818e-36	-0.53735477847328	0.345	0.447	4.28558097355116e-32	-0.102	-1.45130906073363
TJP1	3.94374773005256e-51	-0.528650646110104	0.24	0.356	1.15875195804404e-46	-0.116	-1.4425793186956
LRRC17	1.78326679382692e-36	-0.514289577045236	0.26	0.352	5.23959449362225e-32	-0.092	-1.42829063671553
RBP1	1.09311317289031e-72	-0.507488135244178	0.655	0.667	3.21178512458632e-68	-0.012	-1.42157295041338
MDK	6.41751670097618e-40	-0.495986129111381	0.487	0.56	1.88559475708082e-35	-0.0730000000000001	-1.41028440114487
F3	2.05270034630569e-32	-0.49589021991886	0.561	0.573	6.03124415751537e-28	-0.0119999999999999	-1.4101906497016
NR2F2	8.04795504356409e-51	-0.493936816400372	0.599	0.65	2.3646501509e-46	-0.051	-1.40828254907531
MEG8	5.96296839383846e-17	-0.493695469294734	0.257	0.295	1.75203937347762e-12	-0.038	-1.40804697850802
TPM2	2.33009466018724e-52	-0.492624667245021	0.55	0.617	6.84628413056215e-48	-0.0669999999999999	-1.40700228080923
FBXO32	6.84277617031316e-30	-0.492388019450907	0.08	0.181	2.01054449436141e-25	-0.101	-1.40677150668872
PAPPA	1.93516254074935e-30	-0.491437097179852	0.251	0.321	5.68589457722973e-26	-0.07	-1.40584456818374
WNT5A	7.31742928484684e-31	-0.488172956131969	0.07	0.164	2.1500070724737e-26	-0.094	-1.40266739801893
CYP1B1	3.75059882085409e-34	-0.481437266040596	0.577	0.668	1.10200094554335e-29	-0.0910000000000001	-1.39613385382515
IGSF10	4.15592995530164e-26	-0.479108631756337	0.202	0.3	1.22109533946673e-21	-0.098	-1.39388219099242
MYLK	3.74216642941304e-34	-0.470857974731091	0.292	0.383	1.09952334029014e-29	-0.091	-1.38593344152796
NRP1	5.11263293213181e-31	-0.464020125488584	0.332	0.39	1.50219380811897e-26	-0.058	-1.3793801639436
ESR1	1.21255669047574e-37	-0.460518698077424	0.273	0.394	3.56273406795583e-33	-0.121	-1.37603646125821
EGR3	1.27515438956524e-25	-0.460293151252286	0.187	0.248	3.74665862742059e-21	-0.061	-1.37582135246035
COL3A1	2.01889215820751e-35	-0.4581796552495	0.539	0.558	5.9319089392453e-31	-0.019	-1.37380729960743
IER5L	1.62083132052535e-32	-0.452551221907872	0.248	0.303	4.76232658596759e-28	-0.055	-1.36845806162694
LINC01578	4.76375150957342e-54	-0.452436749174454	0.342	0.36	1.39968546854286e-49	-0.018	-1.36834948364216
NID1	8.96061483098548e-39	-0.452031986930768	0.349	0.394	2.63280784964015e-34	-0.045	-1.3679656336227
RESF1	2.33648265411269e-39	-0.448993937468001	0.141	0.209	6.86505333431392e-35	-0.068	-1.36508798146359
FOXL2	1.32140972536355e-41	-0.438878128509706	0.054	0.166	3.88256605506319e-37	-0.112	-1.3555498120557
ZNF141	8.42634830834952e-19	-0.437695913875812	0.215	0.243	2.47582965995926e-14	-0.028	-1.35443946346881
THBS1	8.5915506121105e-13	-0.432846335493703	0.341	0.353	2.52436940085031e-08	-0.012	-1.34989419737353
AC006115.2	1.92039112421637e-28	-0.426959960768581	0.1	0.174	5.64249320117255e-24	-0.074	-1.34439768245794
ALDH1A2	3.57419542077696e-27	-0.42641714137941	0.124	0.24	1.05017009853269e-22	-0.116	-1.3438919429656
FOXP1	2.15010967762425e-41	-0.425717586656046	0.379	0.422	6.31745225479558e-37	-0.043	-1.34324045527368
PTCH1	3.73820701994125e-24	-0.424828806527716	0.056	0.132	1.09835998659914e-19	-0.076	-1.34241319952772
KIF21A	1.85588215694234e-27	-0.422236352735087	0.141	0.262	5.45295295352798e-23	-0.121	-1.34000311344728
CRISPLD2	2.47721465721067e-30	-0.413690865704363	0.557	0.569	7.27855210581639e-26	-0.0119999999999999	-1.33208936030816
