	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	perDiff	FC
MT-RNR2	6.32897071786431e-39	2.00041891137466	0.152	0.053	1.85957817632289e-34	0.099	4.00116163759559
SFRP2	2.73215202430728e-226	1.58968496166483	0.669	0.192	8.02760907781965e-222	0.477	3.00983617134978
CFD	5.55741679037004e-96	1.43259248146028	0.572	0.374	1.63288020134652e-91	0.198	2.69931338661239
MT2A	1.14624619840986e-39	1.30128669970322	0.464	0.282	3.36790058016785e-35	0.182	2.46448585340678
MGP	1.59549693552988e-203	1.27860397938423	0.936	0.91	4.68788909597388e-199	0.026	2.42604107942018
APOD	8.51696402682744e-213	1.27362064384399	0.839	0.432	2.50245437036244e-208	0.407	2.41767554114003
MT-RNR1	3.19699180313195e-19	1.24145578154328	0.121	0.045	9.3934013159623e-15	0.076	2.36436993636868
MFAP5	1.59940399248445e-65	1.20674060962157	0.211	0.043	4.6993688107178e-61	0.168	2.30815580121429
S100A10	1.91239503847619e-113	1.12139638090155	0.78	0.518	5.61899910205073e-109	0.262	2.17557443934202
GSN	2.32787176863364e-205	1.11648537531349	0.914	0.858	6.83975283059936e-201	0.056	2.16818126637739
SLPI	3.10221670002454e-47	1.08536794152414	0.317	0.15	9.11493310801211e-43	0.167	2.12191658230948
MARCKS	3.69755204325976e-160	1.01567521543069	0.645	0.238	1.08641474135058e-155	0.407	2.0218489447364
CXCL14	2.43611746659469e-44	0.992943123744279	0.302	0.126	7.15780034034852e-40	0.176	1.9902409795968
GPX3	2.59456317024414e-111	0.880188580441878	0.469	0.154	7.62334550681133e-107	0.315	1.84061587979297
PDK4	5.58187117787506e-75	0.849597498450082	0.629	0.35	1.64006538948325e-70	0.279	1.8019981105595
RSPO3	1.26969576872529e-140	0.848865540411519	0.488	0.14	3.73062010766865e-136	0.348	1.80108409032334
DPT	1.90758448626409e-86	0.813838642554545	0.871	0.712	5.60486473754115e-82	0.159	1.75788250141206
AC007563.2	2.58265446141549e-19	0.812340213437382	0.153	0.066	7.588355338531e-15	0.087	1.7560576563735
NEGR1	2.88829182360932e-97	0.793140615938592	0.43	0.144	8.4863790361289e-93	0.286	1.73284260047737
LAMA2	3.17640299466114e-16	0.789495272763955	0.467	0.342	9.33290727891336e-12	0.125	1.72846965126723
PTN	1.78658733422127e-60	0.784463093019655	0.384	0.16	5.24935090540893e-56	0.224	1.72245118034671
CFH	1.85351506603647e-121	0.74488317535178	0.548	0.206	5.44599796702835e-117	0.342	1.67583856000601
MT1X	8.16433548178195e-36	0.741883381601292	0.213	0.08	2.39884505125717e-31	0.133	1.67235761148699
MT1A	1.16868593210206e-23	0.734477904020832	0.129	0.044	3.43383300570227e-19	0.085	1.66379525066966
ITM2A	4.33965501148224e-85	0.733363312301377	0.649	0.354	1.27507743547371e-80	0.295	1.66251033862078
SCARA5	9.97640637921471e-68	0.726947900325204	0.286	0.083	2.93126772234087e-63	0.203	1.65513385965395
MGST1	1.03581722651909e-107	0.716258603186181	0.546	0.219	3.04343817495839e-103	0.327	1.6429158678951
C3	2.23989441037542e-111	0.707447126154391	0.807	0.487	6.58125775656506e-107	0.32	1.63291209291522
FGL2	6.26486334284049e-123	0.706960710036681	0.346	0.069	1.84074214739339e-118	0.277	1.6323616364048
PLAC9	1.85425234096121e-51	0.70357456041098	0.716	0.535	5.44816422821223e-47	0.181	1.62853481302574
CYR61	1.67511174788904e-17	0.700612968072555	0.222	0.123	4.92181333764759e-13	0.099	1.62519515423256
IGFBP6	6.63979885177466e-41	0.695770734502218	0.887	0.811	1.95090569862843e-36	0.076	1.61974952474664
TSC22D3	3.49155924063388e-55	0.694194103482006	0.629	0.396	1.02588993608305e-50	0.233	1.61798036885
CST3	1.2972779334632e-134	0.672224602801522	0.893	0.844	3.81166202410159e-130	0.049	1.59352825819981
DCN	1.21121294827676e-165	0.664435493786512	1	0.997	3.55878588462676e-161	0.003	1.58494798409028
RGCC	8.02875397485287e-52	0.66100729741583	0.204	0.052	2.35900849289127e-47	0.152	1.5811862311173
PID1	9.49388774524362e-85	0.657801014220575	0.582	0.286	2.78949409730748e-80	0.296	1.57767606346737
FKBP5	7.15808260363546e-62	0.648147502806236	0.317	0.114	2.10318783060017e-57	0.203	1.56715459340257
HLA-DRB1	1.31975425871792e-65	0.64727667163013	0.286	0.086	3.877701962965e-61	0.2	1.56620892211543
TENT5A	3.62260088501516e-79	0.620915746223284	0.444	0.18	1.06439259203515e-74	0.264	1.53785101773648
CLU	1.02297212490204e-64	0.61518588364715	0.79	0.562	3.00569669738718e-60	0.228	1.53175534297799
RGS2	5.4375495870222e-62	0.606592980118352	0.717	0.467	1.59766081965886e-57	0.25	1.52265909938371
