	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
DUSP1	1.50924416463902e-09	1.74961201006647	0.944	0.875	4.43446120454236e-05
JUNB	4.31865900076629e-08	1.00789728409864	1	0.958	0.00126890838760515
IER2	3.09741125115909e-07	1.42337740595854	1	0.833	0.00910081373815563
FOS	3.34012800364579e-07	1.61909281713173	1	0.938	0.00981396410031206
RPL17	2.18788019407602e-06	-1.58059927436685	0.806	0.958	0.0642842958623415
ZFP36	4.65876985216541e-06	1.00686695101854	1	0.938	0.136883975796324
CYR61	6.22702320226869e-06	2.18432823183047	0.667	0.188	0.182962395729059
MT2A	1.32549836055939e-05	-1.11801719080312	0.694	0.938	0.389457928299559
RNASEK	2.03381100738468e-05	-1.06618625511599	0.25	0.625	0.597574350189767
C9orf3	4.58031953708602e-05	0.941466806297042	0.667	0.208	1
TRDN	4.59152768566233e-05	1.02024454977409	0.611	0.167	1
CSRP1	5.45356484887067e-05	0.962526218905853	1	0.917	1
FOSL2	6.67659331426107e-05	-0.890680845443811	0.611	0.917	1
MICOS10	7.1039026558643e-05	-1.13696157294223	0.139	0.583	1
ZNF581	7.90384045801648e-05	0.341549688645934	0.25	0	1
ENOPH1	7.9038404580165e-05	0.40506805602565	0.25	0	1
ATP1B3	8.13431018681322e-05	-1.26767501381707	0.444	0.854	1
RPS17	0.00010355073757226	-0.9921164175789	0.75	0.958	1
SNHG29	0.00011882450988882	-1.26969550568983	0.194	0.625	1
ACTB	0.000128201408968968	0.639672767359105	1	1	1
ZFAND5	0.000158488160042282	-0.795718388552435	0.889	0.917	1
EEF1G	0.000164759610874242	-1.02272778569858	0.278	0.729	1
CNN1	0.000170333617942677	1.20655279874918	0.917	0.604	1
TXNIP	0.000171207521670345	0.955572402051485	1	0.854	1
EGFL7	0.000220906475178706	1.00325240642818	0.722	0.333	1
IGF2BP2	0.000226268258573996	0.450113845693656	0.222	0	1
GAS5	0.000266243067129679	-0.843754317860089	0.167	0.583	1
CST3	0.000270726832566621	0.739699078135723	0.972	0.896	1
KLF4	0.0003012096505677	0.939952162897898	0.889	0.667	1
MT1A	0.00030573705984562	-0.59980875047561	0.278	0.708	1
DOCK11	0.000340029681878736	0.560897294126329	0.417	0.062	1
RERG	0.00039190882300601	0.780295627288886	0.639	0.25	1
CENPC	0.000394761969165856	0.813637977397934	0.694	0.292	1
FGF7	0.000414653588262082	1.01123488733962	0.528	0.146	1
CRISPLD2	0.000437465373291863	-0.921316216811286	0.556	0.833	1
PARP14	0.000438827361819195	-0.701738773674935	0.722	0.771	1
SEPTIN2	0.0005327097781676	-0.648114447290025	0.167	0.562	1
RPS29	0.000534043420127856	-0.605801620558338	1	1	1
DDX39A	0.000603558618637662	0.352691329039291	0.306	0.021	1
NOVA1	0.000607905830017528	0.540960241692524	0.306	0.021	1
HAUS7	0.000636615488719802	0.286950259424679	0.194	0	1
ENDOG	0.000636615488719805	0.302886393893105	0.194	0	1
KIAA1324L	0.00063661548871981	0.261538959979212	0.194	0	1
BMT2	0.000636615488719817	0.273098320499364	0.194	0	1
PCDH19	0.000636615488719817	0.255894985207297	0.194	0	1
SSPN	0.000694562479807396	0.760623163247375	0.694	0.333	1
CRIP1	0.000731864726957352	-1.6875746555814	0.333	0.646	1
ENPP2	0.000764788663785147	-1.15469069908212	0.361	0.646	1
HEYL	0.000814237748791893	-0.435962175597033	0	0.208	1
RO60	0.000815238374178588	-0.594444651802686	0.083	0.354	1
RERGL	0.000831254105049775	-0.486588845349126	0.333	0.708	1
ZNF331	0.000883427520846069	-1.13278968133184	0.667	0.833	1
MIF	0.00095110009931498	-1.03179815200483	0.333	0.708	1
FOSB	0.0010106786622019	0.634666569045185	1	0.958	1
SEPTIN7	0.0010112395943327	-0.869029907108722	0.194	0.583	1
SNHG6	0.00108766659392338	-0.900971708030145	0.194	0.583	1
MUSTN1	0.00110717325006433	-1.72087204093006	0.111	0.458	1
NME2	0.00115593412514096	-1.09780784632778	0.222	0.583	1
EGR1	0.00118626823860442	0.7636524040391	1	0.917	1
LINC-PINT	0.00120862327047416	-0.774051025514466	0.111	0.417	1
SEPT7	0.00125772734036487	0.990996704971207	0.722	0.333	1
AC058791.1	0.00128723171232278	-0.691727660397237	0.083	0.417	1
MGP	0.00129792540224985	1.36003589195222	0.944	0.833	1
KLF2	0.00136482016777144	0.956923796379759	0.972	0.938	1
NEAT1	0.00139320590149327	-0.600056312899557	1	1	1
SFPQ	0.0014320193806027	-0.441635329433253	0.944	0.875	1
JUN	0.00147945510905513	0.830847245509062	1	0.958	1
LARP4	0.00150275256403465	-0.729930078372629	0.25	0.479	1
ASPSCR1	0.00163519847182871	-0.309079289109009	0	0.188	1
WFDC2	0.00163519847182872	-0.567868737261864	0	0.188	1
MEG8	0.00163519847182873	-0.476712768564715	0	0.188	1
ZNF576	0.00163519847182874	-0.347631808760005	0	0.188	1
VPS26B	0.00176476193696126	0.274357541422365	0.167	0	1
PLPP3	0.00193281197485334	-0.910247103696352	0.5	0.75	1
SSFA2	0.00196708229907832	0.588265571439802	0.556	0.188	1
LPP	0.00203953751488941	0.654221222125018	1	0.875	1
ATF3	0.00212714414835253	0.887112619585233	0.972	0.958	1
GASK1B	0.00218635599491307	-0.59690685924251	0.028	0.271	1
SRGN	0.00238927164170936	-0.745876799340256	0.528	0.854	1
RPL37A	0.0025219062297956	-0.455761079745182	1	1	1
RND1	0.00256992391701279	-0.447022768824698	0.056	0.354	1
S100A10	0.00258716667400152	0.642660979522204	0.944	0.708	1
MDM2	0.00260915966101839	-0.556904274749559	0.111	0.438	1
SNHG17	0.00261884057276239	-0.575406160858647	0.028	0.292	1
YBX3	0.00264042695346838	-0.405011485603613	0.972	1	1
SOX18	0.00268965866032421	1.18464793002345	0.667	0.333	1
ZSCAN16-AS1	0.00274993881481934	-0.463072737782375	0.083	0.396	1
CAP1	0.00276025116000168	0.371580371655738	0.861	0.521	1
TUBA1A	0.00276233833606094	0.814691358574318	0.806	0.812	1
PCM1	0.00283570235068197	-0.354027891903668	0.667	0.583	1
BTG2	0.00286676964512295	0.655766089714627	1	0.875	1
RAD21	0.00300397294190105	0.597303983797996	0.75	0.479	1
ASAP1	0.00305277140797369	0.736823650140373	0.556	0.25	1
PUF60	0.0031910466876918	0.596054211808843	0.611	0.25	1
GTPBP4	0.00320397342178632	-0.58109817161126	0.139	0.417	1
