	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	perDiff	FC
ZFP36	2.95883976096914e-21	0.841982118601918	0.89	0.678	8.69366298567952e-17	0.212	1.79251118182764
KLF4	9.58107987789881e-13	0.791552373114579	0.603	0.378	2.81511288972423e-08	0.225	1.73093598793089
DUSP1	3.52148869196975e-21	0.762491442869711	0.912	0.705	1.03468380747455e-16	0.207	1.69641770237909
TOB1	8.98785330924257e-23	0.760572714821733	0.788	0.5	2.64081105932165e-18	0.288	1.69416303274618
KLF2	6.26122853323402e-19	0.758761525467732	0.941	0.771	1.83967416763482e-14	0.17	1.69203747975701
NOV	6.65295774930312e-10	0.743137891657029	0.306	0.14	1.95477204590024e-05	0.166	1.67381245939963
FOS	2.96220670473299e-17	0.738656252577049	0.969	0.85	8.70355573984648e-13	0.119	1.66862093670784
ID3	1.87986309107712e-14	0.731835854797578	0.745	0.511	5.5234137342028e-10	0.234	1.66075108251441
ID1	1.67834976190166e-07	0.654636053350928	0.518	0.342	0.00493132727041947	0.176	1.57421877708595
BHLHE40	2.83192559839748e-17	0.649357812314203	0.612	0.331	8.32076379321147e-13	0.281	1.56846986647383
FOSB	7.4853366823786e-13	0.646594548702142	0.898	0.749	2.19934162401648e-08	0.149	1.56546857542961
GADD45B	4.03349393395061e-12	0.645576815315296	0.929	0.797	1.18512118767337e-07	0.132	1.56436462223155
NR4A1	3.78386375225123e-19	0.617330376375245	0.898	0.662	1.11177484768646e-14	0.236	1.53403391238007
ANGPTL1	5.12054347647696e-18	0.61471686106247	0.453	0.189	1.50451808425846e-13	0.264	1.53125744767697
CYR61	1.11521560885822e-12	0.592892391472854	0.487	0.259	3.27672650194723e-08	0.228	1.50826757300384
SEPT7	2.46709740124782e-15	0.57158631318427	0.703	0.438	7.24882558434634e-11	0.265	1.48615677403956
JUNB	3.28051106123815e-15	0.571474734958555	0.952	0.822	9.63879760012994e-11	0.13	1.48604183892225
JUN	3.86383791547485e-12	0.566537975070066	0.958	0.848	1.13527285632482e-07	0.11	1.48096544099319
SRSF7	1.28764280450153e-09	0.517802925737767	0.745	0.619	3.7833520881864e-05	0.126	1.43177314552684
S100A10	2.39602341944589e-09	0.495469116739692	0.272	0.115	7.0399960110159e-05	0.157	1.40977909418147
BTG2	1.84727996492378e-09	0.484026022539215	0.864	0.698	5.42767799293904e-05	0.166	1.39864131043321
MT-ND5	5.04796848789165e-24	0.483429548306145	0.997	0.993	1.48319410111232e-19	0.004	1.39806316949256
IER5L	4.15707134549398e-10	0.480277017289676	0.513	0.304	1.22143070273304e-05	0.209	1.39501150202992
C11orf96	1.54286613407676e-14	0.470417999985376	0.992	0.968	4.53324927514433e-10	0.024	1.3855108416542
HES1	1.74585424525492e-07	0.469274280808782	0.652	0.48	0.00512966894340799	0.172	1.3844128914168
SOCS3	6.01877759019937e-08	0.457599183472318	0.7	0.517	0.00176843723155238	0.183	1.37325465616277
RASD1	1.17361227290409e-08	0.451573111505159	0.266	0.117	0.000344830758024679	0.149	1.36753059643512
RHOB	4.21257392232082e-14	0.448735147115806	0.904	0.706	1.2377384698563e-09	0.198	1.36484313421141
C2orf40	9.60752630516846e-11	0.433498889035958	0.609	0.393	2.8228833789846e-06	0.216	1.35050491374999
MYADM	1.69826125859279e-09	0.431409090542669	0.756	0.562	4.98983122999733e-05	0.194	1.34855007232576
SEPT2	2.65046356355775e-08	0.426767238906384	0.394	0.219	0.000778759204244538	0.175	1.34421810360532
FABP4	3.73591621156172e-08	0.408637880822995	0.139	0.037	0.00109768690128107	0.102	1.32743192864516
FAM129A	3.19826772799281e-12	0.398818601520776	0.527	0.304	9.39715023838846e-08	0.223	1.3184278304335
SLC2A3	1.68945974823373e-06	0.397178066759516	0.28	0.146	0.0496397063226035	0.134	1.31692945598558
ZFP36L1	4.71040380167018e-10	0.395990809464073	0.884	0.715	1.38401084500673e-05	0.169	1.31584614254385
CNN1	1.27692822904062e-07	0.389753931009857	0.751	0.582	0.00375187052256714	0.169	1.31016991956308
TMEM47	7.50148723008595e-07	0.376419343668071	0.635	0.463	0.0220408697794385	0.172	1.29811603144569
MT-ND4	1.85693781563733e-16	0.359295612614193	1	0.996	5.45605468990559e-12	0.004	1.28279942534963
SYTL2	1.92369278010179e-09	0.358968417016949	0.411	0.228	5.65219412649509e-05	0.183	1.2825085262199
ACKR3	1.61718246886803e-06	0.339234044668697	0.456	0.298	0.0475160553002804	0.158	1.26508475712151
CCDC3	4.68322139620369e-09	0.332586341633131	0.776	0.587	0.000137602411063257	0.189	1.25926886289044
