	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	perDiff	FC
PTGDS	1.67635489553931e-309	-1.22898860836758	0.62	0.915	4.92546595407359e-305	-0.295	-2.34402605866362
MICOS10	9.07748128724789e-208	-1.16452504380215	0.471	0.704	2.66714555181918e-203	-0.233	-2.24159406918773
NEAT1	0	-1.09669832302289	0.778	0.98	0	-0.202	-2.13864692393883
SOD2	2.02548576827196e-158	-1.08172983068627	0.543	0.735	5.95128228433667e-154	-0.192	-2.11657238826591
MEG8	3.3089520745252e-105	-0.981135775813375	0.232	0.455	9.72236298536993e-101	-0.223	-1.97401886312137
CCN2	4.04658626400529e-96	-0.855522095309338	0.101	0.276	1.18896797609003e-91	-0.175	-1.80941344327837
MT2A	3.16560237759911e-57	-0.843997268434647	0.255	0.387	9.30117290586169e-53	-0.132	-1.79501670268828
CCN1	3.93392818068448e-70	-0.782971253362188	0.378	0.517	1.15586677804871e-65	-0.139	-1.72067097539204
RPS26	5.84890450086803e-198	-0.775407379955904	0.793	0.894	1.71852512044505e-193	-0.101	-1.7116733156306
CCL2	8.75049279217335e-78	-0.754234287432081	0.163	0.358	2.57106979219637e-73	-0.195	-1.68673611690668
SLC3A2	1.75845111628186e-125	-0.718135500802128	0.414	0.602	5.16668106985936e-121	-0.188	-1.64505463698926
EIF4A1	4.60375951268429e-185	-0.714228760971351	0.634	0.887	1.3526766200169e-180	-0.253	-1.64060594448797
ARL6IP1	8.04925531117793e-133	-0.714109571783207	0.488	0.691	2.3650321955303e-128	-0.203	-1.64047041036064
KCNQ1OT1	4.97136662117173e-142	-0.690666517721596	0.595	0.83	1.46068694063268e-137	-0.235	-1.61402901936453
HSPA6	1.31350268789243e-30	-0.65514006512533	0.062	0.14	3.85933359756555e-26	-0.078	-1.57476883332513
CCN5	3.33829941281928e-72	-0.638406380654094	0.115	0.22	9.80859133474561e-68	-0.105	-1.55660875941556
CEBPD	3.14039084112e-170	-0.632820754202405	0.813	0.969	9.22709636937879e-166	-0.156	-1.55059374919123
SEPTIN7	6.75350584347477e-112	-0.630084947486757	0.488	0.679	1.98431508692976e-107	-0.191	-1.54765611857121
KDM6B	5.46321457047811e-107	-0.62729777661092	0.37	0.554	1.60520170509788e-102	-0.184	-1.54466905763844
RNASEK	2.77393532213578e-104	-0.597253436971714	0.455	0.623	8.15037676349935e-100	-0.168	-1.51283373211662
SLC25A44	8.95289512990227e-93	-0.595917547487773	0.119	0.301	2.63053964706788e-88	-0.182	-1.51143354481137
TAGLN2	1.00298203411249e-97	-0.59586760515983	0.356	0.519	2.94696181262932e-93	-0.163	-1.51138122384187
