	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
RPL17	2.47505639346444e-34	-0.921284478812552	0.686	0.914	7.27221069527721e-30
EEF1G	3.45541453720285e-24	-0.72095175144411	0.403	0.745	1.01526989932094e-19
SEPT7	6.1367248101588e-23	1.3200682153339	0.37	0.095	1.80309248372086e-18
MIF	1.15756439648797e-19	-0.771858762533583	0.397	0.704	3.40115570976096e-15
IGKC	2.54785044845012e-18	0.817621229405478	0.195	0.021	7.48609418763613e-14
IL7R	9.36846206104535e-18	0.637070941570359	0.937	0.907	2.75264152277634e-13
RPL36A	1.99852245951057e-15	-0.474402206189689	0.785	0.94	5.87205869053396e-11
SNHG29	1.15479001991852e-14	-0.857634339517163	0.273	0.516	3.39300403652459e-10
SEPTIN7	1.23855770857751e-14	-0.834477315350827	0.294	0.537	3.63913025934243e-10
SEPT6	5.31909723487195e-14	0.941777908758907	0.276	0.08	1.56285714955008e-09
HLA-A	2.22455288750855e-13	-0.440597111166134	0.929	0.969	6.53618129407761e-09
TLE5	1.19396093617007e-12	-0.757679661058222	0.253	0.432	3.50809602265489e-08
IGHA1	1.73758211545063e-12	0.598951099420151	0.132	0.016	5.10536377161704e-08
CRISP3	8.62314563301028e-12	-0.597608804345767	0.005	0.105	2.53365264989108e-07
RARRES3	1.1802534129137e-11	0.660661762380393	0.251	0.078	3.46782057782303e-07
RPL28	1.43415306603476e-11	-0.287372151191371	0.942	0.996	4.21382853862333e-07
PTPRC	2.82912099358867e-11	0.45507531556461	0.944	0.891	8.31252330336222e-07
LAIR2	6.60967119204578e-11	-0.687152641457143	0.01	0.101	1.94205358964689e-06
MT-CO2	6.65425540835645e-11	-0.326155158313068	0.947	0.986	1.95515332408329e-06
XCL1	7.43279332901082e-11	-1.03795439890161	0.035	0.173	2.18390333592996e-06
SEPTIN6	8.47434447171931e-11	-0.737689433020952	0.243	0.428	2.48993189268057e-06
AES	9.50525583579818e-11	0.74243846765838	0.246	0.08	2.79283426967422e-06
CRIP1	1.51283629578591e-10	-0.849086677121771	0.471	0.658	4.44501560427815e-06
LGALS3	2.45559512099319e-10	0.713210045052727	0.461	0.255	7.21502958450219e-06
IL32	7.21252458944962e-10	-0.380509455961683	0.805	0.78	2.11918397487209e-05
KIAA1551	7.91911804737913e-10	0.846978629529434	0.218	0.074	2.32679526468094e-05
GAS5	1.00412064908178e-09	-0.302019826294795	0.284	0.479	2.9503072911321e-05
DUSP1	1.1433825477921e-09	0.692898038588215	0.777	0.71	3.35948660192274e-05
LINC01578	1.2177706781375e-09	-0.656735694507844	0.261	0.447	3.5780538065036e-05
LTB	1.47199886164116e-09	-0.684694012037938	0.714	0.833	4.32502705527405e-05
MT-RNR2	2.93146300501859e-09	2.77834759597816	0.111	0.025	8.61322460134563e-05
FOS	3.64448268282017e-09	0.887149920078288	0.818	0.776	0.000107082190186622
ATP6V0C	4.09462419230335e-09	-0.620792875742717	0.17	0.331	0.000120308248018257
SNHG5	9.16862179935751e-09	-0.533581818856763	0.266	0.444	0.000269392445708722
TNFRSF18	1.48355882136487e-08	-0.721844074956682	0.127	0.241	0.000435899252893427
GZMK	1.61537962651002e-08	-0.909465661669575	0.023	0.126	0.000474630841861175
C17orf49	2.9897101592615e-08	-0.577038997042179	0.104	0.239	0.000878436638994215
AAED1	6.97731766764481e-08	0.514457041530106	0.109	0.025	0.0020500754771074
FAM96B	9.36666842760754e-08	0.50890275944519	0.122	0.029	0.00275211451739965
NME2	1.63306266349256e-07	-0.566645400083131	0.203	0.35	0.00479826471787384
JUN	1.68416721540662e-07	0.841286488705994	0.678	0.572	0.00494842011230773
SEPT9	1.8672443956586e-07	0.5971180814946	0.157	0.049	0.00548633748332411
