	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	perDiff	FC
MT-RNR2	1.39470094372484e-19	3.02037303611875	0.114	0.021	4.09791031285232e-15	0.093	8.11377353688252
IGLC2	3.52586153548904e-28	1.53665917874421	0.126	0.009	1.03596863635739e-23	0.117	2.90121895279205
KIAA1551	8.95627883630974e-22	1.07645366086784	0.227	0.069	2.63153384768453e-17	0.158	2.10884587682709
RARRES3	2.78384093578072e-27	1.03620376333302	0.276	0.084	8.17948143751092e-23	0.192	2.05082410957718
SEPT7	1.79940715610803e-29	0.992240045603172	0.323	0.107	5.28701810607662e-25	0.216	1.98927129856222
SEPT6	9.31667445148829e-19	0.901548576365242	0.196	0.058	2.73742528733629e-14	0.138	1.86807007753882
RASGEF1B	2.34432770350789e-15	0.898981068006195	0.326	0.166	6.88810365844687e-11	0.16	1.86474850225602
IL7R	1.44976366108939e-09	0.72844445088005	0.395	0.261	4.25969558901285e-05	0.134	1.65685167013964
FAM129A	1.01427034263847e-09	0.63501567921469	0.132	0.048	2.98012912074036e-05	0.084	1.55295462742662
KLRC1	1.80623347804336e-07	0.617884794741394	0.157	0.074	0.005307075205187	0.083	1.53462354497207
JUN	2.53819415268547e-07	0.615139775408808	0.63	0.552	0.00745772205942046	0.078	1.53170638917289
KLF6	9.52636839926419e-09	0.535885745398919	0.714	0.597	0.00027990375630718	0.117	1.44983200851709
LGALS3	7.9458126666881e-12	0.525184735640658	0.33	0.185	2.3346386777263e-07	0.145	1.43911784579749
TOB1	3.51928624601343e-07	0.509190194553863	0.288	0.18	0.0103403668480367	0.108	1.42325108006886
SAMSN1	2.70865710415004e-11	0.506500612119821	0.589	0.427	7.95857630341366e-07	0.162	1.42060021829107
AES	4.03342314487028e-12	0.505694051408342	0.164	0.06	1.18510038842579e-07	0.104	1.41980623199361
FAM96B	2.9741528761417e-10	0.489483936346526	0.117	0.037	8.73865598067954e-06	0.08	1.40394258431934
ANKRD28	5.31602585735483e-08	0.46630016262797	0.254	0.146	0.001561954717408	0.108	1.38156186169312
IGKC	1.11500777708225e-46	0.455251865472957	0.223	0.021	3.27611585062306e-42	0.202	1.3710221369165
PTP4A1	5.20146054277774e-10	0.427600703876663	0.117	0.038	1.52829313667896e-05	0.079	1.34499490144251
TRGC2	1.45972076835286e-10	0.402139727896003	0.276	0.154	4.28895156157437e-06	0.122	1.32146638611926
CTSS	2.17681126714898e-07	0.352685577879571	0.283	0.178	0.00639590686513715	0.105	1.27693543252939
MGAT4A	1.15252757188869e-06	0.341743659398503	0.226	0.133	0.0338635651172335	0.093	1.26728732817912
HIST1H1E	2.90377040020543e-08	0.340695158147445	0.218	0.117	0.000853185818988358	0.101	1.26636664183686
PTPRC	2.0412215581387e-11	0.330863618399784	0.936	0.891	5.99751718212313e-07	0.045	1.25776606641796
AC058791.1	1.22730989981887e-07	0.316868188242108	0.356	0.244	0.00360608194764781	0.112	1.24562360403412
CD3E	2.33913833394876e-07	0.306011004596325	0.488	0.36	0.00687285625280824	0.128	1.23628469102343
CD3D	7.06920887366739e-07	0.282798691757094	0.662	0.538	0.0207707495126095	0.124	1.21655259361427
ZNF683	4.13895301651007e-07	0.281078639707167	0.16	0.082	0.0121610717531099	0.078	1.21510302401854
PDE4D	5.26703830265722e-10	0.280831141288842	0.279	0.168	1.54756119408674e-05	0.111	1.21489458753443
CCL5	3.33200688430705e-10	0.263055660928472	0.903	0.92	9.79010262747099e-06	-0.017	1.20001767962097
ZBTB20	1.60957870241965e-07	0.257151849851708	0.225	0.135	0.00472926414344941	0.09	1.19511698943504
RPS6	4.51684951690195e-08	0.25195127636762	0.939	0.927	0.00132714072505613	0.0119999999999999	1.19081663165442
