	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	perDiff	FC
MFAP5	2.55542505933385e-82	2.33743634242965	0.934	0.33	7.50834990933471e-78	0.604	5.05403740745823
S100A10	6.94354892261543e-79	1.32303083032707	0.963	0.935	2.04015354444287e-74	0.0279999999999999	2.50191162539231
MARCKS	2.77367997935568e-69	1.72099009289614	0.928	0.38	8.14962651534285e-65	0.548	3.29662570153916
GPX3	1.83033545470565e-66	1.54555253680026	0.851	0.234	5.37789163301613e-62	0.617	2.91915848095233
SCARA5	2.90012753213159e-61	1.42105619650386	0.886	0.324	8.52115471490905e-57	0.562	2.67781481936845
CFD	2.41067407639297e-59	1.27767841099792	0.96	0.66	7.08304257125782e-55	0.3	2.42448513951466
PCOLCE2	9.16350174777955e-57	1.62033047152699	0.771	0.202	2.69242008353259e-52	0.569	3.07445453310191
SFRP2	1.61367181029761e-56	1.33527780298147	0.856	0.277	4.74129051301645e-52	0.579	2.52324064194938
THSD4	5.70879852435806e-54	-1.72866517159113	0.109	0.617	1.67735918242689e-49	-0.508	-3.31421034896031
FBN1	1.46489225251768e-52	1.37391321127623	0.947	0.891	4.30414641634745e-48	0.0559999999999999	2.59172601478418
SLPI	4.02812708905067e-52	1.80681141497713	0.894	0.421	1.18354430130487e-47	0.473	3.4986816919374
MFAP4	5.51309822536687e-52	1.4044410468998	0.926	0.648	1.61985852057729e-47	0.278	2.6471520180712
PLAC9	1.24731677569091e-51	1.12449147518557	0.957	0.879	3.66486615033505e-47	0.078	2.1802468309296
CST3	2.55770658465486e-50	0.804445851872858	0.963	0.947	7.5150534870329e-46	0.016	1.74647483114991
SFRP4	7.22881290480799e-50	-1.82981213188641	0.854	0.928	2.12396980769068e-45	-0.0740000000000001	-3.55490777353358
POSTN	1.79965544743653e-49	-2.17869174311729	0.152	0.657	5.28774763565802e-45	-0.505	-4.52742814133783
RAMP1	4.10822940923617e-48	-1.58349802538069	0.141	0.62	1.20707996502177e-43	-0.479	-2.99695625425016
C17orf58	2.21192644324549e-45	1.48804981031525	0.761	0.249	6.4990822755439e-41	0.512	2.80509534799713
NEGR1	6.96988845263482e-43	0.880030436468976	0.777	0.262	2.04789262515316e-38	0.515	1.84041412796991
PROCR	1.57900913569593e-42	1.06055293222924	0.731	0.218	4.63944464250177e-38	0.513	2.08573075280706
RBP1	2.86187572952791e-41	-1.08403856275361	0.694	0.838	8.4087632684989e-37	-0.144	-2.11996223191526
HLA-DRB1	2.91482310169566e-41	1.06158047460688	0.707	0.202	8.56433323740219e-37	0.505	2.08721681887328
GSN	4.01557288361172e-39	0.769268436212771	0.976	0.975	1.17985562466279e-34	0.001	1.704405292189
RPS26	1.73705800420376e-38	-0.994475613192449	0.891	0.907	5.1038238279515e-34	-0.016	-1.99235621789547
TPM2	2.23501078419758e-38	-1.19967010755029	0.372	0.717	6.56690868612932e-34	-0.345	-2.29687143808129
SERPING1	2.83905078237155e-38	0.70275268366659	0.96	0.891	8.3416990087641e-34	0.069	1.62760733100203
CFH	3.21831962918011e-38	0.859774255469582	0.723	0.237	9.45606673445701e-34	0.486	1.814754326213
TGM2	4.95088861244417e-38	-1.42146067268529	0.106	0.526	1.45467009210835e-33	-0.42	-2.67856568086567
FBLN2	6.53094308041181e-38	0.89974121046864	0.824	0.364	1.9189216958866e-33	0.46	1.86573127960726
APOE	1.32322529936868e-37	-1.8511730957158	0.024	0.383	3.88790057460506e-33	-0.359	-3.60793437043994
NTM	2.08151103872243e-37	0.976617027563494	0.566	0.112	6.11589573397426e-33	0.454	1.96784559778566
C12orf75	3.40824981150491e-37	1.01358054090542	0.59	0.134	1.00141195961637e-32	0.456	2.01891551644676
SEMA3C	4.18464399029993e-37	1.17101140090903	0.949	0.819	1.22953209722993e-32	0.13	2.25169496624059
FN1	1.30868027346341e-36	0.930096779969084	0.771	0.296	3.84516437949018e-32	0.475	1.90540381155247
TNXB	1.24966510258546e-35	0.883625628385627	0.918	0.76	3.6717660044166e-31	0.158	1.8450061539958
NR2F2	6.5178873654263e-35	-0.890028730661622	0.63	0.804	1.91508566570956e-30	-0.174	-1.85321302936701
EBF2	3.15335624323976e-34	0.890106985954535	0.455	0.059	9.26519131388706e-30	0.396	1.85331355488185
C3	3.26937458376054e-34	0.866692332859564	0.899	0.511	9.60607640200522e-30	0.388	1.82347741731031
CLEC3B	4.27251247413193e-34	1.02071675244405	0.729	0.271	1.25534961514944e-29	0.458	2.02892671031975
CHRDL1	4.67159322552162e-34	0.889856062961915	0.904	0.57	1.37260752152276e-29	0.334	1.85299124245178
IGKC	8.1399959433281e-34	0.682222830679581	0.407	0.037	2.39169360806866e-29	0.37	1.60461015275634
VEGFD	5.37494975986515e-33	1.09769250076754	0.431	0.053	1.57926773844358e-28	0.378	2.14012119804129
S100A4	1.37622589011329e-32	0.79119509858341	0.965	0.91	4.04362691033088e-28	0.0549999999999999	1.73050738537907
SFRP1	7.05282921583029e-32	-1.40386539463795	0.468	0.748	2.07226228019526e-27	-0.28	-2.64609598403139
MT2A	8.92122097749723e-32	2.01810621439547	0.761	0.38	2.62123314760823e-27	0.381	4.0505174264644
SH3BGRL3	1.07723651632931e-31	1.12859466826362	0.878	0.601	3.16513633227879e-27	0.277	2.1864565337546
IL18	1.3007297642967e-31	0.598541018917685	0.394	0.047	3.82180419345657e-27	0.347	1.51418451439394
PRSS23	1.29033021517228e-30	1.11995672344994	0.819	0.455	3.79124823821919e-26	0.364	2.17340452841807
KCNAB1	2.11667787000392e-30	0.756724972118201	0.348	0.025	6.21922291764553e-26	0.323	1.68965063190904
APOD	4.01796183190531e-30	0.881299929952335	0.88	0.526	1.18055754545042e-25	0.354	1.84203430543461
CD34	6.96729026010065e-30	0.763929526853466	0.928	0.732	2.04712922422277e-25	0.196	1.6981095411665
CACNA1D	2.04696214056633e-29	-0.914677261799153	0.069	0.414	6.014384161412e-25	-0.345	-1.88514730764493
COLEC12	2.89261956500613e-29	0.741277361995604	0.694	0.268	8.49909480590103e-25	0.426	1.6716552671665
GPX4	4.69021074458036e-29	0.791803480691436	0.92	0.695	1.3780777209726e-24	0.225	1.73123729136509
