	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
SFRP2	2.73215202430728e-226	1.58968496166483	0.669	0.192	8.02760907781965e-222
APOD	8.51696402682744e-213	1.27362064384399	0.839	0.432	2.50245437036244e-208
GSN	2.32787176863364e-205	1.11648537531349	0.914	0.858	6.83975283059936e-201
MGP	1.59549693552988e-203	1.27860397938423	0.936	0.91	4.68788909597388e-199
DCN	1.21121294827676e-165	0.664435493786512	1	0.997	3.55878588462676e-161
MARCKS	3.69755204325976e-160	1.01567521543069	0.645	0.238	1.08641474135058e-155
RSPO3	1.26969576872529e-140	0.848865540411519	0.488	0.14	3.73062010766865e-136
CST3	1.2972779334632e-134	0.672224602801522	0.893	0.844	3.81166202410159e-130
POSTN	1.62129276646314e-124	-1.48317666039051	0.08	0.377	4.76368240642199e-120
FGL2	6.26486334284049e-123	0.706960710036681	0.346	0.069	1.84074214739339e-118
SFRP4	1.16722290089181e-121	-1.36884347114739	0.558	0.757	3.42953432740033e-117
CFH	1.85351506603647e-121	0.74488317535178	0.548	0.206	5.44599796702835e-117
S100A10	1.91239503847619e-113	1.12139638090155	0.78	0.518	5.61899910205073e-109
C3	2.23989441037542e-111	0.707447126154391	0.807	0.487	6.58125775656506e-107
GPX3	2.59456317024414e-111	0.880188580441878	0.469	0.154	7.62334550681133e-107
FN1	2.19275538039838e-109	0.520838381482278	0.459	0.165	6.44275385868653e-105
ACTA2	4.69238865508885e-109	-1.28682939718878	0.293	0.467	1.3787176346382e-104
MGST1	1.03581722651909e-107	0.716258603186181	0.546	0.219	3.04343817495839e-103
IGKC	9.920225132102e-106	0.540292009903685	0.233	0.025	2.91476054831421e-101
RPS26	2.48787599673493e-105	-0.643328060391381	0.788	0.773	7.30987725360656e-101
TGM2	3.26598698589954e-105	-1.0435316619877	0.214	0.45	9.59612296197004e-101
TPM1	3.30628673646798e-98	-0.839884617410815	0.498	0.628	9.71453168909023e-94
NEGR1	2.88829182360932e-97	0.793140615938592	0.43	0.144	8.4863790361289e-93
CFD	5.55741679037004e-96	1.43259248146028	0.572	0.374	1.63288020134652e-91
DPT	1.90758448626409e-86	0.813838642554545	0.871	0.712	5.60486473754115e-82
ITM2A	4.33965501148224e-85	0.733363312301377	0.649	0.354	1.27507743547371e-80
PID1	9.49388774524362e-85	0.657801014220575	0.582	0.286	2.78949409730748e-80
THSD4	1.4056723878318e-81	-0.91719749967179	0.092	0.309	4.13014660992738e-77
KCNN3	2.91868341148945e-80	0.374617016967527	0.409	0.165	8.57567559963829e-76
TAGLN	3.54378552726245e-79	-1.00436505007146	0.317	0.458	1.04123506362025e-74
TENT5A	3.62260088501516e-79	0.620915746223284	0.444	0.18	1.06439259203515e-74
SERPING1	5.04551890239848e-79	0.578565059036541	0.892	0.762	1.48247436390272e-74
HTRA1	1.48206300735752e-78	0.536115207887225	0.56	0.277	4.35459752821786e-74
DNER	7.30616483438461e-78	0.431706681591148	0.217	0.04	2.14669735163889e-73
COLEC12	7.5330724677117e-77	0.400374998966519	0.552	0.287	2.21336735246305e-72
ANXA1	5.73208910727313e-76	0.579042493853204	0.795	0.531	1.68420242149899e-71
PDK4	5.58187117787506e-75	0.849597498450082	0.629	0.35	1.64006538948325e-70
C1QTNF3	1.09991796030088e-74	0.399090178691425	0.3	0.095	3.23177895095603e-70
CPXM2	1.58447514832704e-73	0.344179567009515	0.251	0.071	4.6555048808145e-69
RBP1	1.09311317289031e-72	-0.507488135244178	0.655	0.667	3.21178512458632e-68
PCOLCE2	1.59160782044902e-72	0.504637745056044	0.183	0.024	4.6764620980433e-68
CD9	3.41076913486816e-72	0.499873963422354	0.497	0.236	1.00215218720696e-67
IGLC2	7.48752399162063e-72	0.277085671419656	0.122	0.006	2.19998429921797e-67
VIM	1.87192922884071e-71	0.360326103545447	0.967	0.976	5.50010246017978e-67
CPVL	8.09575052126417e-70	0.503792154153383	0.301	0.093	2.37869341815784e-65
FAIM2	1.7914838830735e-68	0.405428225375012	0.256	0.07	5.26373794524654e-64
RHOBTB3	3.31157750253985e-68	0.520754673962358	0.67	0.401	9.7300770179626e-64
TSHZ2	3.36864674597881e-68	0.556229298000516	0.516	0.261	9.89775786903494e-64
SCARA5	9.97640637921471e-68	0.726947900325204	0.286	0.083	2.93126772234087e-63
RERG	1.24376825046434e-67	0.561510999944242	0.395	0.16	3.65443987351434e-63
DHRS3	3.63273506120765e-67	0.476724964869759	0.576	0.315	1.06737021568403e-62
MYL9	1.05851546587625e-66	-0.539245315072638	0.437	0.473	3.11013014183759e-62
TIMP1	1.19522519332393e-66	0.591474786015254	0.856	0.762	3.51181066302436e-62
EDNRB	1.71964530482446e-66	0.353497351550375	0.244	0.07	5.05266183463522e-62
HLA-DRB1	1.31975425871792e-65	0.64727667163013	0.286	0.086	3.877701962965e-61
MFAP5	1.59940399248445e-65	1.20674060962157	0.211	0.043	4.6993688107178e-61
CLU	1.02297212490204e-64	0.61518588364715	0.79	0.562	3.00569669738718e-60
CDON	6.62679360705882e-63	0.31448622559875	0.329	0.133	1.94708449762602e-58
RGS2	5.4375495870222e-62	0.606592980118352	0.717	0.467	1.59766081965886e-57
FKBP5	7.15808260363546e-62	0.648147502806236	0.317	0.114	2.10318783060017e-57
IGHA1	4.56105193217956e-61	0.305689325229061	0.139	0.015	1.340128278713e-56
RND3	7.17119747473788e-61	0.497366265699087	0.497	0.258	2.10704124202748e-56
HLA-DRB5	8.01863378287688e-61	0.375013139137535	0.128	0.012	2.35603497808488e-56
PTN	1.78658733422127e-60	0.784463093019655	0.384	0.16	5.24935090540893e-56
SDC2	1.5256072792941e-59	0.465636388278102	0.46	0.226	4.48253930802193e-55
FILIP1	1.61143941290315e-59	0.360510855560148	0.189	0.042	4.73473128299205e-55
FBLN5	1.78054222013322e-57	0.404167502022668	0.649	0.404	5.23158915119544e-53
PDE5A	2.05507586600629e-57	-0.692527619861971	0.067	0.236	6.03822390949967e-53
CACNA1D	2.42743717312971e-56	-0.647473865613176	0.048	0.201	7.13229590208971e-52
PLP2	7.76193455912044e-56	0.390022637926823	0.39	0.178	2.28061161216077e-51
LGALS3	1.56031566956725e-55	0.523635097208835	0.867	0.798	4.5845195003225e-51
TSC22D3	3.49155924063388e-55	0.694194103482006	0.629	0.396	1.02588993608305e-50
SVEP1	7.12168258952718e-55	0.303700672273885	0.386	0.184	2.09249277845487e-50
TC2N	2.58044026116819e-54	0.320172232082304	0.238	0.086	7.58184957536436e-50
FIBIN	3.19043668431229e-54	0.429307695223477	0.445	0.227	9.37414106584638e-50
CD44	4.03864312105225e-54	0.321787033994638	0.334	0.151	1.18663412182757e-49
LINC01578	4.76375150957342e-54	-0.452436749174454	0.342	0.36	1.39968546854286e-49
RO60	5.02875895711877e-54	-0.298029993934959	0.267	0.247	1.47754995678064e-49
MATN2	1.28585106096142e-53	0.31368295052787	0.363	0.168	3.77808758731683e-49
ARHGDIB	1.3474391581415e-53	0.333256010238955	0.243	0.081	3.95904573445135e-49
ANG	1.70983645039174e-53	0.323856940251408	0.374	0.174	5.02384145854101e-49
SGCE	6.71979754057588e-53	0.288559251532904	0.561	0.341	1.97441091337201e-48
SEPTIN2	1.23767135407354e-52	-0.392387833787587	0.365	0.372	3.63652597253889e-48
MICOS10	1.76440915452701e-52	-0.350639634961303	0.376	0.351	5.18418697783127e-48
TPM2	2.33009466018724e-52	-0.492624667245021	0.55	0.617	6.84628413056215e-48
RGCC	8.02875397485287e-52	0.66100729741583	0.204	0.052	2.35900849289127e-47
PLAC9	1.85425234096121e-51	0.70357456041098	0.716	0.535	5.44816422821223e-47
ASPH	2.91328618955883e-51	0.363670257461199	0.52	0.302	8.55981748216174e-47
TJP1	3.94374773005256e-51	-0.528650646110104	0.24	0.356	1.15875195804404e-46
NAV1	4.68855600474263e-51	0.317422266458735	0.318	0.139	1.37759152531348e-46
NR2F2	8.04795504356409e-51	-0.493936816400372	0.599	0.65	2.3646501509e-46
CLEC2B	3.36010313298215e-50	0.282844707818969	0.427	0.228	9.87265502532816e-46
MZT2A	5.69964225028989e-50	-0.394271812470576	0.503	0.523	1.67466888598017e-45
C16orf89	5.95905994927054e-50	0.414101229968559	0.3	0.118	1.75089099429467e-45
THBS2	6.05692066019572e-50	0.258646215475491	0.357	0.176	1.77964442837871e-45
COL12A1	4.72838547271793e-49	0.359243039698429	0.428	0.224	1.38929421959398e-44
FBLN2	5.11402917876902e-49	0.468185356616112	0.202	0.055	1.50260405330591e-44
SLPI	3.10221670002454e-47	1.08536794152414	0.317	0.15	9.11493310801211e-43
SARAF	3.17260897071306e-47	-0.260795658515297	0.556	0.511	9.32175967774913e-43
LINC01697	6.83642402402415e-47	0.419481198762557	0.263	0.1	2.00867810673878e-42
LAMC1	2.66699711877208e-46	0.352991184785296	0.422	0.227	7.83617093437614e-42
PEG3	7.59789211960279e-46	-0.652692825886398	0.245	0.375	2.23241266258169e-41
GASK1B	2.1124605898215e-45	-0.579452401364143	0.166	0.225	6.20683170501352e-41
PDGFRL	2.64467847822453e-45	0.395738536525751	0.666	0.447	7.77059430471931e-41
SELENOK	7.36093089016027e-45	-0.275396660584342	0.561	0.494	2.16278871414689e-40
CXCL12	9.23307939596016e-45	0.449119251698619	0.567	0.351	2.71286338812101e-40
BCL2	9.25736437352214e-45	-0.574120466078806	0.229	0.333	2.71999880022828e-40
CXCL14	2.43611746659469e-44	0.992943123744279	0.302	0.126	7.15780034034852e-40
PRELP	2.95662232431744e-44	0.411595459773074	0.48	0.273	8.6871477133095e-40
CBLN4	4.190011844529e-44	0.296490169627755	0.311	0.144	1.23110928015951e-39
TNFSF13B	5.77872962295822e-44	0.380469695718433	0.359	0.174	1.69790633781758e-39
PTGER3	6.87084584626247e-44	0.335599494655746	0.199	0.061	2.01879192654884e-39
FXYD5	9.07411244821324e-44	0.250086177790768	0.277	0.123	2.66615571953401e-39
CILP	2.68130540006967e-43	0.381412354626721	0.16	0.04	7.8782115264847e-39
CPQ	4.05463733683315e-43	0.380103563704028	0.598	0.386	1.19133354230831e-38
MAF	4.33045736547882e-43	0.378840586924208	0.46	0.262	1.27237498312499e-38
WNT11	1.53550801459594e-42	0.290577773141247	0.155	0.039	4.51162964848579e-38
PLXDC1	2.44379915658426e-42	0.330238499860745	0.253	0.1	7.18037068187587e-38
FBLN1	3.84318687110826e-42	0.295590297143997	0.918	0.931	1.12920516646903e-37
PAM	5.04576891622452e-42	0.32491872135831	0.311	0.144	1.48254782296509e-37
ATP1A1	6.76758921818933e-42	0.37011463187308	0.424	0.237	1.98845306408839e-37
TIMP3	7.17195011640912e-42	0.478787422459025	0.873	0.765	2.10726238320333e-37
ZFHX4	1.03313911937457e-41	0.315899968203865	0.259	0.107	3.03556936054638e-37
FOXL2	1.32140972536355e-41	-0.438878128509706	0.054	0.166	3.88256605506319e-37
ADH1B	1.81390300809082e-41	0.394887830539634	0.887	0.775	5.32960981837245e-37
FOXP1	2.15010967762425e-41	-0.425717586656046	0.379	0.422	6.31745225479558e-37
HPGD	3.18653268991375e-41	0.297251042547289	0.207	0.076	9.36267034950459e-37
MYOC	3.44123569636694e-41	0.590710456052446	0.196	0.06	1.01110387230653e-36
HLA-DRA	4.78351290979688e-41	0.304706088018649	0.286	0.125	1.40549176315652e-36
REXO2	6.39364580624713e-41	0.355710434840282	0.524	0.321	1.87858101079153e-36
IGFBP6	6.63979885177466e-41	0.695770734502218	0.887	0.811	1.95090569862843e-36
S100A11	1.41243300192432e-40	0.531045559402122	0.704	0.514	4.15001064625404e-36
DSE	2.73171092436051e-40	0.299062316904533	0.289	0.132	8.02631303795604e-36
NFIB	2.84587567942264e-40	0.342729191553155	0.783	0.592	8.36175192127959e-36
PGRMC1	4.17735917433573e-40	-0.251025680838694	0.573	0.531	1.22739167260332e-35
GPNMB	6.17861012669391e-40	0.409680730933758	0.669	0.465	1.81539922742521e-35
MDK	6.41751670097618e-40	-0.495986129111381	0.487	0.56	1.88559475708082e-35
GRN	6.57601799266555e-40	0.25116664536614	0.313	0.155	1.93216560660499e-35
MT2A	1.14624619840986e-39	1.30128669970322	0.464	0.282	3.36790058016785e-35
CD74	1.20370736324216e-39	0.381753764294559	0.46	0.266	3.53673297467813e-35
SH3BGRL3	1.2725609654684e-39	0.514767897505537	0.395	0.208	3.73903862873926e-35
FLNA	1.99566936767244e-39	-0.355594605553243	0.318	0.319	5.86367573609518e-35
RESF1	2.33648265411269e-39	-0.448993937468001	0.141	0.209	6.86505333431392e-35
HLA-C	2.60091851097013e-39	0.365072690726963	0.766	0.575	7.64201876893242e-35
ANGPTL2	3.6170989303262e-39	0.26156428741167	0.224	0.087	1.06277600770844e-34
CCND2	4.1368012587657e-39	-0.279027444299928	0.481	0.433	1.21547494585054e-34
MFGE8	4.27894034958983e-39	0.328235572967028	0.654	0.453	1.25723825351648e-34
PDE1A	5.64096726985481e-39	0.258602659401615	0.125	0.027	1.65742900322874e-34
MT-RNR2	6.32897071786431e-39	2.00041891137466	0.152	0.053	1.85957817632289e-34
PBX1	7.92711052822662e-39	-0.350243348456495	0.659	0.634	2.32914361540355e-34
NID1	8.96061483098548e-39	-0.452031986930768	0.349	0.394	2.63280784964015e-34
TSPO	9.13671045821829e-39	0.340697746004777	0.599	0.4	2.6845482668337e-34
AOX1	1.08173808491536e-38	0.316162516070601	0.269	0.118	3.17836284109832e-34
LUM	1.13169088664039e-38	0.48288417828049	0.883	0.779	3.32513416312681e-34
HLA-B	1.58134454094428e-38	0.349558847164844	0.736	0.543	4.64630653020248e-34
GTF2I	2.26868495971576e-38	-0.255495455907047	0.411	0.374	6.66585014863686e-34
ABI3BP	3.40351129472263e-38	0.322832766432495	0.608	0.417	1.0000196886154e-33
C11orf96	5.38358345574569e-38	-0.937948424144632	0.264	0.378	1.5818044909672e-33
MARCKSL1	7.58271506108768e-38	-0.332214342119859	0.41	0.413	2.22795333924878e-33
ESR1	1.21255669047574e-37	-0.460518698077424	0.273	0.394	3.56273406795583e-33
PGR	1.83280424151682e-37	-0.589327523968091	0.211	0.326	5.38514542242473e-33
WDR45B	3.16182218832883e-37	-0.403533733779799	0.258	0.246	9.29006595374775e-33
VAT1	7.28973989001318e-37	0.301745885466367	0.378	0.207	2.14187137448367e-32
ADAMTS4	8.91197287750536e-37	-0.864969596262974	0.175	0.28	2.61851587086862e-32
PTGDS	9.82368927405675e-37	-0.5517414470888	0.498	0.666	2.88639638250336e-32
RAMP1	1.45857360749818e-36	-0.53735477847328	0.345	0.447	4.28558097355116e-32
RNASE4	1.56188588522308e-36	0.468082284846868	0.613	0.426	4.58913310796245e-32
TNFAIP3	1.76756375563647e-36	-0.844705316870412	0.15	0.226	5.19345582681107e-32
LRRC17	1.78326679382692e-36	-0.514289577045236	0.26	0.352	5.23959449362225e-32
CD34	2.38980296606105e-36	0.31477247099257	0.551	0.359	7.02171907488057e-32
EPB41L2	3.5079252002607e-36	0.309505051291288	0.637	0.446	1.0306985823406e-31
ALDH2	5.25931637321839e-36	0.28844465447372	0.579	0.395	1.54529233677903e-31
NPDC1	6.24610169193418e-36	-0.28531871397269	0.295	0.29	1.8352295991241e-31
SDCBP	7.85896943450882e-36	0.30407533756458	0.564	0.378	2.30912239924738e-31
MT1X	8.16433548178195e-36	0.741883381601292	0.213	0.08	2.39884505125717e-31
TNXB	8.53550577734755e-36	0.320487052336529	0.648	0.454	2.50790230750026e-31
COL3A1	2.01889215820751e-35	-0.4581796552495	0.539	0.558	5.9319089392453e-31
NEAT1	2.06695100563549e-35	-0.588841450762972	0.849	0.888	6.07311544475819e-31
NBL1	2.18259882744283e-35	-0.317542790045533	0.674	0.668	6.41291187479253e-31
PROCR	3.771652495359e-35	0.264607249692542	0.158	0.05	1.10818693618638e-30
ADIRF	4.4165483319557e-35	0.400148514925943	0.835	0.676	1.29767023089522e-30
RHOB	7.33547788777171e-35	0.408507073281963	0.612	0.42	2.15531011298508e-30
GPX4	1.89955571010564e-34	0.39305009009997	0.625	0.434	5.58127458743239e-30
PHLDB1	2.43335018796006e-34	-0.327757081393739	0.355	0.342	7.14966952226425e-30
MYLK	3.74216642941304e-34	-0.470857974731091	0.292	0.383	1.09952334029014e-29
CYP1B1	3.75059882085409e-34	-0.481437266040596	0.577	0.668	1.10200094554335e-29
SNCG	9.38179540556501e-34	0.322217082557159	0.246	0.108	2.75655912606311e-29
ANXA2	1.04122931948303e-33	0.453711005180922	0.827	0.707	3.05933998650504e-29
BICC1	1.44789903449694e-33	0.3299430138035	0.454	0.283	4.25421694315891e-29
KANK2	2.87322778201582e-33	-0.287468821702389	0.37	0.378	8.44211786911887e-29
RPL18	3.28014773508575e-33	-0.336213688529843	0.902	0.915	9.63773007522895e-29
CTSF	4.10568488970249e-33	0.25254501285791	0.538	0.364	1.20633233429239e-28
PWWP3A	4.320489919486e-33	-0.264704205441871	0.182	0.174	1.26944634814338e-28
TMEM47	6.39750882421174e-33	-0.352581278800776	0.335	0.342	1.87971604272989e-28
MT-ATP6	9.68379936279659e-33	-0.265967015878375	0.966	0.994	2.84529392877689e-28
MIF	1.51334837563517e-32	-0.370432109700837	0.527	0.554	4.44652019729125e-28
IER5L	1.62083132052535e-32	-0.452551221907872	0.248	0.303	4.76232658596759e-28
C1orf21	1.87126016910226e-32	0.279119292620822	0.613	0.44	5.49813662885627e-28
F3	2.05270034630569e-32	-0.49589021991886	0.561	0.573	6.03124415751537e-28
CLDN11	2.25606234593509e-32	0.330938465429624	0.189	0.07	6.62876238482649e-28
C1R	3.18666338784772e-32	0.404012096056589	0.849	0.733	9.36305436617418e-28
FGF7	3.3694411336306e-32	-0.277826030493773	0.566	0.546	9.90009193883343e-28
MAP1B	3.6300711190881e-32	0.369491799220156	0.378	0.216	1.06658749621047e-27
TOX3	3.75491513000684e-32	-0.307583167630233	0.02	0.102	1.10326916349861e-27
MZT2B	6.23819157713104e-32	-0.273643084636219	0.684	0.67	1.83290544919264e-27
CERT1	1.29669556843712e-31	-0.294941710459555	0.193	0.215	3.80995091918195e-27
SEPTIN11	1.76306260781882e-31	-0.288822101753585	0.303	0.29	5.18023055429326e-27
APOE	2.28219400677597e-31	-0.717472629790619	0.029	0.118	6.70554243070917e-27
NRP1	5.11263293213181e-31	-0.464020125488584	0.332	0.39	1.50219380811897e-26
AOPEP	5.65990865897528e-31	-0.348643563293449	0.075	0.15	1.66299436218012e-26
GFPT2	6.79957574134897e-31	0.433946360092234	0.317	0.167	1.99785134432315e-26
WNT5A	7.31742928484684e-31	-0.488172956131969	0.07	0.164	2.1500070724737e-26
DCLK1	1.07141136232554e-30	0.30727950784886	0.167	0.06	3.14802086478492e-26
MT-ND3	1.58626791580942e-30	-0.30585653966821	0.958	0.992	4.66077239023124e-26
PAPPA	1.93516254074935e-30	-0.491437097179852	0.251	0.321	5.68589457722973e-26
PMP22	2.06299552468086e-30	0.29807400596527	0.731	0.56	6.06149345061731e-26
CRISPLD2	2.47721465721067e-30	-0.413690865704363	0.557	0.569	7.27855210581639e-26
OPTN	3.08387146438537e-30	0.259046641822461	0.357	0.21	9.06103113665711e-26
CCDC80	3.42593753290709e-30	0.292022485421842	0.945	0.921	1.00660896591876e-25
SNHG14	3.50695104213011e-30	-0.402989998343547	0.283	0.278	1.03041235519867e-25
ELMSAN1	3.8764608858409e-30	-0.338266441644891	0.228	0.252	1.13898173747777e-25
MALAT1	4.72097931397065e-30	-0.285678918782553	0.998	0.995	1.38711814203086e-25
MT-CO2	6.00881985428709e-30	-0.285623041057151	0.955	0.978	1.76551144958663e-25
FBXO32	6.84277617031316e-30	-0.492388019450907	0.08	0.181	2.01054449436141e-25
LEPR	9.14281127961342e-30	-0.758935643316285	0.183	0.273	2.68634081017601e-25
PSAP	9.36969699926891e-30	0.324834775351859	0.862	0.748	2.75300437232519e-25
COL4A2	9.83576577317745e-30	-0.2539396460579	0.41	0.383	2.889944699475e-25
ABCA1	4.89771506384207e-29	-0.285103946124457	0.287	0.266	1.43904664005808e-24
ACTG1	5.03567481867716e-29	-0.327091256874317	0.872	0.886	1.47958197522372e-24
CDH11	5.67535127305472e-29	-0.310082402895	0.244	0.251	1.66753171104894e-24
FAM133B	1.25748272091468e-28	-0.264453991173622	0.534	0.519	3.69473573059151e-24
AC006115.2	1.92039112421637e-28	-0.426959960768581	0.1	0.174	5.64249320117255e-24
TUG1	2.55187326719948e-28	-0.289984258464555	0.239	0.241	7.4979140336855e-24
HIST1H4C	2.9813633023719e-28	0.26448523490651	0.476	0.317	8.7598416550291e-24
CSRNP1	3.06174284802668e-28	-0.314518598825111	0.406	0.403	8.99601283607199e-24
MYH9	7.34704548629978e-28	-0.351899047541133	0.16	0.212	2.1587089047846e-23
MAN1A1	7.64792220027254e-28	0.278936653702493	0.249	0.126	2.24711250088408e-23
SLC38A2	8.02016839994146e-28	-0.283904807459878	0.639	0.604	2.3564858792708e-23
NABP1	1.49006772465609e-27	0.266847152343585	0.337	0.2	4.37811698858452e-23
KIF21A	1.85588215694234e-27	-0.422236352735087	0.141	0.262	5.45295295352798e-23
ALDH1A2	3.57419542077696e-27	-0.42641714137941	0.124	0.24	1.05017009853269e-22
PCOLCE	4.07161224559328e-27	0.309897699391198	0.619	0.452	1.19632111000022e-22
COL6A2	5.25531570830888e-27	0.344690405396495	0.81	0.723	1.54411686141532e-22
SPTBN1	6.81498899124365e-27	0.279093830357375	0.772	0.618	2.00238006540721e-22
PAWR	7.28288545137551e-27	-0.325044842056308	0.333	0.373	2.13985740332315e-22
TLE1	7.5763617825629e-27	-0.364051059606605	0.165	0.224	2.22608661895263e-22
NPC2	8.85582711073795e-27	0.298265744024189	0.727	0.566	2.60201912167702e-22
WNT4	1.80610115525876e-26	-0.296518376725752	0.029	0.105	5.30668641438128e-22
FOSL2	2.09246951905509e-26	-0.258209887940825	0.292	0.294	6.14809394088766e-22
TNNT3	2.96943059283199e-26	0.279330571604105	0.185	0.078	8.72478096785896e-22
S100A4	3.51764656204316e-26	0.55475813852113	0.747	0.707	1.03355491285952e-21
IGSF10	4.15592995530164e-26	-0.479108631756337	0.202	0.3	1.22109533946673e-21
MT-CYB	7.54501450546128e-26	-0.282993090544839	0.966	0.988	2.21687616199463e-21
ADAMTS3	8.95451070195884e-26	0.368282658620223	0.152	0.056	2.63101433444955e-21
KLF9	1.19706667137606e-25	-0.281854401421741	0.648	0.634	3.51722129383714e-21
EGR3	1.27515438956524e-25	-0.460293151252286	0.187	0.248	3.74665862742059e-21
OSR2	1.59622665904813e-25	-0.33262042038535	0.535	0.549	4.69003316961522e-21
KCTD12	4.16367670264057e-25	-0.30218315654567	0.331	0.325	1.22337148876985e-20
SYNPO2	4.37683360527591e-25	-0.398363933049077	0.225	0.298	1.28600124990217e-20
SERPINF1	5.1339345274272e-25	0.321293346143613	0.876	0.828	1.50845264284866e-20
RORA	7.97788766671458e-25	0.35191060371697	0.408	0.267	2.34406295423408e-20
RARRES1	8.34763070999032e-25	0.416124340204703	0.717	0.566	2.45270085520936e-20
AKAP12	8.75660880492313e-25	-0.253800265629923	0.755	0.716	2.57286679906252e-20
DPYD	9.14030686439223e-25	0.426043324413038	0.276	0.149	2.68560496289573e-20
KDM6B	9.35527978591018e-25	-0.329562371338795	0.287	0.294	2.74876830669613e-20
MT1E	1.21432970725686e-24	0.383011556481933	0.155	0.059	3.5679435458621e-20
TLE4	1.41981539924094e-24	-0.318772006958453	0.295	0.302	4.17170160604973e-20
LMOD1	1.80101535068914e-24	-0.391649184345303	0.158	0.26	5.29174330339482e-20
OGN	2.35847699467913e-24	-0.413647012876916	0.84	0.851	6.92967710576621e-20
RASGEF1B	3.11159801984976e-24	0.490154354662621	0.192	0.085	9.14249730192257e-20
AC005261.1	3.30800562316538e-24	-0.253108596180763	0.163	0.162	9.71958212198453e-20
PTCH1	3.73820701994125e-24	-0.424828806527716	0.056	0.132	1.09835998659914e-19
NTRK2	4.39115884025455e-24	0.257898752985694	0.113	0.034	1.29021029044359e-19
ZEB2	8.1759116957144e-24	-0.324025755919885	0.434	0.446	2.4022463744348e-19
MT1A	1.16868593210206e-23	0.734477904020832	0.129	0.044	3.43383300570227e-19
MIR22HG	2.553989855348e-23	-0.285200083016212	0.424	0.417	7.50413299298348e-19
PKDCC	2.85630206001661e-23	-0.32583895423319	0.156	0.202	8.39238671274081e-19
PCSK7	3.44039678430504e-23	-0.321058257660113	0.119	0.159	1.01085738316451e-18
NNMT	6.31928723296131e-23	0.292068732779077	0.271	0.152	1.85673297478869e-18
SLC26A3	1.59095223908072e-22	0.494257798460229	0.112	0.047	4.67453586886697e-18
DDIT4	1.78319283719373e-22	0.357312156620523	0.459	0.311	5.23937719424262e-18
COL1A2	2.19924050470295e-22	0.457585997170728	0.85	0.791	6.46180845091821e-18
PDGFRA	3.32898360477057e-22	-0.272644129097944	0.711	0.66	9.7812196275369e-18
