	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	perDiff	FC
RPL17	1.04462604559853e-23	-1.24180090310922	0.655	0.892	3.0693202471776e-19	-0.237	-2.36493560869772
CYR61	2.93373062731986e-20	2.35450867782971	0.507	0.118	8.61988732919122e-16	0.389	5.11420034371122
EEF1G	4.11591932679633e-17	-1.18407933620287	0.317	0.71	1.2093394165993e-12	-0.393	-2.27218347729116
SSFA2	3.12355923888151e-16	1.04369807711776	0.451	0.102	9.17764175568167e-12	0.349	2.06150516683709
JUNB	1.92756254760093e-15	0.94988621888796	0.937	0.847	5.66356427736104e-11	0.0900000000000001	1.93172030274662
CTGF	4.16615582392997e-15	2.16245861901786	0.38	0.075	1.2240999041871e-10	0.305	4.47677130094223
AES	7.57870214188061e-14	0.854263546855568	0.394	0.089	2.22677426332736e-09	0.305	1.80783567290267
ID1	1.27227222668237e-12	1.18616601820292	0.796	0.567	3.73819025643814e-08	0.229	2.27547229076537
SNHG29	2.01326384016244e-12	-1.17065534981435	0.232	0.556	5.91537181516527e-08	-0.324	-2.25113932591976
SEPT7	3.31746066948895e-12	1.08663526700253	0.373	0.094	9.74736293909243e-08	0.279	2.12378138419346
MINOS1	3.43981691830572e-12	0.67593376960578	0.338	0.073	1.01068700693659e-07	0.265	1.5976304881353
MIF	7.42081441349082e-12	-1.00619493250988	0.317	0.578	2.18038369097187e-07	-0.261	-2.00860646486189
DUSP1	9.02223300532223e-12	0.993505222624731	0.923	0.769	2.65091250162378e-07	0.154	1.99101656290293
MT2A	9.87764801724181e-12	-1.11180244701074	0.768	0.919	2.90225054042599e-07	-0.151	-2.16115484975615
SEPT2	5.17067867249756e-11	0.504591427160452	0.352	0.105	1.51924880755323e-06	0.247	1.41872151579166
AAED1	6.90518807087456e-11	0.68457428196297	0.296	0.059	2.02888235898436e-06	0.237	1.60722764232248
RPL36A	9.13419627565241e-11	-0.645050481892408	0.803	0.863	2.68380954971219e-06	-0.0599999999999999	-1.56379400461228
MICOS10	1.619073567121e-10	-0.944581824080099	0.141	0.363	4.75716195491494e-06	-0.222	-1.92463093671002
RPS17	3.22419427022461e-10	-0.813243516576822	0.542	0.715	9.47332760477395e-06	-0.173	-1.75715750703251
C9orf3	8.22107108242528e-10	0.57768058004122	0.246	0.043	2.4155151054382e-05	0.203	1.49244791121899
TPM4	9.22674581124291e-10	0.780878516857247	0.824	0.68	2.71100245425939e-05	0.144	1.71817682352423
NME2	1.19013270807182e-09	-0.983614404450428	0.282	0.57	3.49684792285661e-05	-0.288	-1.97741325005221
KLF2	2.56770287045114e-09	0.790166690592551	0.944	0.82	7.54442457395953e-05	0.124	1.72927425334757
HLA-DRB5	2.67893111675695e-09	0.381594056392446	0.528	0.253	7.87123540725528e-05	0.275	1.30278052313826
FILIP1	3.22522302746013e-09	0.784619505151417	0.282	0.067	9.47635029928337e-05	0.215	1.72263793281916
MT1E	3.52706531343882e-09	-1.3057849280998	0.394	0.599	0.00010363223303946	-0.205	-2.47218195018377
SEPTIN7	4.08398384478589e-09	-0.967924677929523	0.218	0.462	0.000119995613327499	-0.244	-1.95602482157962
C8orf59	5.68637317761906e-09	0.558709332243302	0.296	0.075	0.000167077016704803	0.221	1.47295089234858
HLA-B	5.69004643681202e-09	0.351908654362544	0.979	0.989	0.000167184944406411	-0.01	1.27624795939186
BTG2	5.87658635567615e-09	0.758861973800335	0.887	0.694	0.000172665860302477	0.193	1.69215529277758
