	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
MT-ND5	5.04796848789165e-24	0.483429548306145	0.997	0.993	1.48319410111232e-19
TOB1	8.98785330924257e-23	0.760572714821733	0.788	0.5	2.64081105932165e-18
RPL36A	2.06511102234664e-22	-0.536538550566647	0.907	0.951	6.0677092058589e-18
RPL39	9.31848894921668e-22	-0.376967506561177	0.997	0.987	2.73795842305884e-17
RPL17	2.00662585365314e-21	-0.892983691178741	0.751	0.837	5.89586808320366e-17
ZFP36	2.95883976096914e-21	0.841982118601918	0.89	0.678	8.69366298567952e-17
DUSP1	3.52148869196975e-21	0.762491442869711	0.912	0.705	1.03468380747455e-16
RPS27	7.43453702899368e-20	-0.362461144559453	1	0.997	2.18441566985892e-15
RPS28	1.85808357950151e-19	-0.35164950504664	1	0.993	5.45942117329135e-15
NR4A1	3.78386375225123e-19	0.617330376375245	0.898	0.662	1.11177484768646e-14
KLF2	6.26122853323402e-19	0.758761525467732	0.941	0.771	1.83967416763482e-14
ANGPTL1	5.12054347647696e-18	0.61471686106247	0.453	0.189	1.50451808425846e-13
CRIP1	2.45681260392365e-17	-0.94638535075133	0.603	0.764	7.21860679284847e-13
BHLHE40	2.83192559839748e-17	0.649357812314203	0.612	0.331	8.32076379321147e-13
FOS	2.96220670473299e-17	0.738656252577049	0.969	0.85	8.70355573984648e-13
MT-ND4	1.85693781563733e-16	0.359295612614193	1	0.996	5.45605468990559e-12
MUSTN1	3.04321046926278e-16	-1.07687907290996	0.255	0.504	8.94156100078789e-12
MIF	3.79201590959332e-16	-0.821493440760221	0.351	0.527	1.11417011455671e-11
RPS17	1.09540003933823e-15	-0.68881242952265	0.606	0.738	3.21850439558359e-11
SEPT7	2.46709740124782e-15	0.57158631318427	0.703	0.438	7.24882558434634e-11
RPL37A	2.92524149365035e-15	-0.299980577643651	1	0.996	8.59494455664347e-11
EEF1G	3.19356588564853e-15	-0.6157389545953	0.28	0.536	9.3833352852125e-11
JUNB	3.28051106123815e-15	0.571474734958555	0.952	0.822	9.63879760012994e-11
EPS8	7.4204377621217e-15	0.297236946919904	0.629	0.395	2.1802730232666e-10
C11orf96	1.54286613407676e-14	0.470417999985376	0.992	0.968	4.53324927514433e-10
ID3	1.87986309107712e-14	0.731835854797578	0.745	0.511	5.5234137342028e-10
RPL21	2.79913124439206e-14	-0.260773295519301	1	0.994	8.22440742227274e-10
RPS21	3.24175442261454e-14	-0.334978845977917	0.994	0.983	9.52492284452604e-10
RHOB	4.21257392232082e-14	0.448735147115806	0.904	0.706	1.2377384698563e-09
HSPE1	6.49569624540949e-14	-0.717041385520102	0.569	0.617	1.90856547082622e-09
MT-CYB	1.22194480248746e-13	0.298481657790497	1	1	3.59031821866866e-09
NDUFA13	1.41221394838938e-13	-0.451460042928845	0.68	0.735	4.14936702315767e-09
MT-ND2	1.76109343250248e-13	0.330765582382398	0.994	0.996	5.17444472337877e-09
RPL26	1.86449115363493e-13	-0.278136173640649	0.992	0.989	5.47824790761015e-09
COX7B	2.01071419990294e-13	-0.378021860331978	0.609	0.642	5.9078804621548e-09
SEPTIN7	2.32213859343988e-13	-0.798291315423007	0.249	0.481	6.82290761524504e-09
NME2	5.17714536218773e-13	-0.783971327598944	0.252	0.463	1.521148850318e-08
FOSB	7.4853366823786e-13	0.646594548702142	0.898	0.749	2.19934162401648e-08
RPS24	7.59617922532495e-13	-0.266786272571208	0.992	0.997	2.23190937998498e-08
KLF4	9.58107987789881e-13	0.791552373114579	0.603	0.378	2.81511288972423e-08
CYR61	1.11521560885822e-12	0.592892391472854	0.487	0.259	3.27672650194723e-08
AVPI1	1.45765669550055e-12	0.306798865153139	0.221	0.073	4.28288690271973e-08
RNASEK	1.68176910886811e-12	-0.619986650030961	0.266	0.375	4.94137399567629e-08
PSMA6	1.74496280930558e-12	-0.315986237935835	0.144	0.185	5.12704972630165e-08
RPL28	1.84932740089833e-12	-0.311401076103237	0.992	0.99	5.43369376931948e-08
NONO	2.40911726725759e-12	0.267634213410381	0.453	0.256	7.07846835465624e-08
FAM129A	3.19826772799281e-12	0.398818601520776	0.527	0.304	9.39715023838846e-08
RPS29	3.48099583750304e-12	-0.372943770377707	0.992	0.99	1.02278619697514e-07
JUN	3.86383791547485e-12	0.566537975070066	0.958	0.848	1.13527285632482e-07
MT-ND6	3.91524737837171e-12	0.324480453404476	0.473	0.264	1.15037798471318e-07
GADD45B	4.03349393395061e-12	0.645576815315296	0.929	0.797	1.18512118767337e-07
NDUFA7	1.88993848601999e-11	-0.418439580974378	0.201	0.281	5.55301725962392e-07
CIAO2B	1.99338883440624e-11	-0.336461487621156	0.144	0.185	5.85697507325242e-07
PHF3	2.09218282569159e-11	0.259739171762628	0.501	0.308	6.14725157844703e-07
HSPD1	3.38776656842342e-11	-0.478315933594173	0.694	0.626	9.95393573134168e-07
ATP5ME	4.64607099354387e-11	-0.358802654511796	0.694	0.693	1.36510857932306e-06
MICOS13	5.96270260823704e-11	-0.261334306546683	0.167	0.183	1.75196128035221e-06
C2orf40	9.60752630516846e-11	0.433498889035958	0.609	0.393	2.8228833789846e-06
MRPS24	1.0109068800153e-10	-0.288688188669205	0.19	0.213	2.97024659486096e-06
RPL37	1.13622611943724e-10	-0.259479067733547	1	0.99	3.33845958413048e-06
MAGI2-AS3	1.26990614258429e-10	-0.316452604939393	0.088	0.145	3.73123822814117e-06
TOMM6	1.72441726665774e-10	-0.369468929717322	0.167	0.225	5.06668281289376e-06
