	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	perDiff	FC
IGKC	1.11500777708225e-46	0.455251865472957	0.223	0.021	3.27611585062306e-42	0.202	1.3710221369165
RPL17	1.08236613774925e-31	-0.59838890887826	0.67	0.853	3.18020818593485e-27	-0.183	-1.51402487530316
SEPT7	1.79940715610803e-29	0.992240045603172	0.323	0.107	5.28701810607662e-25	0.216	1.98927129856222
IGLC2	3.52586153548904e-28	1.53665917874421	0.126	0.009	1.03596863635739e-23	0.117	2.90121895279205
RARRES3	2.78384093578072e-27	1.03620376333302	0.276	0.084	8.17948143751092e-23	0.192	2.05082410957718
SEPTIN7	2.3796037346519e-24	-0.784412265646954	0.356	0.558	6.99175169315422e-20	-0.202	-1.72239049799635
IGHA1	4.46219787692821e-23	-0.370290012320469	0.128	0.015	1.31108298019905e-18	0.113	-1.29261264709654
KIAA1551	8.95627883630974e-22	1.07645366086784	0.227	0.069	2.63153384768453e-17	0.158	2.10884587682709
MT-RNR2	1.39470094372484e-19	3.02037303611875	0.114	0.021	4.09791031285232e-15	0.093	8.11377353688252
SEPT6	9.31667445148829e-19	0.901548576365242	0.196	0.058	2.73742528733629e-14	0.138	1.86807007753882
CRISP3	9.39449127289829e-19	-0.737773804218762	0.01	0.104	2.76028942580298e-14	-0.094	-1.66760060910888
EEF1G	2.75534308404858e-17	-0.642525102072258	0.37	0.553	8.09574904955155e-13	-0.183	-1.56105904033294
RASGEF1B	2.34432770350789e-15	0.898981068006195	0.326	0.166	6.88810365844687e-11	0.16	1.86474850225602
SEPTIN6	3.69038636629965e-15	-0.637228050343687	0.214	0.33	1.08430932214616e-10	-0.116	-1.55533790841265
RPL36A	4.00623938705929e-15	-0.412267204627758	0.669	0.813	1.17711325670576e-10	-0.144	-1.33077549402655
NIBAN1	5.56413157374993e-15	-0.679746369122314	0.108	0.192	1.63485313899921e-10	-0.084	-1.60185811811542
MIF	1.27212206505988e-13	-0.538754745138508	0.415	0.565	3.73774905155895e-09	-0.15	-1.45271806982545
BCL11B	1.09502158506595e-12	-0.629017742782901	0.374	0.468	3.21739242124078e-08	-0.094	-1.54651169435115
ATP6V0C	2.42942925080093e-12	-0.520341556395291	0.209	0.281	7.13814902470328e-08	-0.072	-1.43429477546497
AES	4.03342314487028e-12	0.505694051408342	0.164	0.06	1.18510038842579e-07	0.104	1.41980623199361
CRIP1	4.47729473251784e-12	-0.563622530248499	0.503	0.634	1.31551873830839e-07	-0.131	-1.47797568002904
LGALS3	7.9458126666881e-12	0.525184735640658	0.33	0.185	2.3346386777263e-07	0.145	1.43911784579749
GABARAP	8.00874610940683e-12	-0.386481558619391	0.237	0.284	2.35312978186591e-07	-0.047	-1.30720151317879
CEMIP2	8.11909480817028e-12	-0.467062831515181	0.571	0.652	2.38555243653659e-07	-0.0810000000000001	-1.38229240610826
SNHG29	9.55171457109487e-12	-0.506100030316056	0.241	0.327	2.80648477527909e-07	-0.086	-1.42020582613963
PTPRC	2.0412215581387e-11	0.330863618399784	0.936	0.891	5.99751718212313e-07	0.045	1.25776606641796
SAMSN1	2.70865710415004e-11	0.506500612119821	0.589	0.427	7.95857630341366e-07	0.162	1.42060021829107
ATP5ME	3.60631495949271e-11	-0.307421432092346	0.405	0.422	1.05960746139815e-06	-0.017	-1.23749391576924
RESF1	3.98679880376824e-11	-0.562556809926918	0.27	0.388	1.17140122452319e-06	-0.118	-1.47688430101381
GZMK	1.10569169094643e-10	-0.306389030017564	0.452	0.612	3.24874332633881e-06	-0.16	-1.23660867375161
TRGC2	1.45972076835286e-10	0.402139727896003	0.276	0.154	4.28895156157437e-06	0.122	1.32146638611926
