	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
IGKC	5.06015057435073e-49	1.41263919003506	0.274	0.028	1.48677344175573e-44
IGHA1	4.07047070290928e-31	1.0796878301107	0.148	0.007	1.1959857019288e-26
MT-RNR2	1.6618416092175e-30	4.80866616773604	0.138	0.005	4.88282301620285e-26
NEAT1	2.72443516323029e-27	-0.820568311479999	0.792	0.917	8.00493539660323e-23
IGLC2	6.07578309166445e-27	0.746353611542124	0.13	0.008	1.78518658799285e-22
CRISP3	5.35040220505266e-20	-1.41880650205651	0.018	0.14	1.57205517588857e-15
RASGEF1B	4.87912134221086e-18	1.9501898770396	0.115	0.021	1.43358343276839e-13
MYH11	1.32369157222069e-15	0.865612316770521	0.409	0.218	3.88927057749882e-11
LINC01578	2.26473157011486e-14	-0.715352990567181	0.229	0.265	6.65423429931149e-10
ID1	4.08493413291103e-14	0.727980913332652	0.269	0.115	1.20023534693192e-09
OVGP1	4.81318364394585e-14	-1.10160668140534	0.024	0.126	1.41420961826417e-09
MEG3	1.1167891483353e-13	-0.910698660228647	0.482	0.633	3.28134987563877e-09
SFRP4	1.9214091507957e-13	0.936626576944998	0.57	0.551	5.64548436686792e-09
TSC22D1	2.73383756293947e-13	0.711026295659721	0.443	0.261	8.03256152742875e-09
LUM	6.32676330685851e-13	0.785712479086029	0.456	0.274	1.85892959482117e-08
CCN4	1.86192371502393e-12	0.678095162482376	0.203	0.078	5.47070425948331e-08
SEMA5A	3.84475204083009e-12	0.639196001789065	0.169	0.057	1.1296650446367e-07
GFRA1	5.27361047768254e-12	0.354309295624442	0.135	0.044	1.54949223055268e-07
CCN1	9.35453688569382e-12	-0.803625862056063	0.281	0.356	2.74855002775456e-07
PTGDS	1.22694564835319e-11	-0.699892862039063	0.412	0.518	3.60501170399134e-07
CDKN1C	1.47471555764375e-11	0.639203113176987	0.354	0.195	4.33300925146886e-07
THSD4	4.80490229673128e-11	-0.89441067014316	0.115	0.237	1.41177639282558e-06
TOB1	4.82249361882547e-11	0.640082007079742	0.383	0.223	1.4169450750833e-06
PTCH1	7.00641999633661e-11	0.335578022415989	0.218	0.102	2.05862632332362e-06
IGFBP5	9.16594870886048e-11	-0.607767900826358	0.628	0.658	2.69313904963739e-06
TNS1	1.17302243632358e-10	0.337392322261787	0.196	0.085	3.44657452240595e-06
CYB5D1	1.65009968771583e-10	-0.813841312916502	0.036	0.126	4.84832290244664e-06
JUNB	1.81550304231095e-10	0.464259038041999	0.805	0.673	5.33431103891804e-06
SLC22A3	1.99301509081698e-10	0.452712218830205	0.141	0.048	5.85587693983844e-06
ANTXR1	2.75951168924167e-10	0.402695905559363	0.214	0.101	8.10799724532986e-06
ATP1B2	3.04021242204675e-10	0.465377475870873	0.119	0.033	8.93275213845776e-06
MEG8	3.33172563571388e-10	-1.38928395431344	0.157	0.273	9.78927626285453e-06
NOVA1	1.32463479067572e-09	0.395996919281648	0.182	0.084	3.8920419419634e-05
KANK2	1.45098809573329e-09	0.448756575261787	0.307	0.173	4.26329322288355e-05
CYR61	1.63203365641127e-09	1.28908375124388	0.11	0.032	4.79524128926759e-05
FAM133B	1.66569461338782e-09	-0.400705202128108	0.365	0.373	4.8941439130561e-05
MARCKS	1.86530982738783e-09	0.3446360752473	0.143	0.06	5.48065333483091e-05
RANBP2	1.88377328227665e-09	-0.501246042870665	0.242	0.209	5.53490265798525e-05
KCNQ1OT1	2.35102616428322e-09	-0.543031245622199	0.55	0.65	6.90778507589695e-05
THSD7A	2.73471002420408e-09	0.541289852582374	0.157	0.062	8.03512499311644e-05
FOS	4.36440110369599e-09	0.474587641533096	0.826	0.74	0.000128234833228796
CFH	6.14718323514621e-09	0.506763829173041	0.112	0.034	0.000180616537815066
RASD1	8.0523951272238e-09	0.447986865701368	0.242	0.129	0.00023659547362809
ALCAM	9.01472816534294e-09	0.379644072398609	0.206	0.104	0.000264870742954106
CBX6	9.60512997812177e-09	0.382773088391015	0.209	0.1	0.000282217929017174
KLF2	1.07710823186748e-08	0.560317279715677	0.451	0.302	0.000316475940687303
EGR1	1.20119716862608e-08	0.385568135410917	0.782	0.655	0.000352935752085716
PDGFRA	1.46143368469121e-08	-0.383144713034681	0.383	0.358	0.000429398445235971
HNRNPC	1.56808595101893e-08	-0.325810297982221	0.393	0.42	0.000460735014128383
ZNF207	1.70547079008303e-08	-0.271570843941584	0.3	0.262	0.000501101427542197
ZC3H13	1.83712236942039e-08	0.426063277296006	0.198	0.095	0.000539783294583098
RHOBTB3	2.61336185151805e-08	0.410966058767972	0.232	0.125	0.000767857979213032
EIF4B	3.16796995235508e-08	0.337629691371741	0.317	0.193	0.00093081293140097
SMC3	3.21366423312301e-08	0.434004951517476	0.169	0.075	0.000944238824976203
WSB1	3.38848223462522e-08	-0.323214997723	0.571	0.569	0.000995603850177583
NFIC	3.44344327000232e-08	0.288250253241875	0.333	0.213	0.00101175250159208
CCNI	3.59367715764918e-08	0.447222873534693	0.385	0.249	0.00105589422246048
CDC42EP4	3.6679382996821e-08	0.390325516281503	0.205	0.1	0.00107771363121259
TGM2	4.0334545107116e-08	0.607702672365226	0.378	0.308	0.00118510960433728
PPIB	4.82625023919979e-08	-0.293989047807699	0.255	0.246	0.00141804884528168
RPL17	4.90561275956036e-08	-0.408879215963621	0.503	0.555	0.00144136714101402
ENAH	6.1360758381254e-08	0.251281714490286	0.138	0.058	0.00180290180275801
TNS2	6.35749825164589e-08	0.29609339573932	0.187	0.095	0.0018679601362986
KLF6	7.27922570513765e-08	-0.725729257327386	0.224	0.289	0.00213878209668354
FN1	7.49738462400089e-08	0.73667611011059	0.135	0.052	0.00220288155022394
PLPP3	7.59471718348261e-08	-0.251429271303639	0.308	0.266	0.00223147980285086
MGP	8.28216747486419e-08	0.716794045650091	0.45	0.311	0.0024334664474646
RUNX1T1	8.39972326184276e-08	0.337836437922884	0.232	0.132	0.00246800668879464
A2M	8.50462199872032e-08	0.442792623345704	0.196	0.1	0.002498828035664
RASSF8	8.84422426078147e-08	0.355727630538214	0.174	0.083	0.00259860997230281
EIF4A1	1.01585856338503e-07	-0.301852401032324	0.523	0.531	0.00298479563093788
RBMS3	1.17848555670312e-07	0.267272293430229	0.336	0.223	0.00346262626270512
KDM6B	1.19971232387835e-07	-0.706704623377365	0.221	0.301	0.00352499475001938
H1FX	1.20640017266896e-07	0.270933764957424	0.201	0.106	0.00354464498733594
RPS15A	1.20886245999964e-07	-0.361171947184595	0.506	0.568	0.00355187967997093
SVEP1	1.41203296731847e-07	0.447349734285875	0.154	0.07	0.00414883526457512
PLXDC1	1.44107299499988e-07	0.269489898303274	0.125	0.054	0.00423416067390865
TFPI2	1.4717950388705e-07	-0.816806052629085	0.094	0.178	0.00432442818320929
IER2	1.48698752912338e-07	0.255084040630117	0.623	0.489	0.00436906675807032
HCG18	1.6983469333488e-07	-0.475572457213944	0.162	0.147	0.00499008295956544
NORAD	1.74537760195845e-07	0.286479661707553	0.398	0.274	0.00512826847007433
MIDN	1.78047488909205e-07	-0.278724200695809	0.383	0.348	0.00523139131913027
