	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	perDiff	FC
JUNB	3.49396702216622e-128	0.614603595086193	0.984	0.989	1.02659739045288e-123	-0.005	1.5311372333859
MUSTN1	3.2458894746902e-111	-1.23479670444986	0.371	0.735	9.53707245453475e-107	-0.364	-2.35348181315208
CRIP1	6.36157310050887e-93	-0.945188100426902	0.641	0.85	1.86915740839152e-88	-0.209	-1.92543991115995
RPL17	4.82130587321765e-91	-0.83101927346389	0.776	0.913	1.41659609166881e-86	-0.137	-1.77894175241749
SEPT7	6.36941045111334e-90	1.10202285062557	0.579	0.234	1.87146017874612e-85	0.345	2.14655457146642
C2orf40	7.09554353049207e-77	0.983120454009268	0.509	0.197	2.08481260012918e-72	0.312	1.97673633848766
EEF1G	2.54818811827457e-76	-0.517814902005354	0.409	0.725	7.48708632911433e-72	-0.316	-1.43178503117765
MICOS10	3.23874263246314e-68	-0.645774543853053	0.31	0.444	9.51607360270319e-64	-0.134	-1.5645790408844
SEPTIN7	3.06587383271984e-67	-0.776227566675859	0.374	0.683	9.00815049529745e-63	-0.309	-1.71264669588182
MICOS13	4.52424583009856e-65	-0.469896964561025	0.256	0.318	1.32931390979956e-60	-0.062	-1.38501054889246
MIF	6.16099228509825e-64	-0.784583794646531	0.475	0.67	1.81022275320757e-59	-0.195	-1.72259529351755
TOMM6	7.12424555341046e-64	-0.436560678787565	0.24	0.299	2.09324582850306e-59	-0.059	-1.35337409458703
SNHG32	9.80310850521185e-62	-0.422350477453014	0.266	0.316	2.88034934100135e-57	-0.05	-1.34010911888977
RPS10	2.61141052647393e-61	0.433705831053908	0.963	0.945	7.67284640888569e-57	0.018	1.3506986457927
SEPTIN10	1.73612344099036e-60	-0.263550713403476	0.167	0.177	5.10107789431789e-56	-0.00999999999999998	-1.20042952941827
CIAO2B	1.59524308960489e-57	-0.349291608908519	0.22	0.243	4.68714324587708e-53	-0.023	-1.27393494709089
GNG10	3.3842094417235e-56	-0.302390254292848	0.244	0.256	9.94348418167198e-52	-0.012	-1.23318586164287
RBIS	8.11485173431055e-56	-0.43224195750104	0.274	0.328	2.38430573657513e-51	-0.054	-1.34932881421375
RNASEK	1.25905920951007e-55	-0.670408037326086	0.358	0.512	3.6993677693825e-51	-0.154	-1.59152303419652
PLAAT3	3.51427958862595e-55	-0.275403725448599	0.18	0.189	1.03256562873008e-50	-0.00900000000000001	-1.21033274274686
ANGPTL1	9.92352658487697e-55	0.412465598617678	0.376	0.149	2.91573058116855e-50	0.227	1.33095850984533
FAM129A	1.18770429613869e-54	0.676791258045092	0.43	0.177	3.48971276291469e-50	0.253	1.59858034714309
NIBAN1	5.05029029036629e-54	-0.733719326150119	0.311	0.501	1.48387629311542e-49	-0.19	-1.66292064691336
NME2	1.66860440383842e-53	-0.701907967443886	0.375	0.649	4.90269345935804e-49	-0.274	-1.62665462522884
MRPS24	2.0136432637612e-53	-0.354182763229027	0.264	0.294	5.91648663758316e-49	-0.03	-1.27826128540866
MINOS1	1.01669538553255e-52	0.610634501742788	0.366	0.134	2.98725438177174e-48	0.232	1.52693061011435
EMD	1.43051304680013e-52	0.344045668172841	0.57	0.32	4.20313343410813e-48	0.25	1.26931106512766
SEPTIN2	1.61294961881831e-52	-0.55426519567908	0.289	0.399	4.73916857001196e-48	-0.11	-1.46842053575712
NDUFA7	5.50034740467605e-52	-0.273805797110339	0.299	0.288	1.61611207444192e-47	0.011	-1.20899292090904
TOMM5	1.36857440977412e-50	-0.302506345285428	0.241	0.251	4.02114533079832e-46	-0.01	-1.23328509781322
ID3	6.6451836903587e-50	0.77336809075569	0.65	0.386	1.95248787190119e-45	0.264	1.70925552743384
PSMA6	4.65200983656574e-49	-0.274490099357738	0.236	0.246	1.36685353017975e-44	-0.01	-1.20956650908099
PRXL2C	9.24955111199423e-49	-0.330496663308077	0.172	0.205	2.71770310772615e-44	-0.033	-1.25744618941247
CZIB	2.90907022879506e-48	-0.273769391286312	0.19	0.202	8.54743014624564e-44	-0.012	-1.20896241284812
MT2A	3.32734943085748e-48	-0.510775065304249	0.971	0.991	9.77641809774545e-44	-0.02	-1.42481544979235
BAG3	4.62921459513201e-48	-0.420471005140056	0.369	0.408	1.36015583234169e-43	-0.039	-1.33836442717871
UBE2V1	1.22734718697337e-47	-0.281170321249752	0.278	0.288	3.60619150476515e-43	-0.00999999999999995	-1.21518024481455
RPL36A	4.90406417843425e-47	-0.452288517371022	0.894	0.959	1.44091213690755e-42	-0.0649999999999999	-1.36820889780377
KRTCAP2	1.23875152875347e-46	-0.307849944868361	0.421	0.421	3.63969974178344e-42	0	-1.23786153380266
TUG1	2.77037606220067e-45	-0.252188954567973	0.145	0.162	8.13991894595801e-41	-0.017	-1.1910128300618
C18orf32	3.03185295222533e-45	-0.256421824149171	0.249	0.252	8.90819034422847e-41	-0.003	-1.19451239498385
TES	3.60179678566558e-44	0.370847975645816	0.237	0.068	1.05827993156426e-39	0.169	1.2931126626346
SEPT2	6.86282328037285e-44	0.607872388217509	0.346	0.138	2.01643473623915e-39	0.208	1.52401001998052
NGRN	1.01601859198953e-43	-0.32915396996234	0.316	0.338	2.98526582698364e-39	-0.022	-1.25627644864264
SARNP	1.87357050827452e-43	-0.256006190820265	0.221	0.218	5.5049248674122e-39	0.003	-1.19416831141848
RPS17	7.2459538731878e-43	-0.546137488055308	0.71	0.837	2.12900616702004e-38	-0.127	-1.46017115754386
ATP5ME	2.11500720773545e-42	-0.267877586526701	0.74	0.685	6.21431417776831e-38	0.0549999999999999	-1.20403521384221
ZFP36	5.48055939208195e-42	0.608158229703968	0.956	0.862	1.61029796058152e-37	0.094	1.52431200233664
HLA-C	1.04121771242656e-41	0.389669621221264	0.766	0.532	3.05930588265172e-37	0.234	1.31009335665944
LINC01578	1.04998834378938e-41	-0.437811471468411	0.275	0.348	3.08507575172196e-37	-0.073	-1.35454795627414
SNHG29	2.34407551651052e-41	-0.557415755341708	0.37	0.615	6.8873626826112e-37	-0.245	-1.4716307787863
DUSP8	2.22276898263182e-40	0.281282553330723	0.515	0.304	6.5309398247688e-36	0.211	1.21527478143436
LINC-PINT	1.52758209813874e-39	-0.305908429638484	0.2	0.224	4.48834172075125e-35	-0.024	-1.23619679487182
C9orf3	2.68937295760336e-39	0.524876248661396	0.316	0.124	7.90191562403021e-35	0.192	1.43881015661597
NOV	4.45321094016892e-39	0.683555061872956	0.215	0.062	1.30844243844043e-34	0.153	1.60609258595115
CD151	6.17008110874588e-39	0.427677044939486	0.824	0.611	1.81289323137171e-34	0.213	1.34506607452764
AOPEP	6.22277791323931e-39	-0.40274119645141	0.251	0.314	1.82837660646797e-34	-0.063	-1.32201742855136
ADRA2C	7.56599102984208e-39	0.332010089607369	0.251	0.087	2.2230394843882e-34	0.164	1.25876597675829
NR4A2	1.17475194942616e-38	0.497018456479688	0.923	0.817	3.45165617780394e-34	0.106	1.41129389805629
PPDPF	9.27385619785815e-38	0.444396078504013	0.784	0.571	2.72484442805468e-33	0.213	1.3607443808418
C19orf70	1.24124295045308e-37	0.484546732805573	0.28	0.104	3.64702003702124e-33	0.176	1.39914621154837
PALM2-AKAP2	1.72405559296146e-37	-0.361075782603652	0.234	0.274	5.06562014323936e-33	-0.04	-1.2843832739418
RBM4	2.49694882872482e-37	-0.298319838453977	0.336	0.347	7.33653504855926e-33	-0.011	-1.22971145806991
RERG	3.02172039923935e-36	0.278554272741136	0.495	0.301	8.87841887704505e-32	0.194	1.21297874699671
C11orf96	4.86597135371913e-36	0.327136638013498	0.969	0.984	1.42971970314976e-31	-0.015	1.25452101489836
HES1	7.17711769692064e-36	0.50200403461576	0.617	0.39	2.10878072170922e-31	0.227	1.41617939867158
IER5L	1.10204185648133e-35	0.315080103953661	0.553	0.344	3.23801938271346e-31	0.209	1.24408072750718
COL4A2	2.30478950407947e-35	-0.408204082966931	0.481	0.538	6.77193252088631e-31	-0.0570000000000001	-1.32703284876753
TOB1	2.97500944732297e-35	0.489033869649772	0.806	0.611	8.74117275812436e-31	0.195	1.40350467524349
FAM96B	9.72885396575413e-35	0.438870390413154	0.272	0.103	2.85853187221788e-30	0.169	1.35554254139427
NDUFA13	1.6244865502069e-34	-0.351496743755029	0.742	0.76	4.77306638181792e-30	-0.018	-1.27588362388297
HSPB6	2.23283294839045e-34	0.294011660787423	0.449	0.255	6.56050976896082e-30	0.194	1.22604476969397
LMNA	5.11213421363825e-34	0.42367710705946	0.929	0.859	1.50204727465119e-29	0.0700000000000001	1.3413419824083
HIF1A	9.58517896934628e-34	-0.261192726274501	0.332	0.338	2.81631728477332e-29	-0.00600000000000001	-1.19846911134685
MYADM	1.12957463774465e-33	0.376525228518349	0.788	0.581	3.31891620062133e-29	0.207	1.2982113085915
FKBP2	2.17408557630923e-33	0.456526038695866	0.316	0.136	6.38789824031177e-29	0.18	1.37223354425009
MGP	4.84115039464542e-33	0.666391828069051	0.897	0.784	1.42242680895472e-28	0.113	1.58709867515752
USP2	1.04113693403087e-32	0.344540280505907	0.349	0.169	3.05906853956951e-28	0.18	1.26974630925197
ID1	1.53176819349331e-32	0.869520755481389	0.529	0.338	4.50064130612205e-28	0.191	1.82705587545536
ABCC9	6.37533473127935e-32	0.257853635203687	0.337	0.177	1.8732008507445e-27	0.16	1.1956984842063
TROVE2	6.77550845767949e-32	0.460796313835773	0.221	0.076	1.99077989503539e-27	0.145	1.37630127547882
EPS8	6.92745536853634e-32	0.340298548932115	0.613	0.406	2.03542493638335e-27	0.207	1.26601855465596
UAP1	7.01754460937776e-32	0.617324181424653	0.454	0.252	2.06189495712737e-27	0.202	1.53402732523337
MAP3K7CL	1.3361928010652e-31	-0.535725692577758	0.274	0.368	3.92600168808977e-27	-0.094	-1.44967117284132
NFKBIA	1.52894719750237e-31	0.500645989527616	0.62	0.407	4.49235265570145e-27	0.213	1.41484694066013
ATP6V0C	1.81263719496046e-31	-0.33808678995353	0.272	0.319	5.32589060623283e-27	-0.047	-1.26407914090592
SNHG14	2.19124504327236e-31	-0.355046766633196	0.141	0.207	6.43831618614286e-27	-0.066	-1.27902704175059
CYR61	3.05828842927175e-31	0.585310937057866	0.278	0.114	8.98586306288625e-27	0.164	1.5003623202482
CCN1	3.76614574520385e-31	-0.717454705803754	0.246	0.397	1.10656894285579e-26	-0.151	-1.64427853342428
PRPH	1.30437519410793e-30	0.358769055327073	0.167	0.046	3.83251519532793e-26	0.121	1.28233131246744
SRGN	1.98561282236423e-30	-0.675526065389391	0.37	0.504	5.83412759467058e-26	-0.134	-1.59717906310124
MAGI2-AS3	5.16767709842697e-30	-0.275981108765949	0.161	0.2	1.51836688505981e-25	-0.039	-1.21081722891482
