	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
IGKC	1.11500777708225e-46	0.455251865472957	0.223	0.021	3.27611585062306e-42
RPL17	1.08236613774925e-31	-0.59838890887826	0.67	0.853	3.18020818593485e-27
SEPT7	1.79940715610803e-29	0.992240045603172	0.323	0.107	5.28701810607662e-25
IGLC2	3.52586153548904e-28	1.53665917874421	0.126	0.009	1.03596863635739e-23
RARRES3	2.78384093578072e-27	1.03620376333302	0.276	0.084	8.17948143751092e-23
SEPTIN7	2.3796037346519e-24	-0.784412265646954	0.356	0.558	6.99175169315422e-20
IGHA1	4.46219787692821e-23	-0.370290012320469	0.128	0.015	1.31108298019905e-18
KIAA1551	8.95627883630974e-22	1.07645366086784	0.227	0.069	2.63153384768453e-17
MT-RNR2	1.39470094372484e-19	3.02037303611875	0.114	0.021	4.09791031285232e-15
SEPT6	9.31667445148829e-19	0.901548576365242	0.196	0.058	2.73742528733629e-14
CRISP3	9.39449127289829e-19	-0.737773804218762	0.01	0.104	2.76028942580298e-14
EEF1G	2.75534308404858e-17	-0.642525102072258	0.37	0.553	8.09574904955155e-13
RASGEF1B	2.34432770350789e-15	0.898981068006195	0.326	0.166	6.88810365844687e-11
SEPTIN6	3.69038636629965e-15	-0.637228050343687	0.214	0.33	1.08430932214616e-10
RPL36A	4.00623938705929e-15	-0.412267204627758	0.669	0.813	1.17711325670576e-10
NIBAN1	5.56413157374993e-15	-0.679746369122314	0.108	0.192	1.63485313899921e-10
MIF	1.27212206505988e-13	-0.538754745138508	0.415	0.565	3.73774905155895e-09
BCL11B	1.09502158506595e-12	-0.629017742782901	0.374	0.468	3.21739242124078e-08
ATP6V0C	2.42942925080093e-12	-0.520341556395291	0.209	0.281	7.13814902470328e-08
AES	4.03342314487028e-12	0.505694051408342	0.164	0.06	1.18510038842579e-07
CRIP1	4.47729473251784e-12	-0.563622530248499	0.503	0.634	1.31551873830839e-07
LGALS3	7.9458126666881e-12	0.525184735640658	0.33	0.185	2.3346386777263e-07
GABARAP	8.00874610940683e-12	-0.386481558619391	0.237	0.284	2.35312978186591e-07
CEMIP2	8.11909480817028e-12	-0.467062831515181	0.571	0.652	2.38555243653659e-07
SNHG29	9.55171457109487e-12	-0.506100030316056	0.241	0.327	2.80648477527909e-07
PTPRC	2.0412215581387e-11	0.330863618399784	0.936	0.891	5.99751718212313e-07
SAMSN1	2.70865710415004e-11	0.506500612119821	0.589	0.427	7.95857630341366e-07
ATP5ME	3.60631495949271e-11	-0.307421432092346	0.405	0.422	1.05960746139815e-06
RESF1	3.98679880376824e-11	-0.562556809926918	0.27	0.388	1.17140122452319e-06
GZMK	1.10569169094643e-10	-0.306389030017564	0.452	0.612	3.24874332633881e-06
TRGC2	1.45972076835286e-10	0.402139727896003	0.276	0.154	4.28895156157437e-06
FAM96B	2.9741528761417e-10	0.489483936346526	0.117	0.037	8.73865598067954e-06
CCL5	3.33200688430705e-10	0.263055660928472	0.903	0.92	9.79010262747099e-06
BZW1	3.99114349382381e-10	-0.278071840396565	0.448	0.458	1.17267778135531e-05
PTP4A1	5.20146054277774e-10	0.427600703876663	0.117	0.038	1.52829313667896e-05
PDE4D	5.26703830265722e-10	0.280831141288842	0.279	0.168	1.54756119408674e-05
GZMM	5.42139997825326e-10	-0.39276312052738	0.44	0.506	1.59291574161037e-05
FAM129A	1.01427034263847e-09	0.63501567921469	0.132	0.048	2.98012912074036e-05
IL7R	1.44976366108939e-09	0.72844445088005	0.395	0.261	4.25969558901285e-05
XCL2	2.45146117970988e-09	-0.951998972939734	0.319	0.44	7.20288323822356e-05
RAB5IF	2.5891393108213e-09	-0.335453434446525	0.237	0.257	7.60740912305514e-05
NKG7	5.96927209618379e-09	-0.421935723710585	0.655	0.745	0.000175389152730072
HNRNPM	6.27226874664482e-09	-0.343757212944033	0.322	0.369	0.000184291800313918
GZMA	7.09012019879663e-09	-0.314055016183852	0.591	0.695	0.000208321911681042
PLAAT4	9.43774999606123e-09	-0.484900198949789	0.316	0.428	0.000277299970384271
KLF6	9.52636839926419e-09	0.535885745398919	0.714	0.597	0.00027990375630718
SNHG16	1.56885155329466e-08	-0.416378912851151	0.078	0.138	0.000460959963389038
RBM38	1.72681677766023e-08	-0.383248543303003	0.265	0.327	0.00050737330561213
ATP6V1F	1.90889435881072e-08	-0.284524132231097	0.211	0.228	0.000560871340505767
UBE2V1	1.99043574854546e-08	-0.400788988364416	0.191	0.249	0.000584829831637626
EIF4A1	2.15057512677925e-08	-0.41138692939432	0.424	0.518	0.00063188198375028
LINC01578	2.28784607659339e-08	-0.482884598957302	0.28	0.376	0.000672214934224671
HIST1H1E	2.90377040020543e-08	0.340695158147445	0.218	0.117	0.000853185818988358
KLRK1	3.90378130687058e-08	-0.446755031150828	0.345	0.455	0.00114700902358471
HSPE1	4.02317237225031e-08	-0.521378393175139	0.527	0.554	0.00118208850641459
RBM4	4.08728234034373e-08	-0.361723668589644	0.214	0.262	0.0012009252972398
RPS6	4.51684951690195e-08	0.25195127636762	0.939	0.927	0.00132714072505613
CYP51A1	5.11208319260085e-08	-0.354379126828501	0.067	0.108	0.00150203228364998
ANKRD28	5.31602585735483e-08	0.46630016262797	0.254	0.146	0.001561954717408
CD81	6.82712795946873e-08	-0.291013360970825	0.51	0.536	0.0020059467370511
SEPTIN2	7.00579282871332e-08	-0.447022613108025	0.107	0.179	0.00205844204893255
RBM27	8.28215798179473e-08	-0.456656574500751	0.103	0.169	0.00243346365821093
SEPTIN11	8.6203240122612e-08	-0.365626345798722	0.051	0.102	0.00253282360128259
PSMA6	9.77933586880776e-08	-0.358273230230894	0.172	0.228	0.0028733644649731
AC058791.1	1.22730989981887e-07	0.316868188242108	0.356	0.244	0.00360608194764781
ELOB	1.2772093578853e-07	-0.295712510862156	0.449	0.504	0.00375269653533859
RPS26	1.37254896950539e-07	-0.380075093308261	0.764	0.778	0.00403282338220074
ZBTB20	1.60957870241965e-07	0.257151849851708	0.225	0.135	0.00472926414344941
SH2D1A	1.70043047411094e-07	-0.424127108446498	0.248	0.31	0.00499620481903276
KLRC1	1.80623347804336e-07	0.617884794741394	0.157	0.074	0.005307075205187
SATB1	1.95036974098549e-07	-0.306687140801448	0.128	0.139	0.00573057637296357
CTSS	2.17681126714898e-07	0.352685577879571	0.283	0.178	0.00639590686513715
ETS1	2.32613057082282e-07	-0.344764765613996	0.713	0.771	0.00683463684319162
CD3E	2.33913833394876e-07	0.306011004596325	0.488	0.36	0.00687285625280824
NME2	2.52108852566907e-07	-0.403116596971765	0.204	0.287	0.00740746230612086
JUN	2.53819415268547e-07	0.615139775408808	0.63	0.552	0.00745772205942046
TOB1	3.51928624601343e-07	0.509190194553863	0.288	0.18	0.0103403668480367
RNF7	3.54572171546876e-07	-0.266106455693846	0.261	0.292	0.0104180395443903
TYROBP	3.85987240263865e-07	-0.501301959613172	0.153	0.257	0.0113410770934329
ZNF683	4.13895301651007e-07	0.281078639707167	0.16	0.082	0.0121610717531099
ARL6IP1	4.25111311994165e-07	-0.313726686673814	0.32	0.354	0.0124906205690126
SEPTIN9	6.8535677450984e-07	-0.364652996710015	0.148	0.203	0.0201371527486481
CD3D	7.06920887366739e-07	0.282798691757094	0.662	0.538	0.0207707495126095
RNASEK	7.81878930921178e-07	-0.348438454229925	0.312	0.375	0.022973166748326
PITHD1	8.32040781213314e-07	-0.278055125494889	0.143	0.164	0.0244470222336096
MICOS13	1.00649849847348e-06	-0.260426578552026	0.13	0.151	0.0295729388821479
ACTN4	1.02197371813379e-06	-0.250040574476743	0.265	0.263	0.030027631786207
NDUFA13	1.05717732679628e-06	-0.282963887163632	0.438	0.48	0.0310619842159283
MGAT4A	1.15252757188869e-06	0.341743659398503	0.226	0.133	0.0338635651172335
PDE4A	1.26645626550546e-06	-0.459817278476899	0.082	0.142	0.0372110179930815
PLEKHA2	1.27892408770805e-06	-0.31520189499617	0.23	0.247	0.0375773475450378
CEBPD	1.68359863656944e-06	-0.57183775002664	0.121	0.179	0.0494674951396833
FAM133B	2.12995079619468e-06	-0.357248115975924	0.356	0.42	0.0625822142937922
GAS5	2.17477731751881e-06	-0.366615994666442	0.265	0.36	0.0638993071433378
ERCC5	2.17721960437925e-06	-0.357501495393408	0.062	0.112	0.063971066415871
AC016831.7	2.42104683346848e-06	0.269824097657625	0.154	0.08	0.0711351980609708
IL2RB	2.61259062287335e-06	-0.362091218586454	0.237	0.296	0.0767631376812647
MICOS10	2.74153106169472e-06	-0.25417961041023	0.218	0.243	0.0805516656547141
RNF125	2.98794467556706e-06	-0.263620455538548	0.402	0.424	0.0877917904575114
RO60	4.31771989980474e-06	-0.326532053465065	0.074	0.133	0.126863246096063
HLA-DQB1	4.568401381491e-06	-0.396724570597541	0.068	0.134	0.134228769390969
CD96	5.09456067718427e-06	0.277672590805535	0.508	0.395	0.149688381817028
CD8B	5.13684943727944e-06	0.36173411608038	0.405	0.294	0.150930910166144
TLE5	5.2698732247043e-06	-0.33092516338258	0.272	0.317	0.154839415088262
CCND2	5.56460920641761e-06	-0.306232597479403	0.348	0.387	0.163499347702962
ARF6	6.03498218269789e-06	-0.25365410974214	0.459	0.489	0.177319846492029
FOS	6.13056747271456e-06	0.60654450073214	0.702	0.647	0.180128333483299
RPA3	6.97869366379112e-06	0.300669978207061	0.182	0.103	0.205047977229511
CLEC2D	7.29454321178796e-06	0.383723672515809	0.481	0.368	0.214328268648754
TOMM5	7.91790699476918e-06	-0.285065275010848	0.191	0.217	0.232643943320308
CALM2	8.32111083157332e-06	-0.255039007561541	0.678	0.704	0.244490878453287
ERVK3-1	8.45656281245233e-06	-0.279300758255673	0.098	0.134	0.248470728555474
NSD3	8.63440553205867e-06	0.329496287632827	0.386	0.279	0.253696103342948
PRPF4B	9.25927654812733e-06	-0.316644863037588	0.379	0.424	0.272056063537077
PRF1	9.53099553089089e-06	-0.300186597014021	0.34	0.352	0.280039710688636
PLAAT3	9.95728308411743e-06	-0.323103311436931	0.13	0.173	0.292564891577538
NOP56	1.00736031661654e-05	-0.2674314787643	0.19	0.221	0.295982608228272
JARID2	1.07113215667193e-05	-0.297148699670941	0.097	0.118	0.314720050273347
SPRY1	1.10817118996597e-05	0.424366772812521	0.221	0.135	0.325602859035802
LINC01871	1.19464452607357e-05	0.357880482847593	0.49	0.379	0.351010454650937
OTULIN	1.43423707889946e-05	-0.312678654113411	0.135	0.161	0.421407538522238
PPIL4	1.518674348643e-05	0.306517825477424	0.19	0.115	0.446216897118285
SYTL3	1.53074016069014e-05	0.359924199153022	0.549	0.438	0.449762074013977
C1QBP	1.72902676371566e-05	-0.263764905499957	0.132	0.157	0.508022643714937
AL627171.2	1.84609048553355e-05	-0.419790623002334	0.126	0.167	0.542418306459467
MX1	2.02890835475121e-05	0.287069257150125	0.1	0.044	0.596133852793
LLPH	2.22480919749659e-05	-0.257183866240918	0.114	0.142	0.653693438408447
SLC2A3	2.34948001164067e-05	0.409642070695192	0.442	0.339	0.69032421702026
AP2M1	2.78758184597305e-05	-0.315004945235578	0.158	0.207	0.819047297983801
MECP2	2.81706278061295e-05	-0.266025109750625	0.227	0.287	0.827709386199697
MOB4	2.89309491556104e-05	-0.306369313404378	0.151	0.192	0.850049148090144
CDKN1B	2.98704712354729e-05	0.287063856838995	0.402	0.301	0.877654185840665
GPR183	2.99260823797252e-05	0.510282287780086	0.315	0.223	0.879288152481085
CD48	3.12926088810335e-05	0.301247033057364	0.546	0.439	0.919439434142525
PPP2CA	3.14846529434082e-05	-0.266256511679371	0.16	0.187	0.925082072783218
MAT2A	4.00415679443306e-05	-0.336056532872842	0.161	0.216	1
COX16	4.96216752448389e-05	-0.275759099333928	0.121	0.16	1
AMD1	4.96305346218538e-05	-0.328847651717785	0.437	0.475	1
INPP5D	5.43318997718194e-05	-0.257889099121938	0.157	0.191	1
RGCC	6.13686182436133e-05	0.600925484545094	0.427	0.346	1
MRPS24	6.60558427188293e-05	-0.25245348598271	0.101	0.128	1
CCSER2	7.395679486757e-05	0.32587055217023	0.307	0.216	1
NEAT1	7.57156301532559e-05	-0.26350106598379	0.634	0.708	1
CD52	7.8198022363385e-05	0.273718421489348	0.671	0.579	1
LINC-PINT	8.70066865893015e-05	-0.262365775167926	0.348	0.439	1
