	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	perDiff	FC
SFRP2	2.73215202430728e-226	1.58968496166483	0.669	0.192	8.02760907781965e-222	0.477	3.00983617134978
APOD	8.51696402682744e-213	1.27362064384399	0.839	0.432	2.50245437036244e-208	0.407	2.41767554114003
GSN	2.32787176863364e-205	1.11648537531349	0.914	0.858	6.83975283059936e-201	0.056	2.16818126637739
MGP	1.59549693552988e-203	1.27860397938423	0.936	0.91	4.68788909597388e-199	0.026	2.42604107942018
DCN	1.21121294827676e-165	0.664435493786512	1	0.997	3.55878588462676e-161	0.003	1.58494798409028
MARCKS	3.69755204325976e-160	1.01567521543069	0.645	0.238	1.08641474135058e-155	0.407	2.0218489447364
RSPO3	1.26969576872529e-140	0.848865540411519	0.488	0.14	3.73062010766865e-136	0.348	1.80108409032334
CST3	1.2972779334632e-134	0.672224602801522	0.893	0.844	3.81166202410159e-130	0.049	1.59352825819981
POSTN	1.62129276646314e-124	-1.48317666039051	0.08	0.377	4.76368240642199e-120	-0.297	-2.79563625301999
FGL2	6.26486334284049e-123	0.706960710036681	0.346	0.069	1.84074214739339e-118	0.277	1.6323616364048
SFRP4	1.16722290089181e-121	-1.36884347114739	0.558	0.757	3.42953432740033e-117	-0.199	-2.58263447593418
CFH	1.85351506603647e-121	0.74488317535178	0.548	0.206	5.44599796702835e-117	0.342	1.67583856000601
S100A10	1.91239503847619e-113	1.12139638090155	0.78	0.518	5.61899910205073e-109	0.262	2.17557443934202
C3	2.23989441037542e-111	0.707447126154391	0.807	0.487	6.58125775656506e-107	0.32	1.63291209291522
GPX3	2.59456317024414e-111	0.880188580441878	0.469	0.154	7.62334550681133e-107	0.315	1.84061587979297
FN1	2.19275538039838e-109	0.520838381482278	0.459	0.165	6.44275385868653e-105	0.294	1.43478879278633
ACTA2	4.69238865508885e-109	-1.28682939718878	0.293	0.467	1.3787176346382e-104	-0.174	-2.43991247686156
MGST1	1.03581722651909e-107	0.716258603186181	0.546	0.219	3.04343817495839e-103	0.327	1.6429158678951
IGKC	9.920225132102e-106	0.540292009903685	0.233	0.025	2.91476054831421e-101	0.208	1.45426683963638
RPS26	2.48787599673493e-105	-0.643328060391381	0.788	0.773	7.30987725360656e-101	0.015	-1.56192811812957
TGM2	3.26598698589954e-105	-1.0435316619877	0.214	0.45	9.59612296197004e-101	-0.236	-2.06126738556305
TPM1	3.30628673646798e-98	-0.839884617410815	0.498	0.628	9.71453168909023e-94	-0.13	-1.78990698453216
NEGR1	2.88829182360932e-97	0.793140615938592	0.43	0.144	8.4863790361289e-93	0.286	1.73284260047737
CFD	5.55741679037004e-96	1.43259248146028	0.572	0.374	1.63288020134652e-91	0.198	2.69931338661239
DPT	1.90758448626409e-86	0.813838642554545	0.871	0.712	5.60486473754115e-82	0.159	1.75788250141206
ITM2A	4.33965501148224e-85	0.733363312301377	0.649	0.354	1.27507743547371e-80	0.295	1.66251033862078
PID1	9.49388774524362e-85	0.657801014220575	0.582	0.286	2.78949409730748e-80	0.296	1.57767606346737
THSD4	1.4056723878318e-81	-0.91719749967179	0.092	0.309	4.13014660992738e-77	-0.217	-1.88844334158903
KCNN3	2.91868341148945e-80	0.374617016967527	0.409	0.165	8.57567559963829e-76	0.244	1.29649533663303
TAGLN	3.54378552726245e-79	-1.00436505007146	0.317	0.458	1.04123506362025e-74	-0.141	-2.00606040792903
TENT5A	3.62260088501516e-79	0.620915746223284	0.444	0.18	1.06439259203515e-74	0.264	1.53785101773648
SERPING1	5.04551890239848e-79	0.578565059036541	0.892	0.762	1.48247436390272e-74	0.13	1.49336317294458
HTRA1	1.48206300735752e-78	0.536115207887225	0.56	0.277	4.35459752821786e-74	0.283	1.45006262448861
DNER	7.30616483438461e-78	0.431706681591148	0.217	0.04	2.14669735163889e-73	0.177	1.34882827236948
COLEC12	7.5330724677117e-77	0.400374998966519	0.552	0.287	2.21336735246305e-72	0.265	1.31985093435223
ANXA1	5.73208910727313e-76	0.579042493853204	0.795	0.531	1.68420242149899e-71	0.264	1.49385745728066
PDK4	5.58187117787506e-75	0.849597498450082	0.629	0.35	1.64006538948325e-70	0.279	1.8019981105595
C1QTNF3	1.09991796030088e-74	0.399090178691425	0.3	0.095	3.23177895095603e-70	0.205	1.31867603853883
